Organisational Unit,Payment Date,Amount,Benificiary Name
Environment & Housing,2016-07-01,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,225.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,760.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,225.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,182.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,112.50,Access Opening Systems Limited
Environment & Housing,2016-07-01,135.00,Access Opening Systems Limited
Environment & Housing,2016-07-01,135.00,Access Opening Systems Limited
Environment & Housing,2016-07-04,84.00,Access Opening Systems Limited
Environment & Housing,2016-07-04,112.00,Access Opening Systems Limited
Environment & Housing,2016-07-08,865.40,Access Opening Systems Limited
Environment & Housing,2016-07-08,420.23,Access Opening Systems Limited
Environment & Housing,2016-07-08,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-08,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-08,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-08,485.23,Access Opening Systems Limited
Environment & Housing,2016-07-08,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-08,175.00,Access Opening Systems Limited
Environment & Housing,2016-07-15,75.00,Access Opening Systems Limited
Environment & Housing,2016-07-15,77.00,Access Opening Systems Limited
Environment & Housing,2016-07-15,1150.00,Access Opening Systems Limited
Environment & Housing,2016-07-15,4544.50,Access Opening Systems Limited
Environment & Housing,2016-07-15,150.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,3090.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,350.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,989.23,Access Opening Systems Limited
Environment & Housing,2016-07-20,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-20,390.54,Access Opening Systems Limited
Environment & Housing,2016-07-20,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-22,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-22,391.45,Access Opening Systems Limited
Environment & Housing,2016-07-26,207.60,Access Opening Systems Limited
Environment & Housing,2016-07-26,85.00,Access Opening Systems Limited
Environment & Housing,2016-07-26,110.00,Access Opening Systems Limited
Environment & Housing,2016-07-28,425.00,Access Opening Systems Limited
Environment & Housing,2016-07-28,384.59,Access Opening Systems Limited
Insurance,2016-07-07,3713.00,Accountant General Of The Senior Courts
Insurance,2016-07-12,5750.00,Accountant General Of The Senior Courts
City Development,2016-07-06,135.00,Ace Container Services Limited
City Development,2016-07-29,128.65,Ace Container Services Limited
City Development,2016-07-29,46.50,Ace Container Services Limited
Environment & Housing,2016-07-27,4139.40,Ace Engineers (Morley) Ltd
Childrens Services,2016-07-01,50.00,Ace Leaflet Distribution & Print Ltd
Childrens Services,2016-07-08,50.00,Ace Leaflet Distribution & Print Ltd
Childrens Services,2016-07-08,150.00,Ace Leaflet Distribution & Print Ltd
Civic Enterprise Leeds,2016-07-01,1902.00,Acme Facilities Group Ltd
Childrens Services,2016-07-04,2360.43,Acorn Fostering Services
Adult Social Care,2016-07-06,2435.71,Acorn Treatment & Housing
Adult Social Care,2016-07-06,2435.71,Acorn Treatment & Housing
Adult Social Care,2016-07-06,1728.57,Acorn Treatment & Housing
Adult Social Care,2016-07-06,2278.57,Acorn Treatment & Housing
Childrens Services,2016-07-18,3342.67,Acorns Nursery
Adult Social Care,2016-07-27,1459.20,Acre Green
Adult Social Care,2016-07-27,16924.55,Acre Green
Adult Social Care,2016-07-27,1122.48,Acre Green
Adult Social Care,2016-07-27,10112.51,Acre Green
Adult Social Care,2016-07-27,5159.84,Acre Green
Adult Social Care,2016-07-27,1678.80,Acre Green
Childrens Services,2016-07-11,1212.50,Acre Wood Day Nursery
Childrens Services,2016-07-18,103.35,Acre Wood Day Nursery
Childrens Services,2016-07-18,1354.62,Acre Wood Day Nursery
Environment & Housing,2016-07-29,1244.60,Actavo Uk Limited
Adult Social Care,2016-07-01,350.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,500.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,350.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,1750.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,1050.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,350.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,500.00,Action First Recruitment Ltd
Adult Social Care,2016-07-01,2500.00,Action First Recruitment Ltd
Adult Social Care,2016-07-06,1750.00,Action First Recruitment Ltd
Adult Social Care,2016-07-06,1750.00,Action First Recruitment Ltd
Adult Social Care,2016-07-06,2450.00,Action First Recruitment Ltd
Adult Social Care,2016-07-06,350.00,Action First Recruitment Ltd
Adult Social Care,2016-07-06,1050.00,Action First Recruitment Ltd
Childrens Services,2016-07-08,4622.40,Action For Children
Childrens Services,2016-07-08,4997.10,Action For Children
Childrens Services,2016-07-08,4622.40,Action For Children
Childrens Services,2016-07-08,4684.85,Action For Children
Adult Social Care,2016-07-01,34505.50,Action For Gipton Elderly
Citizens and Communities,2016-07-28,930.00,Active Hire (Leeds) Ltd
Childrens Services,2016-07-11,378.30,Active Kids Day Nursery
Childrens Services,2016-07-18,206.70,Active Kids Day Nursery
Childrens Services,2016-07-18,3613.80,Active Kids Day Nursery
Environment & Housing,2016-07-01,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-01,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-01,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-13,6609.55,Acumen Waste Services Ltd
Environment & Housing,2016-07-13,7171.68,Acumen Waste Services Ltd
Environment & Housing,2016-07-13,6677.89,Acumen Waste Services Ltd
Environment & Housing,2016-07-13,5740.56,Acumen Waste Services Ltd
Environment & Housing,2016-07-13,1894.76,Acumen Waste Services Ltd
Environment & Housing,2016-07-15,110.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-15,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,110.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,4728.86,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,6658.46,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,4759.01,Acumen Waste Services Ltd
Environment & Housing,2016-07-22,937.33,Acumen Waste Services Ltd
Environment & Housing,2016-07-29,110.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-29,220.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-29,110.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-29,75.00,Acumen Waste Services Ltd
Environment & Housing,2016-07-06,366.60,Acushnet Europe Limited
Adult Social Care,2016-07-07,5347.00,Acute Sales Limited
Adult Social Care,2016-07-15,1549.00,Acute Sales Limited
Civic Enterprise Leeds,2016-07-13,645.00,Ad3 Envelope Printers
Civic Enterprise Leeds,2016-07-13,155.70,Ad3 Envelope Printers
Civic Enterprise Leeds,2016-07-22,445.50,Ad3 Envelope Printers
City Development,2016-07-15,500.00,REDACTED PERSONAL DATA
Adult Social Care,2016-07-27,2120.00,Adbolton Hall
Childrens Services,2016-07-04,3135.00,Adcs
Environment & Housing,2016-07-01,578.00,Addleshaw Goddard Llp
City Development,2016-07-28,6250000.00,Addleshaw Goddard Llp
Central & Corporate,2016-06-02,2300.00,Adecco Alfred Marks
Central & Corporate,2016-06-07,1840.00,Adecco Alfred Marks
Citizens and Communities,2016-07-04,320.00,Adel Methodist Church Trustees
Childrens Services,2016-07-11,567.45,Adel Pre School
Childrens Services,2016-07-18,5898.36,Adel Pre School
Childrens Services,2016-07-08,96.00,Adel Quaker Meeting
Childrens Services,2016-07-18,177.84,REDACTED PERSONAL DATA
Childrens Services,2016-07-18,148.20,Adele Thompson
Adult Social Care,2016-07-27,1173.68,Adeline Lodge
Adult Social Care,2016-07-27,1056.32,Aden House
Adult Social Care,2016-07-27,0.00,Aden House
Environment & Housing,2016-07-15,483.00,Adi Global
Environment & Housing,2016-07-20,79.61,Adi Global
Environment & Housing,2016-07-20,1572.77,Adi Global
Environment & Housing,2016-07-29,110.22,Adi Global
Environment & Housing,2016-06-08,70.55,Adi-Gardiner Ltd
Civic Enterprise Leeds,2016-07-15,130.00,Adm Car Audio
Childrens Services,2016-07-08,2945.00,Adolescent And Childrens Trust
Childrens Services,2016-07-08,3045.00,Adolescent And Childrens Trust
Childrens Services,2016-07-08,900.00,Adolescent And Childrens Trust
Childrens Services,2016-07-08,3100.00,Adolescent And Childrens Trust
Childrens Services,2016-07-08,3100.00,Adolescent And Childrens Trust
Social Services Pooled Budgets,2016-07-07,2609.36,Adrian House
Environment & Housing,2016-07-01,262.20,REDACTED PERSONAL DATA
Childrens Services,2016-07-11,945.75,Adriana Wrzol
Childrens Services,2016-07-18,988.00,Adriana Wrzol
Strategic Landlord,2016-07-29,487.76,Adt Fire And Security Plc
Civic Enterprise Leeds,2016-07-29,200.00,Adt Fire And Security Plc
Social Services Pooled Budgets,2016-07-26,1332.20,Adult Placement Services
Social Services Pooled Budgets,2016-07-26,395.50,Adult Placement Services
Social Services Pooled Budgets,2016-07-29,823.81,Adult Placement Services
Adult Social Care,2016-07-27,1541.96,Adult Supported Living Ltd
City Development,2016-07-01,85.00,Advance Stocks Ltd
City Development,2016-07-08,235.00,Advance Stocks Ltd
City Development,2016-07-29,85.00,Advance Stocks Ltd
City Development,2016-07-29,85.00,Advance Stocks Ltd
Social Services Pooled Budgets,2016-07-26,454.20,Advitam Ltd
Social Services Pooled Budgets,2016-07-27,20213.48,Advitam Ltd
Adult Social Care,2016-07-14,83435.70,Advonet
City Development,2016-07-08,1946.40,Aecom Limited
City Development,2016-07-18,11258.00,Aecom Limited
Citizens and Communities,2016-07-22,310.00,Affinity Sutton
Adult Social Care,2016-07-01,526.68,Affinity Trust
Adult Social Care,2016-07-01,311.17,Affinity Trust
Social Services Pooled Budgets,2016-07-05,324.31,Affinity Trust
Social Services Pooled Budgets,2016-07-11,871.52,Affinity Trust
Social Services Pooled Budgets,2016-07-11,394.29,Affinity Trust
Social Services Pooled Budgets,2016-07-11,3757.04,Affinity Trust
Social Services Pooled Budgets,2016-07-11,1473.61,Affinity Trust
Social Services Pooled Budgets,2016-07-11,754.20,Affinity Trust
Social Services Pooled Budgets,2016-07-11,964.67,Affinity Trust
Social Services Pooled Budgets,2016-07-11,1620.00,Affinity Trust
Social Services Pooled Budgets,2016-07-11,921.80,Affinity Trust
Social Services Pooled Budgets,2016-07-11,360.00,Affinity Trust
Social Services Pooled Budgets,2016-07-11,337.22,Affinity Trust
Social Services Pooled Budgets,2016-07-11,1206.72,Affinity Trust
Social Services Pooled Budgets,2016-07-11,667.76,Affinity Trust
Social Services Pooled Budgets,2016-07-11,2111.76,Affinity Trust
Social Services Pooled Budgets,2016-07-11,1260.00,Affinity Trust
Childrens Services,2016-07-12,1661.25,Affinity Trust
Social Services Pooled Budgets,2016-07-15,47.94,Affinity Trust
Social Services Pooled Budgets,2016-07-15,990.76,Affinity Trust
Social Services Pooled Budgets,2016-07-15,1078.65,Affinity Trust
Social Services Pooled Budgets,2016-07-15,225.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,1214.48,Affinity Trust
Social Services Pooled Budgets,2016-07-15,287.64,Affinity Trust
Social Services Pooled Budgets,2016-07-15,285.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,4012.24,Affinity Trust
Social Services Pooled Budgets,2016-07-15,336.40,Affinity Trust
Social Services Pooled Budgets,2016-07-15,612.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,255.68,Affinity Trust
Social Services Pooled Budgets,2016-07-15,312.48,Affinity Trust
Social Services Pooled Budgets,2016-07-15,1386.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,960.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,810.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,1365.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,2110.50,Affinity Trust
Social Services Pooled Budgets,2016-07-15,1810.06,Affinity Trust
Social Services Pooled Budgets,2016-07-15,900.00,Affinity Trust
Social Services Pooled Budgets,2016-07-15,3004.68,Affinity Trust
Social Services Pooled Budgets,2016-07-15,324.31,Affinity Trust
Social Services Pooled Budgets,2016-07-18,1211.04,Affinity Trust
Social Services Pooled Budgets,2016-07-18,559.30,Affinity Trust
Social Services Pooled Budgets,2016-07-18,511.36,Affinity Trust
Social Services Pooled Budgets,2016-07-18,1102.62,Affinity Trust
