Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14694,0.00,390.93,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Transport,Car Parking Fees,312,10/06/2020,2006-14695,0.00,23.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14696,0.00,409.28,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Supporting People,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14697,0.00,0.43,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Supplies and Services,Subsistence,256,10/06/2020,2006-14698,0.00,15.16,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14699,0.00,2.47,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Transport,Public Transport Expenses,310,10/06/2020,2006-14700,0.00,6.40,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14701,0.00,455.38,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Transport,Car Parking Fees,312,10/06/2020,2006-14702,0.00,40.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14703,0.00,2126.62,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Partnerships & Health,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14704,0.00,2.01,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Partnerships & Health,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14705,0.00,61.39,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Partnerships & Health,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14706,0.00,240.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Supplies and Services,Subsistence,256,10/06/2020,2006-14707,0.00,192.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14708,0.00,11.06,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Transport,Public Transport Expenses,310,10/06/2020,2006-14709,0.00,209.30,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14710,0.00,23167.03,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Transport,Car Parking Fees,312,10/06/2020,2006-14711,0.00,318.29,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14712,0.00,60075.83,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Asset Management Services,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14713,0.00,1.31,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Asset Management Services,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14714,0.00,173.95,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Asset Management Services,Transport,Car Parking Fees,312,10/06/2020,2006-14715,0.00,21.88,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14716,0.00,0.73,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Employment & Skills,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14717,0.00,0.48,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Employees,Occupational Health,85,10/06/2020,2006-14718,0.00,254.99,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Employees,Professional Subscriptions,89,10/06/2020,2006-14719,0.00,155.40,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Supplies and Services,Telephones,213,10/06/2020,2006-14720,0.00,17.74,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14721,0.00,2.01,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14722,0.00,3405.71,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Transport,Car Parking Fees,312,10/06/2020,2006-14723,0.00,92.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14724,0.00,481.50,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Libraries  Arts & Heritage,Supplies and Services,Subsistence,256,10/06/2020,2006-14725,0.00,23.97,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Libraries  Arts & Heritage,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14726,0.00,1.94,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Libraries  Arts & Heritage,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14727,0.00,855.32,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Libraries  Arts & Heritage,Transport,Car Parking Fees,312,10/06/2020,2006-14728,0.00,129.82,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14729,0.00,0.24,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14730,0.00,25.34,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Planning & Sustainable Development,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14731,0.00,1.71,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Planning & Sustainable Development,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14732,0.00,1095.72,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Planning & Sustainable Development,Transport,Car Parking Fees,312,10/06/2020,2006-14733,0.00,110.13,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Planning & Sustainable Development,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14734,0.00,1685.25,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14735,0.00,1.74,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Recreation,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14736,0.00,24.94,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Benefits  Wlefare and Poverty,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14737,0.00,0.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Benefits  Wlefare and Poverty,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14738,0.00,197.36,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Benefits  Wlefare and Poverty,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14739,0.00,321.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Car Parking Services,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14740,0.00,41.56,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Cleaner Neighbourhood Teams,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14741,0.00,0.38,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Cleaner Neighbourhood Teams,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14742,0.00,1077.12,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Cleaner Neighbourhood Teams,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14743,0.00,1203.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14744,0.00,0.47,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14745,0.00,128.43,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Transport,Car Parking Fees,312,10/06/2020,2006-14746,0.00,173.78,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14747,0.00,0.45,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Transport,Public Transport Expenses,310,10/06/2020,2006-14748,0.00,3.40,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14749,0.00,568.68,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Transport,Car Parking Fees,312,10/06/2020,2006-14750,0.00,17.66,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14751,0.00,3049.50,R,Various - Total Expenses,No
