Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2017-11-24,90.50,Resources and Housing,A & A Electrical Distributors Ltd,,
2017-11-23,175.00,Resources and Housing,REDACTED PERSONAL DATA,,
2017-11-07,19.06,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-07,156.30,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-10,46.30,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-10,296.10,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-21,39.50,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-23,42.81,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2017-11-23,360.00,Resources and Housing,REDACTED PERSONAL DATA,,
2017-11-17,70.10,City Development,A C Entertainment Technologies Ltd,,
2017-11-16,249.22,Resources and Housing,REDACTED PERSONAL DATA,,
2017-11-02,309.17,Resources and Housing,REDACTED PERSONAL DATA,,
2017-11-08,848.65,Communities and Environment,REDACTED COMMERCIAL CONFIDENTIALITY,,
2017-11-10,6188.72,City Development,A E Yates Ltd,,
2017-11-02,46.02,Children and Families,A F Blakemore Son Ltd,,
2017-11-02,57.40,Adults and Health,A F Blakemore Son Ltd,,
2017-11-07,213.43,Communities and Environment,A F Blakemore Son Ltd,,
2017-11-08,33713.83,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,33510.16,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,214.96,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,62.69,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,98.08,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,18.86,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,182.58,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,75.81,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,100.87,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,147.58,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,188.08,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,84.72,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,88.62,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,45.99,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,35.60,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,76.01,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,65.69,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,19.27,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,123.26,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,201.65,Resources and Housing,A F Blakemore Son Ltd,,
2017-11-08,116.42,Communities and Environment,A F Blakemore Son Ltd,,
2017-11-08,67.72,Resources and Housing,A F Blakemore Son Ltd,,
