Organisational Unit,Payment Date,Amount,Benificiary Name
Environment & Housing,2016-04-29,29.70,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,192.10,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,8.40,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,415.00,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,30.44,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,110.00,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,113.40,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,250.00,A J H  Pump Supply & Repair Ltd
Environment & Housing,2016-04-29,719.00,A J H  Pump Supply & Repair Ltd
City Development,2016-04-01,2002.35,A J Promotions
Environment & Housing,2016-04-01,505.00,A J Promotions
City Development,2016-04-01,1019.06,A J Promotions
Environment & Housing,2016-04-06,620.00,A J Promotions
City Development,2016-04-13,218.79,A J Promotions
City Development,2016-04-13,53.55,A J Promotions
Environment & Housing,2016-04-25,164.60,A J Promotions
Childrens Services,2016-04-22,2371.20,A K Walsh
Childrens Services,2016-04-18,200.00,REDACTED PERSONAL DATA
Childrens Services,2016-04-20,768.24,A Longbottom
Citizens and Communities,2016-04-04,931.63,A Mohammed
Citizens and Communities,2016-04-04,404.00,A Namaki
Environment & Housing,2016-04-19,32.00,REDACTED PERSONAL DATA
City Development,2016-04-08,138.20,A S Jhagra
City Development,2016-04-29,139.65,A S Jhagra
Citizens and Communities,2016-04-04,230.00,A Sheikholeslami
Civic Enterprise Leeds,2016-04-15,46.25,A Star Couriers Ltd
Civic Enterprise Leeds,2016-04-28,46.25,A Star Couriers Ltd
Environment & Housing,2016-04-29,395.40,A T Nerac Ltd
Childrens Services,2016-04-20,1513.20,A Walding
Environment & Housing,2016-04-29,200.00,A Wright
Environment & Housing,2016-04-05,5608.00,A&C Weber Uk Ltd
Environment & Housing,2016-04-22,8905.00,A&C Weber Uk Ltd
Environment & Housing,2016-04-22,2130.00,A&C Weber Uk Ltd
Central & Corporate,2016-04-29,6847.00,Aalco Leeds
Central & Corporate,2016-04-15,88.00,Aat
Social Services Pooled Budgets,2016-04-25,20300.00,Aat (Gb) Ltd
Central & Corporate,2016-04-13,442.00,Ab Cars (Garforth) Ltd
Environment & Housing,2016-03-02,13.50,Abacus Express
City Development,2016-03-15,13.50,Abacus Express
Environment & Housing,2016-03-18,13.50,Abacus Express
City Development,2016-03-18,13.50,Abacus Express
City Development,2016-03-22,20.50,Abacus Express
Childrens Services,2016-04-04,14.51,Abacus Express Limited
Childrens Services,2016-04-06,31.02,Abacus Express Limited
Childrens Services,2016-04-06,31.02,Abacus Express Limited
Childrens Services,2016-04-06,31.02,Abacus Express Limited
City Development,2016-04-08,14.51,Abacus Express Limited
City Development,2016-04-08,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
City Development,2016-04-12,14.51,Abacus Express Limited
Childrens Services,2016-04-15,15.00,Abacus Express Limited
Childrens Services,2016-04-15,31.02,Abacus Express Limited
Childrens Services,2016-04-15,55.50,Abacus Express Limited
Childrens Services,2016-04-15,37.63,Abacus Express Limited
Childrens Services,2016-04-15,14.51,Abacus Express Limited
Central & Corporate,2016-04-20,16.66,Abacus Express Limited
Civic Enterprise Leeds,2016-04-08,8182.00,Abacus Software Ltd
Environment & Housing,2016-04-07,16.60,Abbey House Veterinary Hospital
Environment & Housing,2016-04-07,50.18,Abbey House Veterinary Hospital
Adult Social Care,2016-04-21,3580.50,Abbeyfield The Dales Limited
Adult Social Care,2016-04-29,1328.26,Abbeyfield The Dales Limited
Environment & Housing,2016-04-14,2100.00,Abbotts Memorials
Childrens Services,2016-04-20,7566.00,Abc Daycare And Ozone Out Of School
Childrens Services,2016-04-22,9484.80,Abc Daycare And Ozone Out Of School
Childrens Services,2016-04-20,5296.20,Abc Nursery At Lufc
Childrens Services,2016-04-22,14227.20,Abc Nursery At Lufc
Childrens Services,2016-04-20,2269.80,Abc@D'S Childcare Services
Childrens Services,2016-04-22,592.80,Abc@D'S Childcare Services
Strategic Accounts,2016-04-01,435.00,Aberford And District Parish Council
Strategic Accounts,2016-04-01,15000.00,Aberford And District Parish Council
Adult Social Care,2016-04-06,28833.52,Aberford Hall
Adult Social Care,2016-04-06,3678.26,Aberford Hall
Adult Social Care,2016-04-06,5851.87,Aberford Hall
Environment & Housing,2016-04-12,225.00,Abi Garage Doors Ltd
Insurance,2016-04-12,280.00,REDACTED PERSONAL DATA
Citizens and Communities,2016-04-29,1350.00,Abigail Housing
City Development,2016-03-08,25.67,Abo Leeds
City Development,2016-03-24,73.12,Abo Leeds
Childrens Services,2016-04-01,3038.00,Academic Appointments Ltd
Childrens Services,2016-04-08,1071.10,Academic Appointments Ltd
Childrens Services,2016-04-15,1071.10,Academic Appointments Ltd
Childrens Services,2016-04-22,1071.10,Academic Appointments Ltd
Childrens Services,2016-04-29,856.88,Academic Appointments Ltd
Childrens Services,2016-04-29,4774.00,Academic Appointments Ltd
Citizens and Communities,2016-04-18,180.42,Accent Foundation Ltd
Environment & Housing,2016-04-01,1263.57,Access Hire Nationwide Ltd
Environment & Housing,2016-03-23,46.95,Access Locksmiths
Adult Social Care,2016-03-29,11.04,Access Locksmiths
Environment & Housing,2016-04-06,260.75,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-08,183.32,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-08,134.79,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-08,74.93,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,89.20,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,50.31,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,61.46,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,26.82,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,46.72,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,28.21,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,7.00,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,83.88,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,5.00,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,133.30,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,17.06,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,34.84,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,30.58,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,185.50,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,27.90,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-11,150.00,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,13.37,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,13.50,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,54.26,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,26.58,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,19.50,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,351.44,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-11,23.28,Access Locksmiths (Leeds) Limited
Adult Social Care,2016-04-13,52.90,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-13,155.55,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-15,100.51,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-15,32.10,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-15,32.94,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-29,194.64,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,17.82,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,81.99,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,17.96,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,351.44,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,80.00,Access Locksmiths (Leeds) Limited
Strategic Landlord,2016-04-29,60.02,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-29,167.76,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,109.03,Access Locksmiths (Leeds) Limited
Environment & Housing,2016-04-29,14.74,Access Locksmiths (Leeds) Limited
Central & Corporate,2016-04-08,85.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,85.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,85.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,415.21,Access Opening Systems Limited
Central & Corporate,2016-04-08,75.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,325.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,1241.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,750.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,494.98,Access Opening Systems Limited
Central & Corporate,2016-04-08,1100.14,Access Opening Systems Limited
Central & Corporate,2016-04-08,380.45,Access Opening Systems Limited
Central & Corporate,2016-04-08,85.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,228.90,Access Opening Systems Limited
Central & Corporate,2016-04-08,93.95,Access Opening Systems Limited
Central & Corporate,2016-04-08,85.00,Access Opening Systems Limited
Central & Corporate,2016-04-08,425.00,Access Opening Systems Limited
Central & Corporate,2016-04-11,102.00,Access Opening Systems Limited
Central & Corporate,2016-04-11,318.50,Access Opening Systems Limited
Central & Corporate,2016-04-11,105.00,Access Opening Systems Limited
Adult Social Care,2016-04-18,85.00,Access Opening Systems Limited
Environment & Housing,2016-04-19,25.00,Access Opening Systems Limited
Environment & Housing,2016-04-20,25.00,Access Opening Systems Limited
Environment & Housing,2016-04-22,445.00,Access Opening Systems Limited
Environment & Housing,2016-04-22,2250.00,Access Opening Systems Limited
Environment & Housing,2016-04-25,225.71,Access Opening Systems Limited
Environment & Housing,2016-04-29,1319.67,Access Opening Systems Limited
Environment & Housing,2016-04-29,244.62,Access Opening Systems Limited
Environment & Housing,2016-04-29,234.26,Access Opening Systems Limited
Environment & Housing,2016-04-29,2920.00,Access Opening Systems Limited
Environment & Housing,2016-04-29,85.00,Access Opening Systems Limited
Environment & Housing,2016-04-29,145.00,Access Opening Systems Limited
Environment & Housing,2016-04-29,225.50,Access Opening Systems Limited
Environment & Housing,2016-04-29,112.50,Access Opening Systems Limited
Insurance,2016-04-14,838.38,Accident Exchange Ltd
Insurance,2016-04-14,4000.00,Accountant General Of The Senior Courts
Insurance,2016-04-21,3000.00,Accountant General Of The Senior Courts
City Development,2016-04-06,139.50,Ace Container Services Limited
City Development,2016-04-11,128.65,Ace Container Services Limited
City Development,2016-04-28,45.00,Ace Container Services Limited
City Development,2016-04-29,124.50,Ace Container Services Limited
Environment & Housing,2016-04-29,17707.00,Ace Engineers (Morley) Ltd
Childrens Services,2016-03-04,159.94,Ace Innovation Ltd
Civic Enterprise Leeds,2016-04-01,1263.00,Acme Facilities Group Ltd
Civic Enterprise Leeds,2016-04-14,1902.00,Acme Facilities Group Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-20,18138.67,Acorn Care And Education Ltd
Childrens Services,2016-04-06,4847.06,Acorn House (Fostering Services) Ltd
Childrens Services,2016-04-22,5181.34,Acorn House (Fostering Services) Ltd
Childrens Services,2016-04-22,16334.83,Acorns Nursery
Environment & Housing,2016-04-01,695.00,Acoustic Calibration Services Limited
Environment & Housing,2016-04-01,75.00,Acoustic Calibration Services Limited
Adult Social Care,2016-04-06,1351.20,Acre Green
Adult Social Care,2016-04-06,16310.78,Acre Green
Adult Social Care,2016-04-06,8271.84,Acre Green
Adult Social Care,2016-04-06,1492.96,Acre Green
Adult Social Care,2016-04-06,4816.24,Acre Green
Adult Social Care,2016-04-06,1014.06,Acre Green
Childrens Services,2016-04-20,2269.80,Acre Wood Day Nursery
Childrens Services,2016-04-22,11272.62,Acre Wood Day Nursery
City Development,2016-04-22,108.30,Acrylic Design Uk Limited
City Development,2016-04-22,57.42,Acrylic Design Uk Limited
Adult Social Care,2016-04-18,265.00,Act Now Training Ltd
Adult Social Care,2016-04-19,265.00,Act Now Training Ltd
Adult Social Care,2016-04-19,265.00,Act Now Training Ltd
Adult Social Care,2016-04-06,2450.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,700.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,3500.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,350.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,700.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,2800.00,Action First Recruitment Ltd
Adult Social Care,2016-04-06,700.00,Action First Recruitment Ltd
Adult Social Care,2016-04-08,700.00,Action First Recruitment Ltd
Adult Social Care,2016-04-12,350.00,Action First Recruitment Ltd
Childrens Services,2016-04-08,5163.67,Action For Children
Childrens Services,2016-04-08,4776.48,Action For Children
Childrens Services,2016-04-08,5163.67,Action For Children
Childrens Services,2016-04-08,4776.48,Action For Children
Adult Social Care,2016-04-01,3238.00,Action For Gipton Elderly
Adult Social Care,2016-04-01,31267.50,Action For Gipton Elderly
Childrens Services,2016-04-08,274.13,Active Kids Day Nursery
Childrens Services,2016-04-20,1513.20,Active Kids Day Nursery
Childrens Services,2016-04-22,14227.20,Active Kids Day Nursery
Childrens Services,2016-02-29,24.50,Active Workwear
Environment & Housing,2016-04-19,243.00,Acushnet Europe Limited
Environment & Housing,2016-04-21,77.00,Acushnet Europe Limited
Social Services Pooled Budgets,2016-04-29,86.00,Acute Sales Limited
City Development,2016-04-08,2870.00,Ad Merchandise Ltd
City Development,2016-04-26,50000.00,Ad3 Envelope Printers
Civic Enterprise Leeds,2016-04-13,81.14,Ad3 Envelope Printers Limited
Civic Enterprise Leeds,2016-04-13,645.00,Ad3 Envelope Printers Limited
Civic Enterprise Leeds,2016-04-22,930.00,Ad3 Envelope Printers Limited
Civic Enterprise Leeds,2016-04-28,65.20,Ad3 Envelope Printers Limited
Insurance,2016-04-14,250.00,Adam Lewis
Adult Social Care,2016-04-06,4088.57,Adbolton Hall
Adult Social Care,2016-04-22,350.00,Addleshaw Goddard Llp
Central & Corporate,2016-03-03,4600.00,Adecco Alfred Marks
Central & Corporate,2016-03-17,2300.00,Adecco Alfred Marks
Childrens Services,2016-04-20,1731.45,Adel Pre School
Childrens Services,2016-04-22,20036.64,Adel Pre School
Childrens Services,2016-04-11,96.00,Adel Quaker Meeting
Childrens Services,2016-04-22,592.80,Adele Harrington
Childrens Services,2016-04-22,711.36,REDACTED PERSONAL DATA
Childrens Services,2016-04-22,592.80,Adele Thompson
Adult Social Care,2016-04-06,1178.08,Adeline Lodge
Adult Social Care,2016-04-06,1063.68,Aden House
Adult Social Care,2016-04-06,1335.42,Aden House
City Development,2016-04-22,1700.00,Adept
Central & Corporate,2016-04-06,45.48,Adi Global
Central & Corporate,2016-04-06,63.91,Adi Global
Environment & Housing,2016-04-11,81.51,Adi Global
Central & Corporate,2016-04-11,124.99,Adi Global
Central & Corporate,2016-04-11,244.78,Adi Global
Environment & Housing,2016-04-22,484.85,Adi Global
Environment & Housing,2016-04-22,364.50,Adi Global
Environment & Housing,2016-04-22,364.50,Adi Global
Environment & Housing,2016-04-25,32.98,Adi Global
Environment & Housing,2016-04-27,46.92,Adi Global
Environment & Housing,2016-04-27,71.74,Adi Global
Environment & Housing,2016-04-27,89.92,Adi Global
Environment & Housing,2016-03-17,1306.12,Adi-Gardiner Ltd
Environment & Housing,2016-04-15,995.00,Admas Limited
Childrens Services,2016-04-01,2850.00,Adolescent And Childrens Trust
Childrens Services,2016-04-01,2900.00,Adolescent And Childrens Trust
Childrens Services,2016-04-01,2900.00,Adolescent And Childrens Trust
Childrens Services,2016-04-01,2900.00,Adolescent And Childrens Trust
Childrens Services,2016-04-29,3100.00,Adolescent And Childrens Trust
Childrens Services,2016-04-29,3100.00,Adolescent And Childrens Trust
Childrens Services,2016-04-25,1250.00,Adoption Uk
Social Services Pooled Budgets,2016-04-21,2609.36,Adrian House
Strategic Landlord,2016-04-06,137.77,Adt Fire And Security Plc
Civic Enterprise Leeds,2016-03-03,184.00,Adt Loughton Cc
Adult Social Care,2016-04-06,1541.96,Adult Supported Living Ltd
City Development,2016-04-01,85.00,Advance Stocks Ltd
City Development,2016-04-07,85.00,Advance Stocks Ltd
City Development,2016-04-07,85.00,Advance Stocks Ltd
City Development,2016-04-29,85.00,Advance Stocks Ltd
City Development,2016-04-29,85.00,Advance Stocks Ltd
Childrens Services,2016-04-04,492.14,Advanced Child Care Assessments Ltd
Childrens Services,2016-04-04,3190.00,Advanced Child Care Assessments Ltd
Environment & Housing,2016-04-22,112.40,Advanced Labelling Limited
Childrens Services,2016-03-22,87.01,Adventure Climb Rescue
Social Services Pooled Budgets,2016-04-06,20222.28,Advitam Ltd
Social Services Pooled Budgets,2016-04-15,11372.30,Advonet
Social Services Pooled Budgets,2016-04-15,6567.66,Advonet
City Development,2016-04-08,5555.35,Aecom Limited
City Development,2016-04-21,2919.60,Aecom Limited
City Development,2016-04-29,175.00,Aerial Satellite Link
Adult Social Care,2016-04-01,303.62,Affinity Trust
Adult Social Care,2016-04-01,396.00,Affinity Trust
Adult Social Care,2016-04-01,671.16,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1080.00,Affinity Trust
Social Services Pooled Budgets,2016-04-01,3316.88,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1560.00,Affinity Trust
Social Services Pooled Budgets,2016-04-01,938.56,Affinity Trust
Social Services Pooled Budgets,2016-04-01,525.72,Affinity Trust
Social Services Pooled Budgets,2016-04-01,4052.48,Affinity Trust
Social Services Pooled Budgets,2016-04-01,217.88,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1599.98,Affinity Trust
Social Services Pooled Budgets,2016-04-01,804.48,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1035.44,Affinity Trust
Adult Social Care,2016-04-01,526.68,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1800.00,Affinity Trust
Social Services Pooled Budgets,2016-04-01,921.80,Affinity Trust
Social Services Pooled Budgets,2016-04-01,360.00,Affinity Trust
Social Services Pooled Budgets,2016-04-01,116.73,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1206.72,Affinity Trust
Social Services Pooled Budgets,2016-04-01,714.78,Affinity Trust
Social Services Pooled Budgets,2016-04-01,2346.40,Affinity Trust
Social Services Pooled Budgets,2016-04-01,1440.00,Affinity Trust
Adult Social Care,2016-04-01,703.12,Affinity Trust
Adult Social Care,2016-04-01,255.68,Affinity Trust
Adult Social Care,2016-04-01,2240.76,Affinity Trust
Adult Social Care,2016-04-01,319.60,Affinity Trust
Adult Social Care,2016-04-01,319.60,Affinity Trust
Adult Social Care,2016-04-01,396.00,Affinity Trust
Adult Social Care,2016-04-01,506.61,Affinity Trust
Adult Social Care,2016-04-01,223.72,Affinity Trust
Social Services Pooled Budgets,2016-04-04,511.36,Affinity Trust
Social Services Pooled Budgets,2016-04-08,1440.00,Affinity Trust
Social Services Pooled Budgets,2016-04-08,1080.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,2011.20,Affinity Trust
Social Services Pooled Budgets,2016-04-11,705.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,2528.70,Affinity Trust
Social Services Pooled Budgets,2016-04-11,855.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1559.04,Affinity Trust
Social Services Pooled Budgets,2016-04-11,287.64,Affinity Trust
Social Services Pooled Budgets,2016-04-11,336.40,Affinity Trust
Social Services Pooled Budgets,2016-04-11,816.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,416.64,Affinity Trust
Social Services Pooled Budgets,2016-04-11,767.04,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1022.72,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1122.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1211.04,Affinity Trust
Social Services Pooled Budgets,2016-04-11,471.41,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1050.69,Affinity Trust
Social Services Pooled Budgets,2016-04-11,511.36,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1150.56,Affinity Trust
Social Services Pooled Budgets,2016-04-11,503.37,Affinity Trust
Social Services Pooled Budgets,2016-04-11,639.20,Affinity Trust
Social Services Pooled Budgets,2016-04-11,408.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1150.56,Affinity Trust
Social Services Pooled Budgets,2016-04-11,2820.47,Affinity Trust
Social Services Pooled Budgets,2016-04-11,300.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,1398.25,Affinity Trust
Social Services Pooled Budgets,2016-04-11,431.46,Affinity Trust
Social Services Pooled Budgets,2016-04-11,511.36,Affinity Trust
Social Services Pooled Budgets,2016-04-11,127.84,Affinity Trust
Social Services Pooled Budgets,2016-04-11,306.48,Affinity Trust
Social Services Pooled Budgets,2016-04-11,255.00,Affinity Trust
Social Services Pooled Budgets,2016-04-11,941.92,Affinity Trust
Adult Social Care,2016-04-15,319.60,Affinity Trust
Adult Social Care,2016-04-29,1076.48,Affinity Trust
Adult Social Care,2016-04-29,134.56,Affinity Trust
Social Services Pooled Budgets,2016-04-06,173437.05,Affinity Trust North Divisional Office
Social Services Pooled Budgets,2016-04-06,23349.54,Affinity Trust North Divisional Office
Environment & Housing,2016-04-07,306.00,Afi-Uplift Limited
Environment & Housing,2016-04-07,100.00,Afi-Uplift Limited
Civic Enterprise Leeds,2016-04-01,1008.30,Afm Europe Ltd
Central & Corporate,2016-04-29,225.00,Agam Jung
Adult Social Care,2016-04-01,8024.75,Age Uk Leeds
Public Health,2016-04-01,11416.00,Age Uk Leeds
Environment & Housing,2016-04-15,3957.68,Age Uk Leeds
City Development,2016-04-08,1696.00,Agere Learning
City Development,2016-04-22,175.00,Agnis Smallwood
Adult Social Care,2016-04-06,5598.40,Agricola House
Central & Corporate,2016-04-13,100.00,Ahamad Hassan
Citizens and Communities,2016-04-11,36.80,REDACTED PERSONAL DATA
