Payment Date,Amount,Benificiary Name,Organisational Unit
2011-03-09,1010.19,A & A Electrical Distributors Ltd,Central & Corporate Functions
2011-03-09,1156.40,A & A Electrical Distributors Ltd,Central & Corporate Functions
2011-03-21,482.24,A & A Electrical Distributors Ltd,Central & Corporate Functions
2011-03-18,780.80,A Andrews & Sons (Marbles & Tiles),East - North East
2011-03-11,3744.00,A Appleyard,Environment & Neighbourhoods
2011-03-09,5507.27,A D D Loop Cutting Services Ltd,City Development
2011-03-15,482.00,A D D Loop Cutting Services Ltd,City Development
2011-03-04,552.00,A D Simpson Ltd,East - North East
2011-03-04,920.00,A D Simpson Ltd,East - North East
2011-03-04,621.00,A D Simpson Ltd,East - North East
2011-03-04,2178.06,A D Simpson Ltd,East - North East
2011-03-04,1599.00,A D Simpson Ltd,East - North East
2011-03-04,877.75,A D Simpson Ltd,East - North East
2011-03-04,635.00,A D Simpson Ltd,East - North East
2011-03-04,920.00,A D Simpson Ltd,East - North East
2011-03-04,552.00,A D Simpson Ltd,East - North East
2011-03-04,920.00,A D Simpson Ltd,East - North East
2011-03-04,594.80,A D Simpson Ltd,East - North East
2011-03-04,660.00,A D Simpson Ltd,East - North East
2011-03-09,1037.10,A D Simpson Ltd,East - North East
2011-03-09,899.75,A D Simpson Ltd,East - North East
2011-03-18,926.05,A D Simpson Ltd,East - North East
2011-03-18,1053.95,A D Simpson Ltd,East - North East
2011-03-22,3367.47,A E Speight,Childrens Services
2011-03-23,4891.00,A Fox Industrial Doors,Central & Corporate Functions
2011-03-29,5765.00,A J H  Pump Supply & Repair Ltd,Central & Corporate Functions
2011-03-22,700.00,A J Matthews,Childrens Services
2011-03-14,3535.21,A J Roberts (Construction) Ltd,Childrens Services
2011-03-08,13000.00,A Lowrie Care Service Limited,Childrens Services
2011-03-14,13000.00,A Lowrie Care Service Limited,Childrens Services
2011-03-25,13000.00,A Lowrie Care Service Limited,Childrens Services
2011-03-29,1420.00,A Maywell Ltd,Environment & Neighbourhoods
2011-03-07,553.10,A Mohammed,Central & Corporate Functions
2011-03-07,1225.50,A Namaki,Central & Corporate Functions
2011-03-25,15000.00,A T Cronin Workshop,City Development
2011-03-08,702.00,A Y Creative Services,City Development
2011-03-16,2484.00,A Y Creative Services,City Development
2011-03-22,644.00,A Y Creative Services,City Development
2011-03-04,1290.00,A Zoom Taxis,Environment & Neighbourhoods
2011-03-11,1480.00,A2u,Other Education Services Managed By E.L.
2011-03-16,1189.60,Abbey Lea Residential Care Home,Adult Social Care
2011-03-16,1174.20,Abbeydale Care Home,Adult Social Care
2011-03-24,3517.74,Abc Daycare,Childrens Services
2011-03-22,797.29,Abc Nursery At Lufc,Childrens Services
2011-03-21,3640.47,Abdn,City Development
2011-03-21,3300.61,Abdn,City Development
2011-03-08,2500.00,Aberford Parish Plan,Environment & Neighbourhoods
2011-03-02,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-03,1500.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-07,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-07,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,4785.70,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,15000.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-14,8725.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,13308.60,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,4400.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,16000.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,10148.00,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-30,4374.18,Able Bathing & Building Contractors Ltd,Environment & Neighbourhoods
2011-03-23,450.00,Absolute Museum & Gallery Products Ltd,City Development
2011-03-10,500.00,Abyss Recycling,City Development
2011-03-02,941.00,Academic Appointments Ltd,Education Leeds
2011-03-04,739.00,Academic Appointments Ltd,Education Leeds
2011-03-04,3070.00,Academic Appointments Ltd,Education Leeds
2011-03-11,808.00,Academic Appointments Ltd,Education Leeds
2011-03-16,3468.00,Academic Appointments Ltd,Education Leeds
2011-03-16,3670.00,Academic Appointments Ltd,Education Leeds
2011-03-18,3580.00,Academic Appointments Ltd,Education Leeds
2011-03-23,987.00,Academic Appointments Ltd,Education Leeds
2011-03-30,3538.00,Academic Appointments Ltd,Education Leeds
2011-03-23,130000.00,Accent Foundation,Environment & Neighbourhoods
2011-03-10,717.60,Access Locksmiths (Leeds) Limited,East - North East
2011-03-02,808.01,Acclaimed Security Services,City Development
2011-03-02,546.12,Acclaimed Security Services,City Development
2011-03-02,438.24,Acclaimed Security Services,City Development
2011-03-02,447.72,Acclaimed Security Services,City Development
