Newcastle City Council Invoices over 500 paid in August 2010
Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Environment & Regeneration,Fleet Management System,2010-08-24,SGM (UK) LTD,4787597,Revenue,658.00
Environment & Regeneration,Fleet Management System,2010-08-02,SMILES ENGINEERING CO. LTD,4761437,Revenue,971.85
Environment & Regeneration,Fleet Management System,2010-08-24,STAUFF NEWCASTLE,4776147,Revenue,590.00
Environment & Regeneration,Fleet Management System,2010-08-01,SUPERJET NORTH EAST LTD,4760456,Revenue,1540.00
Environment & Regeneration,Fleet Management System,2010-08-01,SUPERJET NORTH EAST LTD,4760457,Revenue,1210.00
Environment & Regeneration,Fleet Management System,2010-08-01,SUPERJET NORTH EAST LTD,4760458,Revenue,1540.00
Environment & Regeneration,Fleet Management System,2010-08-26,SUPERJET NORTH EAST LTD,4787599,Revenue,1540.00
Environment & Regeneration,Fleet Management System,2010-08-26,SUPERJET NORTH EAST LTD,4787600,Revenue,1210.00
Environment & Regeneration,Fleet Management System,2010-08-26,SUPERJET NORTH EAST LTD,4787601,Revenue,1540.00
Environment & Regeneration,Fleet Management System,2010-08-22,TERBERG MATEC UK LTD,4776138,Revenue,585.47
Environment & Regeneration,Fleet Management System,2010-08-11,THOMPSONS COMMERCIAL LTD,4771786,Revenue,744.00
Environment & Regeneration,Fleet Management System,2010-08-03,TONKS 2000 LTD,4764319,Revenue,2060.00
Environment & Regeneration,Fleet Management System,2010-08-26,TONKS 2000 LTD,4789864,Revenue,980.00
Environment & Regeneration,Fleet Management System,2010-08-24,WARREN ACCESS,4787630,Revenue,1400.00
Environment & Regeneration,Fleet Management System,2010-08-09,WCR VEHICLE HIRE LTD,4756187,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-09,WCR VEHICLE HIRE LTD,4756188,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-09,WCR VEHICLE HIRE LTD,4756189,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-09,WCR VEHICLE HIRE LTD,4756190,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-17,WCR VEHICLE HIRE LTD,4760491,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-17,WCR VEHICLE HIRE LTD,4760492,Revenue,950.00
Environment & Regeneration,Grounds Maintenence,2010-08-18,LEENGATE WELDING SUPPLIES (NE) LTD,4776759,Revenue,577.72
Environment & Regeneration,Highways,2010-08-08,AGD SYSTEMS LTD,4768147,Revenue,1175.00
Environment & Regeneration,Highways,2010-08-08,ARMCON LTD,4741712,Revenue,1250.87
Environment & Regeneration,Highways,2010-08-12,ASI SOLUTIONS PLC,4749290,Revenue,8055.91
Environment & Regeneration,Highways,2010-08-01,CONDER ENVIRONMENTAL SOLUTIONS,4720473,Revenue,4237.00
Environment & Regeneration,Highways,2010-08-02,CONDER ENVIRONMENTAL SOLUTIONS,4762965,Revenue,4237.00
Environment & Regeneration,Highways,2010-08-24,DIXONS OF WESTERHOPE (CALOR GAS),4776712,Revenue,527.54
Environment & Regeneration,Highways,2010-08-11,G O'BRIEN & SONS (NDC) LTD,4772285,Revenue,2110.00
Environment & Regeneration,Highways,2010-08-12,G O'BRIEN & SONS (NDC) LTD,4774004,Revenue,4178.53
Environment & Regeneration,Highways,2010-08-01,INSTARMAC GROUP PLC,4758137,Revenue,1120.56
Environment & Regeneration,Highways,2010-08-23,JDM DIAMONDMASTERS LTD,4785773,Revenue,600.00
Environment & Regeneration,Highways,2010-08-05,JOBLING PURSER LTD,4758140,Revenue,609.60
Environment & Regeneration,Highways,2010-08-12,JOBLING PURSER LTD,4767329,Revenue,656.75
Environment & Regeneration,Highways,2010-08-26,JOBLING PURSER LTD,4784523,Revenue,656.75
Environment & Regeneration,Highways,2010-08-08,JOHN NIXON LTD,4754536,Revenue,968.00
Environment & Regeneration,Highways,2010-08-08,LLOYD WORRALL LTD,4716884,Revenue,512.50
Environment & Regeneration,Highways,2010-08-25,LORD HIRE CENTRES,4774739,Revenue,652.12
Environment & Regeneration,Highways,2010-08-03,NORTH EAST CONCRETE,4749449,Revenue,1813.20
Environment & Regeneration,Highways,2010-08-04,NORTH EAST CONCRETE,4749498,Revenue,1813.20
Environment & Regeneration,Highways,2010-08-19,NORTH EAST CONCRETE,4772542,Revenue,963.60
Environment & Regeneration,Highways,2010-08-05,NUFINS LTD,4736506,Revenue,1732.80
Environment & Regeneration,Highways,2010-08-16,R S CLARE & CO LTD,4776704,Revenue,1359.34
Environment & Regeneration,Highways,2010-08-11,SPEEDY LIFTING,4772550,Revenue,924.00
Environment & Regeneration,Highways,2010-08-08,TARMAC NORTHERN LTD,4748264,Revenue,2929.19
Environment & Regeneration,Highways,2010-08-05,TARMAC NORTHERN LTD,4758377,Revenue,2931.18
Environment & Regeneration,Highways,2010-08-05,TARMAC NORTHERN LTD,4759828,Revenue,579.12
Environment & Regeneration,Highways,2010-08-05,TARMAC NORTHERN LTD,4760054,Revenue,684.00
Environment & Regeneration,Highways,2010-08-01,TARMAC NORTHERN LTD,4760055,Revenue,829.51
Environment & Regeneration,Highways,2010-08-03,TARMAC NORTHERN LTD,4760058,Revenue,614.74
Environment & Regeneration,Highways,2010-08-12,TARMAC NORTHERN LTD,4760059,Revenue,584.59
Environment & Regeneration,Highways,2010-08-03,TARMAC NORTHERN LTD,4760206,Revenue,578.21
Environment & Regeneration,Highways,2010-08-12,TARMAC NORTHERN LTD,4760207,Revenue,616.24
Environment & Regeneration,Highways,2010-08-03,TARMAC NORTHERN LTD,4761333,Revenue,535.34
Environment & Regeneration,Highways,2010-08-10,TARMAC NORTHERN LTD,4761338,Revenue,546.29
Environment & Regeneration,Highways,2010-08-05,TARMAC NORTHERN LTD,4762083,Revenue,691.30
Environment & Regeneration,Highways,2010-08-17,TARMAC NORTHERN LTD,4773643,Revenue,838.66
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4773645,Revenue,1276.67
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4773647,Revenue,688.56
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4773648,Revenue,982.80
Environment & Regeneration,Highways,2010-08-19,TARMAC NORTHERN LTD,4773964,Revenue,839.49
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4773965,Revenue,2879.34
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4773966,Revenue,681.26
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4773969,Revenue,604.58
Environment & Regeneration,Highways,2010-08-19,TARMAC NORTHERN LTD,4773970,Revenue,761.28
Environment & Regeneration,Highways,2010-08-19,TARMAC NORTHERN LTD,4773971,Revenue,632.02
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4774003,Revenue,1017.90
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4774036,Revenue,590.06
Environment & Regeneration,Highways,2010-08-17,TARMAC NORTHERN LTD,4774037,Revenue,589.03
Environment & Regeneration,Highways,2010-08-26,TARMAC NORTHERN LTD,4774054,Revenue,1176.48
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787760,Revenue,671.23
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787761,Revenue,753.31
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787764,Revenue,834.50
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787776,Revenue,1078.90
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787777,Revenue,1500.98
Environment & Regeneration,Highways,2010-08-24,TARMAC NORTHERN LTD,4787778,Revenue,577.30
Environment & Regeneration,Highways,2010-08-19,TRAFFIC MANAGEMENT PRODUCTS LTD,4760046,Revenue,1762.50
Environment & Regeneration,Highways,2010-08-05,W&M THOMPSON (EARTHWORKS) LTD,4711465,Revenue,1740.03
Environment & Regeneration,Highways,2010-08-15,W&M THOMPSON (EARTHWORKS) LTD,4758379,Revenue,2998.97
Environment & Regeneration,Highways,2010-08-08,W&M THOMPSON (EARTHWORKS) LTD,4759573,Revenue,1300.96
Environment & Regeneration,Highways,2010-08-26,W&M THOMPSON (EARTHWORKS) LTD,4773960,Revenue,687.50
Environment & Regeneration,Highways,2010-08-26,WERNICK HIRE LTD,4760062,Revenue,708.57
Environment & Regeneration,Highways,2010-08-26,WERNICK HIRE LTD,4760063,Revenue,708.57
Environment & Regeneration,Highways,2010-08-05,WOLSELEY UK LTD,4745446,Revenue,601.82
Environment & Regeneration,Highways,2010-08-05,WOLSELEY UK LTD,4745682,Revenue,575.62
Environment & Regeneration,Highways,2010-08-10,WOLSELEY UK LTD,4746207,Revenue,1648.80
Environment & Regeneration,Highways,2010-08-12,WOLSELEY UK LTD,4750405,Revenue,1648.80
Environment & Regeneration,Highways,2010-08-17,WOLSELEY UK LTD,4755244,Revenue,615.57
Environment & Regeneration,Highways,2010-08-17,WOLSELEY UK LTD,4755530,Revenue,582.23
Environment & Regeneration,Highways,2010-08-12,WOLSELEY UK LTD,4757689,Revenue,1254.20
Environment & Regeneration,Highways,2010-08-25,WOLSELEY UK LTD,4764719,Revenue,1039.92
Environment & Regeneration,Highways,2010-08-25,WOLSELEY UK LTD,4764720,Revenue,1245.58
Environment & Regeneration,Highways,2010-08-26,WOLSELEY UK LTD,4768656,Revenue,1207.77
Environment & Regeneration,Highways,2010-08-11,WT BURDEN LTD,4772556,Revenue,826.48
Environment & Regeneration,Highways,2010-08-18,WT BURDEN LTD,4778806,Revenue,867.90
Environment & Regeneration,Highways,2010-08-23,WT BURDEN LTD,4785649,Revenue,940.10
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,AUBREY CORNFOOT LTD,4770147,Revenue,517.34
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,AUBREY CORNFOOT LTD,4770149,Revenue,546.93
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,AUBREY CORNFOOT LTD,4770150,Revenue,550.17
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,AUBREY CORNFOOT LTD,4770151,Revenue,574.24
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,AUBREY CORNFOOT LTD,4770152,Revenue,605.02
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,AUBREY CORNFOOT LTD,4789085,Revenue,539.04
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,AUBREY CORNFOOT LTD,4789089,Revenue,560.74
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,AUBREY CORNFOOT LTD,4789091,Revenue,761.90
Environment & Regeneration,Newcastle Warm Zone,2010-08-19,EAGA HOME SERVICES LTD,4782990,Revenue,23298.42
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,EAGA HOME SERVICES LTD,4789060,Revenue,9610.18
Environment & Regeneration,Newcastle Warm Zone,2010-08-09,HEATLINE NORTH EAST LTD,4770154,Revenue,577.49
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,HEATLINE NORTH EAST LTD,4789081,Revenue,536.17
Environment & Regeneration,Newcastle Warm Zone,2010-08-10,JPS INSULATION,4770655,Revenue,1714.91
Environment & Regeneration,Newcastle Warm Zone,2010-08-15,JPS INSULATION,4774781,Revenue,31672.56
Environment & Regeneration,Newcastle Warm Zone,2010-08-10,KNW LTD,4770659,Revenue,4446.15
Environment & Regeneration,Newcastle Warm Zone,2010-08-18,KNW LTD,4783047,Revenue,105783.92
Environment & Regeneration,Newcastle Warm Zone,2010-08-18,KNW LTD,4783068,Revenue,105783.92
Environment & Regeneration,Newcastle Warm Zone,2010-08-25,KNW LTD,4789084,Revenue,514.90
Environment & Regeneration,NS Localised Services,2010-08-03,ARCO LTD,4742553,Revenue,554.68
Environment & Regeneration,NS Localised Services,2010-08-18,COXHOE SERVICE & SUPPLY,4780933,Revenue,900.00
Environment & Regeneration,NS Localised Services,2010-08-01,GREEN-TECH,4760810,Revenue,625.01
Environment & Regeneration,NS Localised Services,2010-08-16,GUSTHARTS,4776691,Revenue,1155.00
Environment & Regeneration,NS Localised Services,2010-08-22,KILLGERM CHEMICALS LTD,4738516,Revenue,1229.20
Environment & Regeneration,NS Localised Services,2010-08-23,KILLGERM CHEMICALS LTD,4785137,Revenue,1444.40
Environment & Regeneration,NS Localised Services,2010-08-23,KILLGERM CHEMICALS LTD,4786265,Revenue,1229.20
Environment & Regeneration,NS Localised Services,2010-08-26,PARK LEISURE LTD,4783061,Revenue,21725.00
Environment & Regeneration,NS Localised Services,2010-08-18,PRIME TIME RECRIUTMENT LTD,4781564,Revenue,506.87
Environment & Regeneration,NS Localised Services,2010-08-24,THE PLAY PRACTICE (SCOTLAND) LTD,4787690,Revenue,21604.20
Environment & Regeneration,NS: Admin & Finance,2010-08-16,ALBANY OFFICE FURNITURE SOLUTIONS,4755223,Capital,1500.00
Environment & Regeneration,NS: Admin & Finance,2010-08-19,ATKINS LTD,4757160,Revenue,6522.40
Environment & Regeneration,NS: Admin & Finance,2010-08-19,ATKINS LTD,4757161,Revenue,5541.67
Environment & Regeneration,NS: Admin & Finance,2010-08-24,ATKINS LTD,4781742,Capital,1380.00
Environment & Regeneration,NS: Admin & Finance,2010-08-30,ATKINS LTD,4792364,Revenue,1561.00
Environment & Regeneration,NS: Admin & Finance,2010-08-23,ATRIUM SOFTWARE,4785085,Revenue,750.00
Environment & Regeneration,NS: Admin & Finance,2010-08-23,AURA NEWCASTLE LTD,4785074,Capital,5989.00
Environment & Regeneration,NS: Admin & Finance,2010-08-04,BARRIER SURVEILLANCE  SYSTEMS LTD,4765740,Capital,8355.00
Environment & Regeneration,NS: Admin & Finance,2010-08-04,BARRIER SURVEILLANCE  SYSTEMS LTD,4765741,Capital,15650.00
Environment & Regeneration,NS: Admin & Finance,2010-08-26,BEWLEY & SCOTT LTD,4790486,Capital,71064.38
Environment & Regeneration,NS: Admin & Finance,2010-08-26,BRAMBLEDOWN LANDSCAPE SERVICES LTD,4790487,Capital,45705.55
Environment & Regeneration,NS: Admin & Finance,2010-08-04,CSC (ELDON SQUARE) LTD,4765742,Revenue,55076.83
Environment & Regeneration,NS: Admin & Finance,2010-08-23,CYCLE EXPERIENCE,4785799,Revenue,8134.00
Environment & Regeneration,NS: Admin & Finance,2010-08-05,EASIBATHE,4749311,Capital,2172.85
Environment & Regeneration,NS: Admin & Finance,2010-08-26,EASIBATHE,4775415,Capital,3823.09
Environment & Regeneration,NS: Admin & Finance,2010-08-26,EASIBATHE,4775416,Capital,3209.00
Environment & Regeneration,NS: Admin & Finance,2010-08-26,EASIBATHE,4775727,Capital,3025.03
Environment & Regeneration,NS: Admin & Finance,2010-08-26,EASIBATHE,4775728,Capital,3234.41
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4775729,Capital,3476.00
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4775731,Capital,3447.56
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4775732,Capital,2991.42
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4775733,Capital,3436.98
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776817,Capital,3384.05
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776818,Capital,3434.92
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776819,Capital,2463.75
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776820,Capital,2926.19
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776821,Capital,2903.35
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776822,Capital,3885.39
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776823,Capital,3309.14
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776824,Capital,3473.71
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776825,Capital,2478.92
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776828,Capital,669.55
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776829,Capital,2907.56
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776831,Capital,2341.10
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776832,Capital,3074.44
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776834,Capital,2262.05
Environment & Regeneration,NS: Admin & Finance,2010-08-19,EASIBATHE,4776840,Capital,3590.74
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776841,Capital,2645.76
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776842,Capital,2464.92
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776843,Capital,3200.17
Environment & Regeneration,NS: Admin & Finance,2010-08-16,EASIBATHE,4776844,Capital,5001.44
Environment & Regeneration,NS: Admin & Finance,2010-08-26,EASIBATHE,4785097,Capital,3315.44
Environment & Regeneration,NS: Admin & Finance,2010-08-25,FRANK HASLAM MILAN & CO LTD,4788935,Capital,28302.00
Environment & Regeneration,NS: Admin & Finance,2010-08-30,FRANK HASLAM MILAN & CO LTD,4792794,Capital,23112.44
Environment & Regeneration,NS: Admin & Finance,2010-08-04,GEOFFREY ROBINSON LTD,4765705,Capital,190114.00
Environment & Regeneration,NS: Admin & Finance,2010-08-11,GRAHAM ELECTRICAL SERVICES,4749715,Capital,1500.00
Environment & Regeneration,NS: Admin & Finance,2010-08-22,GRAHAM ELECTRICAL SERVICES,4779516,Capital,1500.00
Environment & Regeneration,NS: Admin & Finance,2010-08-10,HASTIE D BURTON LTD,4770986,Capital,18855.70
Environment & Regeneration,NS: Admin & Finance,2010-08-16,KING SCIENTIFIC,4776684,Revenue,855.40
Environment & Regeneration,NS: Admin & Finance,2010-08-04,NORTHERN CONSTRUCTION SOLUTIONS LTD,4765706,Capital,24586.34
Environment & Regeneration,NS: Admin & Finance,2010-08-19,NORTHERN ELECTRIC DISTRIBUTION LTD,4777340,Capital,1048.00
Environment & Regeneration,NS: Admin & Finance,2010-08-23,NORTHUMBRIA POLICE AUTHORITY,4785798,Capital,1800.00
Environment & Regeneration,NS: Admin & Finance,2010-08-04,OWEN PUGH & CO LTD,4765708,Capital,16858.79
Environment & Regeneration,NS: Admin & Finance,2010-08-17,OWEN PUGH & CO LTD,4779518,Capital,11650.00
Environment & Regeneration,NS: Admin & Finance,2010-08-17,OWEN PUGH & CO LTD,4779536,Capital,910.80
Environment & Regeneration,NS: Admin & Finance,2010-08-24,OWEN PUGH & CO LTD,4788077,Capital,167410.90
Environment & Regeneration,NS: Admin & Finance,2010-08-05,PENSHER SECURITY DOORS LTD,4743850,Capital,6030.00
Environment & Regeneration,NS: Admin & Finance,2010-08-04,PF BURRIDGE & SONS LTD,4765704,Capital,80873.38
Environment & Regeneration,NS: Admin & Finance,2010-08-17,PF BURRIDGE & SONS LTD,4779068,Capital,106246.55
Environment & Regeneration,NS: Admin & Finance,2010-08-04,ROK,4765703,Capital,111754.00
Environment & Regeneration,NS: Admin & Finance,2010-08-26,SANSOME HALL ARCHITECTS LTD,4772321,Capital,24625.00
Environment & Regeneration,NS: Admin & Finance,2010-08-04,ST ASTIER LTD,4765745,Capital,22703.00
Environment & Regeneration,NS: Admin & Finance,2010-08-05,STANNAH LIFT SERVICES LTD,4749314,Capital,2107.00
Environment & Regeneration,NS: Admin & Finance,2010-08-16,STANNAH LIFT SERVICES LTD,4776826,Capital,725.00
Environment & Regeneration,NS: Admin & Finance,2010-08-16,STANNAH LIFTS LTD,4776827,Capital,3025.00
