Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2013-10-15,3663,692.50
Environment & Regeneration,2013-10-29,3663,640.31
Environment & Regeneration,2013-10-29,3663,757.37
Children's Services,2013-10-13,ANDERSON & GARLAND LTD,4500.00
Environment & Regeneration,2013-09-30,CORE CATERING MAINTENANCE CONTRACTS LTD,5438.00
Environment & Regeneration,2013-10-23,CORE CATERING MAINTENANCE CONTRACTS LTD,619.38
Adult and Culture,2013-10-21,13 FERGUSONS LANE,1540.00
Adult and Culture,2013-10-21,14 EIGHTH ROW,23100.00
Adult and Culture,2013-10-21,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2013-09-30,20-20 VISION SYSTEMS LTD,1922.15
Environment & Regeneration,2013-10-28,3A ENTERTAINMENT LTD,10942.80
Environment & Regeneration,2013-10-29,3A ENTERTAINMENTS LTD,10942.80
Environment & Regeneration,2013-10-15,3A ENTERTAINMENTS LTD,25099.62
Chief Executive's,2013-10-13,93RD NEWCASTLE SCOUTS GROUP,1259.00
Environment & Regeneration,2013-10-15,A PLANT ACROW,332.64
Environment & Regeneration,2013-10-15,A PLANT ACROW,332.64
Children's Services,2013-10-21,A SIGNIFICANT OTHER LTD,8600.00
Children's Services,2013-10-21,A WILDERNESS WAY,14000.00
Environment & Regeneration,2013-10-08,A&J KEITH LTD,61362.25
Environment & Regeneration,2013-10-23,A&S LOCKSMITHS,313.22
Environment & Regeneration,2013-10-10,A&S LOCKSMITHS,297.01
Children's Services,2013-10-06,AAETO,850.00
Adult and Culture,2013-10-07,ABBEYFIELD CASTLE FARM,-3870.48
Adult and Culture,2013-10-07,ABBEYFIELD CASTLE FARM,8720.00
Adult and Culture,2013-10-07,ABBEYFIELD THE GROVE,-2566.48
Adult and Culture,2013-10-07,ABBEYFIELD THE GROVE,5232.00
Adult and Culture,2013-10-07,ABBEYMOOR,-573.08
Adult and Culture,2013-10-07,ABBEYMOOR,-315.20
