Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-07-06,INSTITUTE OF MONEY ADVISERS,504.00
Adult and Culture,2011-07-25,BAAF,756.30
Adult and Culture,2011-07-12,OPEN UNIVERSITY,3420.00
Adult and Culture,2011-07-01,Redacted Personal Data,4350.00
Adult and Culture,2011-07-12,Redacted Personal Data,3000.00
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,1080.00
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,1080.00
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,1080.00
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,5666.66
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,5666.66
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,5666.66
Adult and Culture,2011-07-13,CARE MONITORING 2000 LTD,1080.00
Adult and Culture,2011-07-14,N POWER NORTHERN LTD,1616.60
Adult and Culture,2011-07-08,CHILD POVERTY ACTION GROUP,1051.65
Adult and Culture,2011-07-25,N POWER NORTHERN LTD,1059.93
Adult and Culture,2011-07-01,N POWER NORTHERN LTD,1025.62
Adult and Culture,2011-07-22,ON-PROPERTY,6123.08
Adult and Culture,2011-07-27,APOGEE CORPORATION,433.12
Adult and Culture,2011-07-14,BUSINESS & DECISION LTD,650.00
Adult and Culture,2011-07-14,NEWCASTLE PROPS,30000.00
Adult and Culture,2011-07-14,NEWCASTLE PROPS,30000.00
Adult and Culture,2011-07-25,NORTH TYNESIDE PRIMARY CARE TRUST,93020.17
Adult and Culture,2011-07-12,NORTHUMBRIA POLICE AUTHORITY,6400.00
Adult and Culture,2011-07-14,UNIVERSITY OF NORTHUMBRIA,14000.00
Adult and Culture,2011-07-06,JOHN MONK & CO,3950.00
Adult and Culture,2011-07-06,KAFFEL & NEWTON,4125.00
Adult and Culture,2011-07-07,KAFFEL & NEWTON,3060.80
Adult and Culture,2011-07-27,N POWER NORTHERN LTD,1408.49
Adult and Culture,2011-07-25,KENTON PARK SPORTS CENTRE,1000.00
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,47.00
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,19.00
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,199.50
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,70.50
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,70.50
Adult and Culture,2011-07-25,NORTH TYNESIDE PCT,927.13
Adult and Culture,2011-07-06,SKILLS FOR PEOPLE,3412.50
Adult and Culture,2011-07-25,AGE UK NEWCASTLE,576.21
Adult and Culture,2011-07-25,AGE UK NEWCASTLE,502.04
Adult and Culture,2011-07-25,AGE UK NEWCASTLE,553.39
Adult and Culture,2011-07-25,AGE UK NEWCASTLE,1152.41
Adult and Culture,2011-07-26,AGE UK NEWCASTLE,718.83
Adult and Culture,2011-07-27,AGE UK NEWCASTLE,696.01
Adult and Culture,2011-07-27,AGE UK NEWCASTLE,1083.95
Adult and Culture,2011-07-27,AGE UK NEWCASTLE,513.45
Adult and Culture,2011-07-11,AGE UK NEWCASTLE,581.91
