Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-01-24,3663,490.53
Environment & Regeneration,2014-01-10,3663,274.00
Environment & Regeneration,2014-01-06,3663,266.93
Environment & Regeneration,2014-01-15,CORE CATERING MAINTENANCE CONTRACTS LTD,739.51
Adult and Culture,2014-01-17,LEWIS HARVEY LTD,2925.00
Adult and Culture,2014-01-29,REHABILITATION FOR ADDICTED PRISONER,2224.02
Children's Services,2014-01-20,THOMPSONS OF PRUDHOE LTD,3630.00
Environment & Regeneration,2014-01-29,THOMPSONS OF PRUDHOE LTD,10096.60
Environment & Regeneration,2014-01-20,THOMPSONS OF PRUDHOE LTD,990.00
Environment & Regeneration,2014-01-20,THOMPSONS OF PRUDHOE LTD,1870.00
Environment & Regeneration,2014-01-08,THOMPSONS OF PRUDHOE LTD,584.00
HRA,2014-01-20,THOMPSONS OF PRUDHOE LTD,2090.00
HRA,2014-01-20,THOMPSONS OF PRUDHOE LTD,770.00
Adult and Culture,2014-01-14,13 FERGUSONS LANE,1540.00
Adult and Culture,2014-01-14,14 EIGHTH ROW,9800.00
Adult and Culture,2014-01-14,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2014-01-24,3RD CHAPEL HOUSE GUIDES,860.00
Chief Executive's,2014-01-24,82ND NEWCASTLE SCOUT GROUP,298.31
Chief Executive's,2014-01-21,82ND NEWCASTLE SCOUT GROUP,332.73
Children's Services,2014-01-13,A SIGNIFICANT OTHER LTD,2407.15
Children's Services,2014-01-13,A WILDERNESS WAY,14000.00
Children's Services,2014-01-03,A&B INDUSTRIAL SERVICES N.E. LTD,660.60
Environment & Regeneration,2014-01-20,A&J KEITH LTD,353.95
Environment & Regeneration,2014-01-20,A&J KEITH LTD,253.34
Environment & Regeneration,2014-01-20,A&J KEITH LTD,310.20
Environment & Regeneration,2014-01-21,A&J KEITH LTD,1880.00
Environment & Regeneration,2014-01-21,A&J KEITH LTD,1410.00
Environment & Regeneration,2014-01-16,A&J KEITH LTD,298.00
Environment & Regeneration,2014-01-14,A&J KEITH LTD,122875.43
Chief Executive's,2014-01-22,A&S LOCKSMITHS,264.90
Environment & Regeneration,2014-01-07,A&S LOCKSMITHS,270.59
Chief Executive's,2014-01-16,AA GLOBAL LANGUAGES SERVICES LTD,467.00
Environment & Regeneration,2014-01-22,AAA CHEMICALS LTD,612.30
Environment & Regeneration,2014-01-09,AAA CHEMICALS LTD,332.90
Adult and Culture,2014-01-28,ABBEYFIELD CASTLE FARM,-860.31
Adult and Culture,2014-01-28,ABBEYFIELD CASTLE FARM,-286.77
Adult and Culture,2014-01-28,ABBEYFIELD CASTLE FARM,4832.00
Adult and Culture,2014-01-28,ABBEYFIELD CASTLE FARM,946.40
Adult and Culture,2014-01-28,ABBEYFIELD THE GROVE,-1126.43
Adult and Culture,2014-01-28,ABBEYFIELD THE GROVE,-520.12
Adult and Culture,2014-01-28,ABBEYFIELD THE GROVE,7242.42
Adult and Culture,2014-01-28,ABBEYFIELD THE GROVE,946.40
Adult and Culture,2014-01-28,ABBEYMOOR,-429.81
Adult and Culture,2014-01-28,ABBEYMOOR,-236.40
Adult and Culture,2014-01-28,ABBEYMOOR,-143.27
Adult and Culture,2014-01-28,ABBEYMOOR,-78.80
Adult and Culture,2014-01-28,ABBEYMOOR,2596.89
Adult and Culture,2014-01-28,ABBEYMOOR,1507.92
Adult and Culture,2014-01-28,ABBEYMOOR,19571.43
Adult and Culture,2014-01-28,ABBEYMOOR,865.63
Adult and Culture,2014-01-28,ABBEYMOOR,502.64
Adult and Culture,2014-01-28,ABBEYMOOR,1000.00
Environment & Regeneration,2014-01-10,ABCA SYSTEMS,551.25
Environment & Regeneration,2014-01-07,ABEL ALARM COMPANY LTD,1932.00
Adult and Culture,2014-01-28,ABIGAIL HOUSE,9333.25
Adult and Culture,2014-01-28,ABIGAIL HOUSE,-2401.18
Adult and Culture,2014-01-28,ABIGAIL HOUSE,28400.91
Adult and Culture,2014-01-28,ABIGAIL HOUSE,8461.44
