Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-12-17,ICIS,805.98
Adult and Culture,2010-12-30,OPEN UNIVERSITY,600.00
Adult and Culture,2010-12-14,UNIVERSITY OF NORTHUMBRIA,1025.00
Adult and Culture,2010-12-14,UNIVERSITY OF NORTHUMBRIA,3290.00
Adult and Culture,2010-12-23,UNIVERSITY OF NORTHUMBRIA,2285.00
Adult and Culture,2010-12-23,UNIVERSITY OF NORTHUMBRIA,2285.00
Adult and Culture,2010-12-23,UNIVERSITY OF NORTHUMBRIA,2285.00
Adult and Culture,2010-12-23,UNIVERSITY OF NORTHUMBRIA,524.00
Adult and Culture,2010-12-24,UNIVERSITY OF NORTHUMBRIA,524.00
Adult and Culture,2010-12-24,UNIVERSITY OF NORTHUMBRIA,524.00
Adult and Culture,2010-12-16,COMMUNISIS,435.87
Adult and Culture,2010-12-07,CROSSLING LTD,2382.90
Adult and Culture,2010-12-06,CROSSLING LTD,2382.90
Adult and Culture,2010-12-10,FLEMING & CO (MACHINERY) LTD,875.00
Adult and Culture,2010-12-09,N POWER NORTHERN LTD,1749.04
Adult and Culture,2010-12-31,SOLON SECURITY LTD,1505.10
Adult and Culture,2010-12-16,ANTALIS MCNAUGHTON LTD,577.79
Adult and Culture,2010-12-14,BRITISH GAS BUSINESS,433.74
Adult and Culture,2010-12-30,LYRECO UK LTD,1261.36
Adult and Culture,2010-12-01,N POWER NORTHERN LTD,901.74
Adult and Culture,2010-12-24,N POWER NORTHERN LTD,735.15
Adult and Culture,2010-12-01,Redacted Personal Data,720.00
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,524.86
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,1021.20
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,3377.36
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,663.04
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,718.83
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,1780.00
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,502.04
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,547.68
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,1369.20
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,1780.00
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,1095.36
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,6846.00
Adult and Culture,2010-12-15,AGE CONCERN NEWCASTLE,6252.69
Adult and Culture,2010-12-17,ARCO LTD,461.87
Adult and Culture,2010-12-29,AT HOME IN THE COMMUNITY LTD,4218.20
