Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2015-09-22,ORCHARD CARE HOME .COM (3)LTD,2170.88
Chief Executive's,2015-09-18,PAT ROBSON &CO,369
Chief Executive's,2015-09-21,THOMPSONS OF PRUDHOE LTD,1345.04
Environment & Regeneration,2015-09-04,THOMPSONS OF PRUDHOE LTD,2672.93
Environment & Regeneration,2015-09-18,THOMPSONS OF PRUDHOE LTD,9127.44
Environment & Regeneration,2015-09-18,THOMPSONS OF PRUDHOE LTD,312
Environment & Regeneration,2015-09-18,THOMPSONS OF PRUDHOE LTD,450
Environment & Regeneration,2015-09-23,THOMPSONS OF PRUDHOE LTD,1015.38
Environment & Regeneration,2015-09-21,THOMPSONS OF PRUDHOE LTD,1639.90
Environment & Regeneration,2015-09-21,THOMPSONS OF PRUDHOE LTD,289.71
Environment & Regeneration,2015-09-25,THOMPSONS OF PRUDHOE LTD,572
HRA,2015-09-03,THOMPSONS OF PRUDHOE LTD,66595.00
Adult and Culture,2015-09-22,14 EIGHTH ROW,9800.00
Adult and Culture,2015-09-22,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2015-09-22,2020 CONSULTING,420
Adult and Culture,2015-09-29,3M UNITED KINGDOM PLC,7071.03
Adult and Culture,2015-09-24,3M UNITED KINGDOM PLC,7071.03
Environment & Regeneration,2015-09-14,A FIFIELD SERVICES,283.9
Chief Executive's,2015-09-09,A T F RETAIL LTD,985
Environment & Regeneration,2015-09-23,A&J KEITH LTD,67613.00
Environment & Regeneration,2015-09-23,A&J KEITH LTD,22747.00
Environment & Regeneration,2015-09-11,A&J KEITH LTD,1880.00
Environment & Regeneration,2015-09-11,A&J KEITH LTD,470
Environment & Regeneration,2015-09-22,A&J KEITH LTD,260.1
Environment & Regeneration,2015-09-09,A&J KEITH LTD,235236.51
Children's Services,2015-09-10,A&S LOCKSMITHS,336.54
Chief Executive's,2015-09-24,AA GLOBAL LANGUAGES SERVICES LTD,523
Environment & Regeneration,2015-09-22,AAA CHEMICALS LTD,484
Environment & Regeneration,2015-09-07,AAA CHEMICALS LTD,256.5
Adult and Culture,2015-09-09,AAETO,820
Adult and Culture,2015-09-11,ABBEYFIELD CASTLE FARM,-1617.08
Adult and Culture,2015-09-11,ABBEYFIELD CASTLE FARM,5907.84
Adult and Culture,2015-09-11,ABBEYFIELD THE GROVE,-677.24
Adult and Culture,2015-09-11,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2015-09-11,ABIGAIL HOUSE,-1992.20
Adult and Culture,2015-09-11,ABIGAIL HOUSE,11062.48
Environment & Regeneration,2015-09-01,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,492.3
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,3666.10
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,333.6
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,366.96
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,1492.86
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,869.08
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,353.06
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,914.26
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,292.8
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,333.24
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,954.65
Adult and Culture,2015-09-02,ABSOLUTE QUALITY CARE,1073.60
Adult and Culture,2015-09-04,ABSOLUTE QUALITY CARE,489.86
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,3749.39
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,330.82
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,864.8
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,884.04
Adult and Culture,2015-10-02,ABSOLUTE QUALITY CARE,1232.76
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,380.86
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,467.04
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,752.55
Adult and Culture,2015-09-30,ABSOLUTE QUALITY CARE,970.2
Adult and Culture,2015-10-02,ABSOLUTE QUALITY CARE,416.36
Adult and Culture,2015-09-08,ACCOUNTABILITY,2782.00
Environment & Regeneration,2015-09-25,ACP,2061.07
Environment & Regeneration,2015-09-14,ACP,400
Environment & Regeneration,2015-09-09,ACP,3937.53
Environment & Regeneration,2015-09-09,ACP,1441.60
Environment & Regeneration,2015-09-14,ACP,3897.00
Environment & Regeneration,2015-09-14,ACP,1441.60
Environment & Regeneration,2015-09-14,ACP,520
Children's Services,2015-09-04,ACROL AIR CONDITIONING CO LTD,2353.00
Children's Services,2015-09-04,ACROL AIR CONDITIONING CO LTD,316.7
Environment & Regeneration,2015-09-11,ACROL AIR CONDITIONING CO LTD,2207.00
Adult and Culture,2015-09-19,ACTION FOR CHILDREN,6586.58
Children's Services,2015-09-23,ACTION FOR CHILDREN,90157.25
Children's Services,2015-09-23,ACTION FOR CHILDREN,66765.25
Children's Services,2015-09-15,ACTION FOR CHILDREN,11904.00
Children's Services,2015-09-23,ACTION FOR CHILDREN,27733.25
Children's Services,2015-09-23,ACTION FOR CHILDREN,7896.00
Adult and Culture,2015-09-07,ACTION ON HEARING LOSS,297.89
Adult and Culture,2015-09-22,ACTIVE HORIZONS LTD,-495.8
Adult and Culture,2015-09-22,ACTIVE HORIZONS LTD,1748.00
Adult and Culture,2015-09-22,ACTIVE HORIZONS LTD,1748.00
Environment & Regeneration,2015-09-03,AD ARCHAEOLOGY LTD,1170.00
Environment & Regeneration,2015-09-30,ADI UK LTD,43750.00
Environment & Regeneration,2015-09-14,ADT FIRE & SECURITY,542.86
Environment & Regeneration,2015-09-09,ADT FIRE & SECURITY,689.62
Environment & Regeneration,2015-10-01,ADT FIRE & SECURITY,2356.00
Chief Executive's,2015-09-08,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,4250.00
Chief Executive's,2015-09-09,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,4250.00
Children's Services,2015-09-21,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2015-09-21,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2015-09-21,ADVANCED CHILDCARE GROUP,12000.00
HRA,2015-09-08,ADVANCED CLEANING & MAINTENANCE LTD,1413.00
HRA,2015-09-10,ADVANCED CLEANING & MAINTENANCE LTD,1413.00
HRA,2015-09-17,ADVANCED CLEANING & MAINTENANCE LTD,475
Environment & Regeneration,2015-09-28,ADVANCED WATER TECHNOLOGIES,1365.00
Chief Executive's,2015-09-14,ADVANTEX NETWORK SOLUTIONS LTD,3000.00
Environment & Regeneration,2015-09-18,AEBI SCHMIDT UK LTD,779.6
Environment & Regeneration,2015-09-29,AEBI SCHMIDT UK LTD,282.32
Environment & Regeneration,2015-09-11,AECOM,8840.57
Environment & Regeneration,2015-09-23,AECOM,3087.67
Chief Executive's,2015-09-01,AERO NETWORKS LTD,2935.40
Chief Executive's,2015-09-23,AERO NETWORKS LTD,3000.00
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,18852.96
Adult and Culture,2015-09-06,AGE UK NEWCASTLE,13029.80
Adult and Culture,2015-09-17,AGE UK NEWCASTLE,5026.84
Adult and Culture,2015-09-02,AGE UK NEWCASTLE,2770.27
Adult and Culture,2015-09-02,AGE UK NEWCASTLE,865.48
Adult and Culture,2015-09-02,AGE UK NEWCASTLE,3032.60
Adult and Culture,2015-09-02,AGE UK NEWCASTLE,7811.60
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,1665.88
Adult and Culture,2015-09-02,AGE UK NEWCASTLE,445.02
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,456.4
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,1369.20
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,1335.06
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,7667.52
Adult and Culture,2015-09-04,AGE UK NEWCASTLE,7599.08
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,3420.12
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,2013.65
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,1392.40
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,7445.44
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,456.4
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,1369.20
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,1665.88
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,1780.08
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,7884.31
Adult and Culture,2015-09-30,AGE UK NEWCASTLE,10327.65
Chief Executive's,2015-09-09,AGE UK NEWCASTLE,20000.00
Chief Executive's,2015-09-22,AGILE COMMUNICATIONS,11911.52
Environment & Regeneration,2015-09-21,AIR TECHNIQUE,965
Environment & Regeneration,2015-09-10,AIR TECHNIQUE,4835.00
Children's Services,2015-09-29,AKW MEDI-CARE LTD,285.69
Environment & Regeneration,2015-09-02,AKW MEDI-CARE LTD,360.17
Environment & Regeneration,2015-09-11,AKW MEDI-CARE LTD,534.99
Environment & Regeneration,2015-09-17,AKW MEDI-CARE LTD,312.14
Environment & Regeneration,2015-09-18,AKW MEDI-CARE LTD,556.9
Environment & Regeneration,2015-09-29,AKW MEDI-CARE LTD,877.9
