Payment Date,Benificiary Name,Amount
2013-07-01,ACTION ON HEARING LOSS,3094.64
2013-07-19,ACTIVE HORIZONS LTD,2884.00
2013-07-02,ACTIVE HORIZONS LTD,-486.00
2013-07-30,ACTIVE HORIZONS LTD,-486.00
2013-07-02,ACTIVE HORIZONS LTD,1648.00
2013-07-30,ACTIVE HORIZONS LTD,1648.00
2013-07-30,ACTIVE HORIZONS LTD,2884.00
2013-07-31,ACTIVE TRAVEL,1710.00
2013-07-17,ACTIVE TRAVEL,1973.00
2013-07-05,ACTIVE TRAVEL,1260.00
2013-07-05,ACTIVE TRAVEL,1433.00
2013-07-24,ADARE LTD,2506.73
2013-07-24,ADARE LTD,1694.68
2013-07-31,ADC ELECTRICAL CO LTD(F),287.00
2013-07-17,ADC ELECTRICAL CO LTD(F),1362.00
2013-07-17,ADC ELECTRICAL CO LTD(F),412.68
2013-07-17,ADC ELECTRICAL CO LTD(F),396.68
2013-07-21,ADC ELECTRICAL CO LTD(F),969.35
2013-07-03,ADC ELECTRICAL CO LTD(F),2600.00
2013-07-22,ADELPHI HOTEL,1106.00
2013-07-22,ADELPHI HOTEL,1659.00
2013-07-24,ADT FIRE & SECURITY,1416.96
2013-07-29,ADT FIRE & SECURITY,261.09
2013-07-10,ADT FIRE & SECURITY,268.43
2013-07-26,ADT FIRE & SECURITY,362.00
2013-07-13,ADT FIRE & SECURITY,600.00
2013-07-21,ADT FIRE & SECURITY,1248.73
2013-07-04,ADVANCE INSTALLATIONS LTD,883.67
2013-07-05,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,1700.00
2013-07-26,ADVANCED CLEANING & MAINTENANCE LTD,1220.00
2013-07-26,ADVANCED LEGAL LTD,900.00
2013-07-20,ADVANCED LEGAL LTD,900.00
2013-07-18,ADVANCED WATER TECHNOLOGIES,1365.00
2013-07-14,ADVANCED WATER TECHNOLOGIES,1365.00
2013-07-14,AEBI SCHMIDT UK LTD,589.34
2013-07-18,AEBI SCHMIDT UK LTD,319.91
2013-07-19,AEBI SCHMIDT UK LTD,448.27
2013-07-11,AEBI SCHMIDT UK LTD,589.34
2013-07-01,AEBI SCHMIDT UK LTD,683.66
2013-07-02,AECOM,5648.09
2013-07-28,AECOM,6498.00
2013-07-27,AEROVISION LTD,595.00
2013-07-19,AFRICAN COMMUNITY ADVICE NORTH EAST,300.00
2013-07-30,AGD SYSTEMS LTD,45.00
2013-08-01,AGD SYSTEMS LTD,11520.00
2013-07-17,AGE UK NEWCASTLE,19165.65
2013-07-17,AGE UK NEWCASTLE,19060.65
2013-07-05,AGE UK NEWCASTLE,20459.25
2013-07-05,AGE UK NEWCASTLE,21370.12
2013-07-05,AGE UK NEWCASTLE,23824.50
2013-07-07,AGE UK NEWCASTLE,24036.60
2013-07-07,AGE UK NEWCASTLE,19590.37
2013-07-07,AGE UK NEWCASTLE,18774.52
2013-07-07,AGE UK NEWCASTLE,17668.87
2013-07-04,AGE UK NEWCASTLE,6489.21
2013-07-09,AGE UK NEWCASTLE,1935.20
2013-07-11,AGE UK NEWCASTLE,10738.00
2013-07-09,AGE UK NEWCASTLE,236.00
2013-07-09,AGE UK NEWCASTLE,58231.98
2013-07-09,AGE UK NEWCASTLE,5318.50
2013-07-11,AGE UK NEWCASTLE,396.00
2013-07-11,AGE UK NEWCASTLE,1694.00
2013-07-11,AGE UK NEWCASTLE,1249.44
2013-07-01,AJP PROPERTY SERVICES LTD,455.00
2013-07-31,AJT ENVIRONMENTAL CONSULTANTS,300.00
2013-07-31,AKW MEDI-CARE LTD,535.14
2013-08-02,AKW MEDI-CARE LTD,518.42
2013-07-31,AKW MEDI-CARE LTD,463.52
2013-07-24,AKW MEDI-CARE LTD,539.07
2013-07-26,AKW MEDI-CARE LTD,300.64
2013-07-07,ALARM&COMMUNICATION SYSTEMS LTD,4590.00
2013-07-18,ALBANY HOUSE  (WHITLEY BAY),4670.72
2013-07-26,ALBANY OFFICE FURNITURE SOLUTIONS,499.00
2013-07-15,ALBANY OFFICE FURNITURE SOLUTIONS,4367.99
2013-07-24,ALBANY OFFICE FURNITURE SOLUTIONS,1500.00
2013-07-24,ALBANY OFFICE FURNITURE SOLUTIONS,260.00
2013-07-12,ALBANY OFFICE FURNITURE SOLUTIONS,265.00
2013-07-29,ALBANY OFFICE FURNITURE SOLUTIONS,265.00
2013-07-26,ALBANY OFFICE FURNITURE SOLUTIONS,460.00
2013-07-26,ALBANY OFFICE FURNITURE SOLUTIONS,531.00
2013-08-02,ALBANY OFFICE FURNITURE SOLUTIONS,2422.50
2013-07-16,ALEXANDRA PARK,13321.80
2013-07-16,ALEXANDRA PARK,8262.96
2013-07-16,ALLAN COURT RESIDENTIAL HOME,-5787.00
2013-07-16,ALLAN COURT RESIDENTIAL HOME,-6305.33
2013-07-16,ALLAN COURT RESIDENTIAL HOME,20944.00
2013-07-16,ALLAN COURT RESIDENTIAL HOME,22198.86
2013-07-16,ALLAN COURT RESIDENTIAL HOME,4485.00
2013-07-18,ALLAN COURT RESIDENTIAL HOME,878.32
2013-07-18,ALLAN COURT RESIDENTIAL HOME,4391.60
2013-07-16,ALLAN COURT RESIDENTIAL HOME,10562.21
2013-07-16,ALLAN COURT RESIDENTIAL HOME,878.32
2013-07-31,ALLARB LTD,2760.00
2013-07-17,ALLIANCE DISPOSABLES LTD,288.48
2013-07-09,ALLIED HEALTHCARE GROUP,65415.47
2013-07-09,ALLIED HEALTHCARE GROUP,1928.41
2013-07-09,ALLIED HEALTHCARE GROUP,11636.84
2013-07-09,ALLIED HEALTHCARE GROUP,513.57
2013-07-09,ALLIED HEALTHCARE GROUP,3571.18
2013-07-09,ALLIED HEALTHCARE GROUP,29.07
2013-07-09,ALLIED HEALTHCARE GROUP,1450.10
2013-07-09,ALLIED HEALTHCARE GROUP,213.18
2013-08-01,ALLPAY.NET LIMITED,15.85
2013-08-01,ALLPAY.NET LIMITED,488.53
2013-08-01,ALLPAY.NET LIMITED,291.52
2013-08-01,ALLPAY.NET LIMITED,1864.96
2013-07-15,ALPHA LETTERING,960.00
2013-07-23,ALPHA RECOVERY LTD,380.00
2013-07-02,ALZHEIMERS SOCIETY,7749.56
2013-07-04,ALZHEIMERS SOCIETY,15377.20
2013-07-02,AMBER HOUSE RESIDENTIAL HOME,-627.52
2013-07-30,AMBER HOUSE RESIDENTIAL HOME,-627.52
2013-07-02,AMBER HOUSE RESIDENTIAL HOME,3444.00
2013-07-30,AMBER HOUSE RESIDENTIAL HOME,4035.43
2013-07-27,AMCO ENGINEERING,6058.47
2013-07-22,AMCO ENGINEERING,1147.00
2013-07-31,ANCHOR HOUSING TRUST,18274.96
2013-07-11,ANCHOR TRUST,791.12
2013-07-29,ANDRELL EDUCATION LTD,4400.00
2013-07-15,ANDRELL EDUCATION LTD,3575.00
2013-07-22,ANDREW REED,460.00
2013-07-22,ANDREW REED,820.00
2013-07-20,ANDREW REED,640.00
2013-07-20,ANDREW REED,820.00
2013-07-24,ANTALIS MCNAUGHTON LTD,1456.00
2013-07-24,ANTALIS MCNAUGHTON LTD,1506.60
2013-07-24,ANTALIS MCNAUGHTON LTD,714.00
2013-07-29,ANTALIS MCNAUGHTON LTD,4438.00
2013-07-25,ANTALIS MCNAUGHTON LTD,1480.10
2013-07-28,ANTHONY ROCHESTER,475.00
2013-07-04,APEX ELECTRICAL SOLUTIONS LTD,17085.07
2013-07-19,APEX ELECTRICAL SOLUTIONS LTD,1667.37
2013-07-22,APEX ELECTRICAL SOLUTIONS LTD,7102.93
2013-07-19,APOGEE CORPORATION,477.84
2013-07-11,APOGEE CORPORATION,715.14
2013-07-15,AQUILA WAY,1830.00
2013-07-29,ARCO LTD,370.44
2013-07-11,ARCO LTD,309.15
2013-07-31,ARDEN CHAMBERS,1500.00
2013-07-27,AREEEBA DISTRIBUTION,258.00
2013-07-19,ARK HOUSE TREATMENT CENTRE,2301.18
2013-07-19,ARK HOUSE TREATMENT CENTRE,1648.64
2013-07-21,ARK HOUSE TREATMENT CENTRE,1648.64
2013-08-01,ARNOLD CLARK,257.99
2013-07-21,ARNOLD CLARK,256.50
2013-07-21,ARNOLD CLARK,256.50
2013-07-26,ARNOLD CLARK,264.99
2013-07-26,ARNOLD CLARK,303.66
2013-07-11,ARNOLD CLARK,303.66
2013-07-17,ARRIVA NORTH EAST,1480.00
2013-07-20,ASA AWARD SCHEME,1319.10
2013-07-12,ASDA BUSINESS AWARDS,975.00
2013-07-31,ASDA BUSINESS AWARDS,2437.50
2013-07-31,ASDA BUSINESS AWARDS,2437.50
2013-07-16,ASH INFORMATION SYSTEMS LTD,3500.00
2013-07-16,ASHFIELD COURT,-2073.28
2013-07-18,ASHFIELD COURT,6944.28
2013-07-12,ASHMOLE MINICOACHES,1040.00
2013-07-17,ASHMOLE MINICOACHES,1060.00
2013-07-05,ASHTEAD PLANT HIRE CO LTD,596.74
2013-07-03,ASHTEAD PLANT HIRE CO LTD,70.00
2013-07-05,ASHTEAD PLANT HIRE CO LTD,680.00
2013-07-17,ASHTEAD PLANT HIRE CO LTD,918.60
2013-08-01,ASKEWS LIBRARY SERVICES LTD,316.65
2013-07-07,ASKEWS LIBRARY SERVICES LTD,603.32
2013-07-02,ASPINDEN WOOD CENTRE,-486.00
2013-07-30,ASPINDEN WOOD CENTRE,-486.00
2013-07-04,ASPINDEN WOOD CENTRE,2760.00
2013-07-30,ASPINDEN WOOD CENTRE,2760.00
2013-07-16,ASPIRATIONS CARE LTD,625.33
2013-07-24,ASPIRATIONS CARE LTD,625.33
2013-07-24,ASPIRATIONS CARE LTD,625.33
2013-07-22,ASPIRATIONS CARE LTD,625.33
2013-07-31,ASPIRATIONS CARE LTD,17672.50
2013-07-31,ASPIRATIONS CARE LTD,10781.46
2013-07-17,ASPIRATIONS CARE LTD,17672.50
2013-07-05,AST  LTD,255.00
2013-07-05,AST  LTD,13.50
2013-07-16,AT HOME IN THE COMMUNITY LTD,1851.80
2013-07-13,AT HOME IN THE COMMUNITY LTD,9648.00
2013-07-04,AT HOME IN THE COMMUNITY LTD,-651.77
2013-07-11,AT HOME IN THE COMMUNITY LTD,-651.77
2013-07-25,AT HOME IN THE COMMUNITY LTD,-651.77
2013-07-18,AT HOME IN THE COMMUNITY LTD,-651.77
2013-07-04,AT HOME IN THE COMMUNITY LTD,7902.04
2013-07-06,AT HOME IN THE COMMUNITY LTD,1448.57
2013-07-04,AT HOME IN THE COMMUNITY LTD,1108.28
2013-07-04,AT HOME IN THE COMMUNITY LTD,1514.24
2013-07-04,AT HOME IN THE COMMUNITY LTD,1607.12
2013-07-11,AT HOME IN THE COMMUNITY LTD,8116.96
2013-07-11,AT HOME IN THE COMMUNITY LTD,1448.57
2013-07-11,AT HOME IN THE COMMUNITY LTD,1108.28
2013-07-11,AT HOME IN THE COMMUNITY LTD,1514.24
2013-07-11,AT HOME IN THE COMMUNITY LTD,1607.12
2013-07-25,AT HOME IN THE COMMUNITY LTD,7734.88
2013-07-25,AT HOME IN THE COMMUNITY LTD,1448.57
2013-07-25,AT HOME IN THE COMMUNITY LTD,1108.28
2013-07-25,AT HOME IN THE COMMUNITY LTD,1514.24
2013-07-25,AT HOME IN THE COMMUNITY LTD,1607.12
2013-07-18,AT HOME IN THE COMMUNITY LTD,7806.52
2013-07-18,AT HOME IN THE COMMUNITY LTD,1448.57
2013-07-18,AT HOME IN THE COMMUNITY LTD,1108.28
2013-07-18,AT HOME IN THE COMMUNITY LTD,1514.24
2013-07-18,AT HOME IN THE COMMUNITY LTD,1607.12
2013-07-04,ATG ACCESS,752.27
2013-07-04,ATG ACCESS,651.07
2013-07-08,ATG ACCESS,685.80
2013-07-10,ATG ACCESS,1221.00
2013-07-30,ATKINS LTD,35496.98
2013-07-24,ATKINS LTD,910.00
2013-07-18,AUBREY CORNFOOT LTD,800.33
2013-07-18,AUBREY CORNFOOT LTD,1275.33
2013-07-18,AUBREY CORNFOOT LTD,869.00
2013-07-19,AUBREY CORNFOOT LTD,411.00
2013-07-11,AUBREY CORNFOOT LTD,253.67
2013-07-11,AUBREY CORNFOOT LTD,602.33
2013-07-24,AUBREY CORNFOOT LTD,393.75
2013-07-04,AURA (NEWCASTLE) PROJECT COMPANY LTD,52311.86
2013-07-28,AURA (NEWCASTLE) PROJECT COMPANY LTD,62249.83
2013-07-04,AURA (NEWCASTLE) PROJECT COMPANY LTD,1237469.26
2013-07-14,AURA (NEWCASTLE) PROJECT COMPANY LTD,16616.14
2013-07-28,AURA (NEWCASTLE) PROJECT COMPANY LTD,1237469.26
2013-07-04,AURA (NEWCASTLE) PROJECT COMPANY LTD,9937.97
2013-07-03,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,33796.25
2013-08-02,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,33796.24
2013-07-03,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,924759.46
2013-08-02,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,925054.76
2013-07-28,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,1835.25
2013-08-01,AURA NEWCASTLE LTD,339641.00
2013-07-31,AURA NEWCASTLE LTD,3000.00
2013-07-30,AUTISM INITIATIVES,-311.40
2013-07-30,AUTISM INITIATIVES,-327.55
2013-08-01,AUTISM INITIATIVES,6107.52
2013-08-01,AUTISM INITIATIVES,6107.52
2013-07-09,AUTISM INITIATIVES,18077.36
2013-07-02,AUTISM NORTH - EASTCLIFFE,9528.20
2013-07-30,AUTISM NORTH - EASTCLIFFE,9528.20
2013-07-02,AUTISM NORTH SEAHAM VIEW,9484.52
2013-08-01,AUTISM NORTH SEAHAM VIEW,9484.52
2013-07-10,AUTOCLOCK SYSTEMS LTD,2458.00
2013-07-10,AUTOCLOCK SYSTEMS LTD,1314.00
2013-07-16,AVENUE COMMUNITY NH LTD,1568.00
2013-07-16,AVENUE COMMUNITY NH LTD,439.16
2013-07-24,AVOR GARAGES (NORTH EAST) LTD,793.95
2013-08-01,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-08-01,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-07-15,AVOR GARAGES (NORTH EAST) LTD,388.00
2013-07-15,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,628.00
2013-07-17,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-07-19,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,384.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,508.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,411.00
2013-07-16,AVOR GARAGES (NORTH EAST) LTD,491.34
2013-07-24,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-24,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-24,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-23,AVOR GARAGES (NORTH EAST) LTD,264.00
2013-07-29,AVOR GARAGES (NORTH EAST) LTD,388.00
2013-07-19,AXIELL LTD,750.00
2013-07-24,AXIELL LTD,400.00
2013-07-24,AZURE,372.00
2013-07-24,AZURE,252.00
2013-07-26,AZURE,756.00
2013-07-26,AZURE,384.00
2013-07-24,AZURE,1098.00
2013-07-26,AZURE,384.00
2013-07-26,AZURE,864.00
2013-07-26,AZURE,336.00
2013-07-26,AZURE,336.00
2013-07-24,AZURE,1224.00
2013-07-24,AZURE,360.00
2013-07-24,AZURE,444.00
2013-07-24,AZURE,768.00
2013-07-24,AZURE,864.00
2013-07-19,AZURE,4704.00
2013-07-19,AZURE,1574.40
2013-07-24,AZURE,360.00
2013-07-24,AZURE,786.00
2013-07-24,AZURE,384.00
2013-07-24,AZURE,1584.00
2013-07-24,AZURE,840.00
2013-07-24,AZURE,456.00
2013-07-22,AZURE,396.00
2013-07-24,AZURE,288.00
2013-07-22,AZURE,866.16
2013-07-10,AZURE,336.00
2013-07-08,AZURE,768.00
2013-07-08,AZURE,480.00
2013-07-08,AZURE,384.00
2013-07-10,AZURE,336.00
2013-07-11,AZURE,684.00
2013-07-01,AZURE,4704.00
2013-07-03,AZURE,768.00
2013-07-03,AZURE,300.00
2013-07-03,AZURE,576.00
2013-07-01,AZURE,1224.00
2013-07-01,AZURE,384.00
2013-07-03,AZURE,468.00
2013-07-01,AZURE,288.00
2013-07-01,AZURE,384.00
2013-07-03,AZURE,684.00
2013-07-01,AZURE,1248.00
2013-07-03,AZURE,1392.00
2013-07-01,AZURE,1128.00
2013-07-03,AZURE,336.00
2013-07-03,AZURE,984.00
2013-07-01,AZURE,384.00
2013-07-03,AZURE,432.00
2013-07-01,AZURE,384.96
2013-07-25,AZURE,336.00
2013-07-25,AZURE,1416.00
2013-07-25,AZURE,576.00
2013-07-13,AZURE,10494.12
2013-07-09,AZURE,-2653.80
2013-07-09,AZURE,37034.28
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.51
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,34.38
2013-07-19,AZZURRI COMMUNICATIONS LTD,35.70
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,49.52
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,0.19
2013-07-19,AZZURRI COMMUNICATIONS LTD,18.23
2013-07-19,AZZURRI COMMUNICATIONS LTD,53.33
2013-07-19,AZZURRI COMMUNICATIONS LTD,41.53
2013-07-19,AZZURRI COMMUNICATIONS LTD,40.02
2013-07-19,AZZURRI COMMUNICATIONS LTD,103.04
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,64.84
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.51
2013-07-21,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,154.73
2013-07-21,AZZURRI COMMUNICATIONS LTD,250.87
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,16.16
2013-07-21,AZZURRI COMMUNICATIONS LTD,46.32
2013-07-21,AZZURRI COMMUNICATIONS LTD,34.62
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.55
2013-07-19,AZZURRI COMMUNICATIONS LTD,70.17
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,38.26
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,34.38
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,43.81
2013-07-19,AZZURRI COMMUNICATIONS LTD,172.13
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,15.34
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,45.84
2013-07-21,AZZURRI COMMUNICATIONS LTD,23.11
2013-07-21,AZZURRI COMMUNICATIONS LTD,68.76
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,32.21
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,57.30
2013-07-21,AZZURRI COMMUNICATIONS LTD,12.35
2013-07-19,AZZURRI COMMUNICATIONS LTD,34.38
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,1.08
2013-07-21,AZZURRI COMMUNICATIONS LTD,26.80
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,32.19
2013-07-21,AZZURRI COMMUNICATIONS LTD,17.91
2013-07-21,AZZURRI COMMUNICATIONS LTD,27.76
2013-07-21,AZZURRI COMMUNICATIONS LTD,21.79
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,91.31
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-19,AZZURRI COMMUNICATIONS LTD,34.80
2013-07-19,AZZURRI COMMUNICATIONS LTD,21.38
2013-07-19,AZZURRI COMMUNICATIONS LTD,52.21
2013-07-19,AZZURRI COMMUNICATIONS LTD,15.85
2013-07-19,AZZURRI COMMUNICATIONS LTD,103.75
2013-07-19,AZZURRI COMMUNICATIONS LTD,63.73
2013-07-19,AZZURRI COMMUNICATIONS LTD,34.38
2013-07-19,AZZURRI COMMUNICATIONS LTD,12.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,71.48
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,35.70
2013-07-19,AZZURRI COMMUNICATIONS LTD,116.40
2013-07-19,AZZURRI COMMUNICATIONS LTD,50.87
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-21,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,11.46
2013-07-19,AZZURRI COMMUNICATIONS LTD,22.92
2013-07-21,AZZURRI COMMUNICATIONS LTD,26.80
