Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2015-07-01,CORE CATERING MAINTENANCE CONTRACTS LTD,294.60
Adult and Culture,2015-07-01,HAWKSIDE MANAGEMENT,600.00
Adult and Culture,2015-07-27,HAWKSIDE MANAGEMENT,600.00
Adult and Culture,2015-07-28,ORCHARD CARE HOME .COM (3)LTD,-5591.83
Adult and Culture,2015-07-28,ORCHARD CARE HOME .COM (3)LTD,-20.21
Adult and Culture,2015-07-30,ORCHARD CARE HOME .COM (3)LTD,18812.63
Adult and Culture,2015-07-30,ORCHARD CARE HOME .COM (3)LTD,2170.88
Adult and Culture,2015-07-30,ORCHARD CARE HOME .COM (3)LTD,344.07
Environment & Regeneration,2015-07-22,THOMPSONS OF PRUDHOE LTD,982.40
Environment & Regeneration,2015-07-24,THOMPSONS OF PRUDHOE LTD,355.87
Environment & Regeneration,2015-07-20,THOMPSONS OF PRUDHOE LTD,2762.56
Environment & Regeneration,2015-07-20,THOMPSONS OF PRUDHOE LTD,510.12
Environment & Regeneration,2015-07-20,THOMPSONS OF PRUDHOE LTD,812.34
Environment & Regeneration,2015-07-20,THOMPSONS OF PRUDHOE LTD,1613.14
Environment & Regeneration,2015-07-31,THOMPSONS OF PRUDHOE LTD,5250.08
Environment & Regeneration,2015-07-31,THOMPSONS OF PRUDHOE LTD,4168.40
Environment & Regeneration,2015-07-31,THOMPSONS OF PRUDHOE LTD,494.00
Environment & Regeneration,2015-07-31,THOMPSONS OF PRUDHOE LTD,390.00
Environment & Regeneration,2015-07-31,THOMPSONS OF PRUDHOE LTD,3900.00
HRA,2015-07-27,THOMPSONS OF PRUDHOE LTD,98322.05
Adult and Culture,2015-07-28,14 EIGHTH ROW,9800.00
Adult and Culture,2015-07-28,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2015-07-09,3M UNITED KINGDOM PLC,7071.03
Adult and Culture,2015-07-01,3M UNITED KINGDOM PLC,7071.03
Adult and Culture,2015-07-03,3M UNITED KINGDOM PLC,7071.03
Environment & Regeneration,2015-07-24,A S PNEUMATICS,388.50
Environment & Regeneration,2015-07-03,A&J KEITH LTD,32639.00
Environment & Regeneration,2015-07-28,A&J KEITH LTD,3024.77
Environment & Regeneration,2015-07-24,A&J KEITH LTD,2350.00
Environment & Regeneration,2015-07-24,A&J KEITH LTD,28729.99
Environment & Regeneration,2015-07-17,A&J KEITH LTD,470.00
Environment & Regeneration,2015-07-07,A&J KEITH LTD,204770.04
Environment & Regeneration,2015-07-03,A&S LOCKSMITHS,255.40
Chief Executive's,2015-07-30,AA GLOBAL LANGUAGES SERVICES LTD,837.00
Adult and Culture,2015-07-15,ABBEYFIELD CASTLE FARM,-1617.08
Adult and Culture,2015-07-15,ABBEYFIELD CASTLE FARM,5907.84
Adult and Culture,2015-07-15,ABBEYFIELD THE GROVE,-1813.51
Adult and Culture,2015-07-15,ABBEYFIELD THE GROVE,5590.33
Adult and Culture,2015-07-15,ABBEYMOOR,-397.20
Adult and Culture,2015-07-17,ABBEYMOOR,2010.56
Adult and Culture,2015-07-17,ABBEYMOOR,4000.00
Adult and Culture,2015-07-29,ABC AWARDS,266.00
Adult and Culture,2015-07-15,ABIGAIL HOUSE,24071.45
Adult and Culture,2015-07-15,ABIGAIL HOUSE,7783.25
Adult and Culture,2015-07-17,ABIGAIL HOUSE,-18268.48
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,378.08
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,560.08
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,1229.80
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,350.28
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,829.60
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,1812.69
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,1119.35
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,542.10
Adult and Culture,2015-07-07,ABSOLUTE QUALITY CARE,261.32
Adult and Culture,2015-07-14,ACAS,470.00
Adult and Culture,2015-07-14,ACCOUNTABILITY,2782.00
Children's Services,2015-07-15,ACP,3888.00
Environment & Regeneration,2015-07-14,ACP,400.53
Environment & Regeneration,2015-07-15,ACP,782.52
Environment & Regeneration,2015-07-13,ACP,7200.00
Environment & Regeneration,2015-07-21,ACP,3810.85
Environment & Regeneration,2015-07-21,ACP,1441.60
Adult and Culture,2015-07-08,ACTION FOR BLIND PEOPLE,5922.00
Children's Services,2015-07-15,ACTION FOR CHILDREN,1763.58
Children's Services,2015-07-03,ACTION FOR CHILDREN,69657.25
Children's Services,2015-07-26,ACTION FOR CHILDREN,14250.00
Children's Services,2015-07-26,ACTION FOR CHILDREN,6250.00
Adult and Culture,2015-07-28,ACTIVE HORIZONS LTD,-495.80
Adult and Culture,2015-07-28,ACTIVE HORIZONS LTD,1748.00
Adult and Culture,2015-07-28,ACTIVE HORIZONS LTD,1748.00
Adult and Culture,2015-07-26,ADASS TREASURY,1700.00
Environment & Regeneration,2015-07-16,ADC ELECTRICAL CO LTD(F),561.00
Environment & Regeneration,2015-07-24,ADC ELECTRICAL CO LTD(F),750.00
Environment & Regeneration,2015-07-16,ADC ELECTRICAL CO LTD(F),392.95
Environment & Regeneration,2015-07-16,ADC ELECTRICAL CO LTD(F),317.00
Environment & Regeneration,2015-07-29,ADT FIRE & SECURITY,308.86
Environment & Regeneration,2015-07-29,ADT FIRE & SECURITY,613.19
Environment & Regeneration,2015-07-22,ADT FIRE & SECURITY,755.79
Environment & Regeneration,2015-07-27,ADT FIRE & SECURITY,905.51
