Payment Date,Benificiary Name,Amount
2012-10-18,CHILD POVERTY ACTION GROUP,1568.00
2012-10-31,CITIZENS ADVICE BUREAU,378.00
2012-10-26,PURCHASE POWER,853.82
2012-10-19,Redacted Personal Data,1810.00
2012-10-25,BERTRAMS BOOKS,71.95
2012-10-25,BERTRAMS BOOKS,208.58
2012-10-08,ICIS,892.21
2012-10-26,INSTITUTE FOR APPLIED BEHAVIOR ANALYSIS,350.00
2012-10-26,INSTITUTE FOR APPLIED BEHAVIOR ANALYSIS,350.00
2012-10-19,NEWCASTLE COLLEGE,1292.00
2012-10-25,Redacted Personal Data,1165.00
2012-10-23,UNIVERSITY OF NORTHUMBRIA,3800.00
2012-10-19,N POWER NORTHERN LTD,412.92
2012-10-19,N POWER NORTHERN LTD,421.15
2012-10-24,D.T.C.,600.00
2012-10-08,EDUAIDS LTD,1164.00
2012-10-23,EDUAIDS LTD,1164.00
2012-10-05,PREMIER HEALTHCARE & HYGIENE,759.80
2012-10-12,SPORTS AND LEISURE PUBLICATIONS LTD,399.00
2012-10-02,NODA TAXIS LTD,278.40
2012-10-15,ABC,505.05
2012-10-04,ABC,505.05
2012-10-12,BLACK KNIGHT LTDT/A CITY AUTO CARE,354.30
2012-10-12,KIBBLESWORTH ACADEMY,1500.00
2012-10-12,OUSEBURN TRUST,1250.58
2012-10-16,PARKWAY MEDICAL GROUP,500.16
2012-10-29,PARKWAY MEDICAL GROUP,500.16
2012-10-31,BUNZL CLEANING & HYGIENE SUPPLIES,306.16
2012-10-05,BUNZL CLEANING & HYGIENE SUPPLIES,426.88
2012-10-05,APOGEE CORPORATION,362.84
2012-10-19,FRESHFAYRE LTD,257.95
2012-10-04,JAMBOYOGA,720.00
2012-10-04,JAMBOYOGA,720.00
2012-10-24,MIS ENVIROMENTAL LTD,1600.00
2012-10-02,MIS ENVIROMENTAL LTD,3800.00
2012-10-12,NORTHUMBRIAN WATER,370.00
2012-10-05,THURLOW COUNTRYSIDE MANAGEMENT LTD,2100.00
2012-10-05,N POWER NORTHERN LTD,1277.15
2012-10-02,N POWER NORTHERN LTD,1286.62
2012-10-18,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,138894.75
2012-10-11,SOCIAL CARE ASSOCIATION (EDUCATION),292.50
2012-10-23,SPORTS AND LEISURE PUBLICATIONS LTD,269.00
2012-10-09,SPORTS AND LEISURE PUBLICATIONS LTD,279.00
2012-10-03,SPORTS AND LEISURE PUBLICATIONS LTD,279.00
2012-10-03,SPORTS AND LEISURE PUBLICATIONS LTD,299.00
2012-10-24,AGE UK NEWCASTLE,469.47
2012-10-24,AGE UK NEWCASTLE,547.68
2012-10-03,AGE UK NEWCASTLE,593.32
2012-10-08,ARK HOUSE TREATMENT CENTRE,3277.68
2012-10-15,AZURE,1190.97
2012-10-24,AZURE,1251.12
2012-10-22,AZURE,288.72
2012-10-22,AZURE,288.72
2012-10-24,AZURE,336.84
2012-10-22,AZURE,384.96
2012-10-24,AZURE,457.14
2012-10-24,AZURE,481.20
2012-10-24,AZURE,511.28
2012-10-24,AZURE,577.44
2012-10-24,AZURE,625.56
2012-10-19,AZURE,818.04
2012-10-22,AZURE,938.28
2012-10-24,AZURE,1010.52
2012-10-10,AZURE,1239.09
