Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2013-08-12,3663,471.38
Chief Executive's,2013-08-13,3663,265.33
Chief Executive's,2013-08-28,3663,306.76
Chief Executive's,2013-08-30,3663,346.00
Environment & Regeneration,2013-08-20,CORE CATERING MAINTENANCE CONTRACTS LTD,622.31
Environment & Regeneration,2013-08-02,THOMPSONS OF PRUDHOE LTD,669.12
Environment & Regeneration,2013-08-02,THOMPSONS OF PRUDHOE LTD,2026.40
Environment & Regeneration,2013-08-14,THOMPSONS OF PRUDHOE LTD,1442.47
Adult and Culture,2013-08-27,13 FERGUSONS LANE,1540.00
Adult and Culture,2013-08-27,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2013-08-13,1ST LEMINGTON BROWNIES,259.00
Environment & Regeneration,2013-08-22,A PLANT ACROW,375.77
Environment & Regeneration,2013-08-22,A PLANT ACROW,357.61
Environment & Regeneration,2013-08-12,A PLANT ACROW,331.52
Children's Services,2013-08-01,A SIGNIFICANT OTHER LTD,8600.00
Children's Services,2013-08-01,A WILDERNESS WAY,14000.00
Environment & Regeneration,2013-08-16,A&J KEITH LTD,1311.00
Environment & Regeneration,2013-08-16,A&J KEITH LTD,2739.00
Environment & Regeneration,2013-08-16,A&J KEITH LTD,1450.00
Environment & Regeneration,2013-08-14,A&J KEITH LTD,75768.01
Environment & Regeneration,2013-08-22,AAA CHEMICALS LTD,322.45
Environment & Regeneration,2013-08-22,AAA CHEMICALS LTD,15.00
Environment & Regeneration,2013-08-15,AAA CHEMICALS LTD,476.00
Adult and Culture,2013-08-13,ABBEYFIELD CASTLE FARM,-1147.08
Adult and Culture,2013-08-13,ABBEYFIELD CASTLE FARM,3488.00
Adult and Culture,2013-08-13,ABBEYFIELD THE GROVE,-3168.58
Adult and Culture,2013-08-13,ABBEYFIELD THE GROVE,5232.00
Adult and Culture,2013-08-13,ABBEYMOOR,-573.08
Adult and Culture,2013-08-13,ABBEYMOOR,-315.20
Adult and Culture,2013-08-13,ABBEYMOOR,3462.52
Adult and Culture,2013-08-13,ABBEYMOOR,2010.56
Adult and Culture,2013-08-13,ABIGAIL HOUSE,-1231.31
Adult and Culture,2013-08-13,ABIGAIL HOUSE,-10752.99
Adult and Culture,2013-08-13,ABIGAIL HOUSE,2779.71
Adult and Culture,2013-08-13,ABIGAIL HOUSE,34182.43
Chief Executive's,2013-08-22,ABOUT TURN CIC,4981.00
Adult and Culture,2013-08-06,ACCEPT CARE,-290.96
