Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-08-31,INSTITUTE OF MONEY ADVISERS,556.74
Adult and Culture,2010-09-22,AIM PROJECT,1831.30
Adult and Culture,2010-09-22,ESPA LTD - EUROPEAN SERVICES FOR,1580.00
Adult and Culture,2010-09-01,GED LAING PERSONAL SAFETY TRAINING,3043.45
Adult and Culture,2010-09-22,THE STROKE ASSOCIATION,900.00
Adult and Culture,2010-09-13,CASTLEGATE CONFERENCE SERVICES LTD,728.00
Adult and Culture,2010-08-31,IGO-POST,655.12
Adult and Culture,2010-08-31,IGO-POST,631.00
Adult and Culture,2010-09-02,NALESTAR LTD,559.96
Adult and Culture,2010-09-28,NEOPOST FINANCE LTD,536.05
Adult and Culture,2010-09-20,NEWCASTLE PROPS,28747.50
Adult and Culture,2010-09-16,PREMIER HEALTHCARE & HYGIENE,546.74
Adult and Culture,2010-09-06,N POWER NORTHERN LTD,1020.38
Adult and Culture,2010-09-06,N POWER NORTHERN LTD,823.99
Adult and Culture,2010-09-20,CIPFA,750.00
Adult and Culture,2010-09-14,D.T.C.,810.00
Adult and Culture,2010-09-12,DATASTOR,1603.94
Adult and Culture,2010-09-20,DIFFERENTIA,508.50
Adult and Culture,2010-09-20,DIFFERENTIA,930.00
Adult and Culture,2010-09-20,DIFFERENTIA,1681.70
Adult and Culture,2010-09-21,HI Q TYRE SERVICES LTD,734.60
Adult and Culture,2010-09-20,JOHN MONK & CO,3950.00
Adult and Culture,2010-09-20,KAFFEL & NEWTON,4125.00
Adult and Culture,2010-09-20,KAFFEL & NEWTON,2378.16
Adult and Culture,2010-09-08,N POWER NORTHERN LTD,816.95
Adult and Culture,2010-08-31,N POWER NORTHERN LTD,1415.63
Adult and Culture,2010-09-14,N POWER NORTHERN LTD,1433.56
Adult and Culture,2010-09-14,N POWER NORTHERN LTD,1798.98
Adult and Culture,2010-09-15,NEWCASTLE PCT,13537.00
Adult and Culture,2010-09-14,NEWCASTLE PCT,3226.44
Adult and Culture,2010-09-14,NEWCASTLE PCT,3078.28
Adult and Culture,2010-09-15,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,7571.00
Adult and Culture,2010-09-16,NORTH TYNESIDE PCT,1976.97
Adult and Culture,2010-09-20,NORTH TYNESIDE PCT,3099.59
Adult and Culture,2010-09-20,NORTH TYNESIDE PCT,2871.35
Adult and Culture,2010-09-16,NORTHUMBERLAND TYNE & WEAR NHS TRUST,6688.69
Adult and Culture,2010-09-16,NORTHUMBERLAND TYNE & WEAR NHS TRUST,7240.74
Adult and Culture,2010-09-15,NORTHUMBERLAND TYNE & WEAR NHS TRUST,1095.00
Adult and Culture,2010-09-23,NORTHUMBERLAND TYNE & WEAR NHS TRUST,1095.00
Adult and Culture,2010-09-02,NOVAS SCARMAN GROUP LTD,6827.50
Adult and Culture,2010-09-02,NOVAS SCARMAN GROUP LTD,4000.00
