Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2016-06-28,14 EIGHTH ROW,9800.00
Adult and Culture,2016-06-28,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2016-06-06,A & C WEBER UK,10731.20
Environment & Regeneration,2016-06-14,A & C WEBER UK,7290.00
Children's Services,2016-06-02,A FIFIELD SERVICES,1220.00
Children's Services,2016-06-07,A WILDERNESS WAY,12571.43
Environment & Regeneration,2016-06-13,A&J KEITH LTD,66285.91
Environment & Regeneration,2016-06-13,A&J KEITH LTD,83188.88
Chief Executive's,2016-06-08,AA FLAGS LTD,640.50
Chief Executive's,2016-06-28,AA GLOBAL LANGUAGES SERVICES LTD,1135.00
Chief Executive's,2016-06-14,AA GLOBAL LANGUAGES SERVICES LTD,643.00
Environment & Regeneration,2016-06-13,AAA CHEMICALS LTD,466.70
Adult and Culture,2016-06-13,ABBEYFIELD CASTLE FARM,4446.96
Adult and Culture,2016-06-13,ABBEYFIELD CASTLE FARM,-1021.00
Adult and Culture,2016-06-13,ABBEYFIELD THE GROVE,3350.23
Adult and Culture,2016-06-13,ABBEYFIELD THE GROVE,-679.29
Environment & Regeneration,2016-06-01,ABEL ALARM COMPANY LTD,1115.00
Environment & Regeneration,2016-06-28,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,617.40
Adult and Culture,2016-06-24,ABSOLUTE QUALITY CARE,3611.83
Adult and Culture,2016-06-07,ABSOLUTE QUALITY CARE,18743.44
Adult and Culture,2016-06-07,ABSOLUTE QUALITY CARE,7370.07
Adult and Culture,2016-06-07,ABSOLUTE QUALITY CARE,1794.80
Environment & Regeneration,2016-06-17,ACME,1678.25
Environment & Regeneration,2016-06-06,ACME,759.24
Children's Services,2016-06-07,ACORN HOUSE,2920.00
Environment & Regeneration,2016-06-17,ACP,4018.80
Environment & Regeneration,2016-06-17,ACP,1651.95
Environment & Regeneration,2016-06-29,ACP,5003.06
Environment & Regeneration,2016-06-16,ACROL AIR CONDITIONING CO LTD,7702.50
Chief Executive's,2016-06-13,ACS LTD,650.00
Environment & Regeneration,2016-06-06,ACTAVO (UK) LTD,420.90
Children's Services,2016-06-07,ACTION FOR CHILDREN,7896.00
Children's Services,2016-06-28,ACTION FOR CHILDREN,13423.14
Children's Services,2016-06-08,ACTION FOR CHILDREN,66765.25
Children's Services,2016-06-08,ACTION FOR CHILDREN,90207.00
Environment & Regeneration,2016-06-08,ACTIVE CHEMICALS LTD,467.25
