Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-11-17,CITY & GUILDS OF LONDON INSTITUTE,516.00
Adult and Culture,2010-11-04,GED LAING PERSONAL SAFETY TRAINING,2992.95
Adult and Culture,2010-11-18,GED LAING PERSONAL SAFETY TRAINING,3044.75
Adult and Culture,2010-11-04,IN-TRAC,1764.75
Adult and Culture,2010-11-17,IN-TRAC,1857.45
Adult and Culture,2010-11-28,NORTHUMBERLAND COLLEGE,845.45
Adult and Culture,2010-11-04,Redacted Personal Data,1500.00
Adult and Culture,2010-11-15,Redacted Personal Data,900.00
Adult and Culture,2010-11-04,SODEXO PRESTIGE,668.58
Adult and Culture,2010-11-04,SODEXO PRESTIGE,569.00
Adult and Culture,2010-11-11,UNIVERSITY OF NORTHUMBRIA,1680.00
Adult and Culture,2010-11-10,ALBANY OFFICE FURNITURE SOLUTIONS,750.00
Adult and Culture,2010-11-14,AWARE PLUS LTD,1200.00
Adult and Culture,2010-11-18,CASTLEGATE CONFERENCE SERVICES LTD,700.00
Adult and Culture,2010-11-07,CITIZENS ADVICE,1339.00
Adult and Culture,2010-11-18,Redacted Personal Data,720.00
Adult and Culture,2010-11-23,I TO I TRAINING,1800.00
Adult and Culture,2010-11-03,JOHN BUDDLE WORK VILLAGE,725.09
Adult and Culture,2010-11-10,N POWER NORTHERN LTD,1741.87
Adult and Culture,2010-11-24,NALESTAR LTD,1423.00
Adult and Culture,2010-11-17,REMI D TRAINING,562.50
Adult and Culture,2010-11-17,REMI D TRAINING,579.94
Adult and Culture,2010-11-10,N POWER NORTHERN LTD,981.88
Adult and Culture,2010-11-10,N POWER NORTHERN LTD,967.20
Adult and Culture,2010-11-25,N POWER NORTHERN LTD,1047.23
Adult and Culture,2010-11-04,BRITISH ASSOC FOR SUPPORTED EMPLOYMENT,1000.00
Adult and Culture,2010-11-25,N POWER NORTHERN LTD,910.11
Adult and Culture,2010-11-25,N POWER NORTHERN LTD,532.07
Adult and Culture,2010-11-14,N POWER NORTHERN LTD,839.20
Adult and Culture,2010-11-14,AGE CONCERN NEWCASTLE,1095.36
Adult and Culture,2010-11-14,AGE CONCERN NEWCASTLE,663.04
Adult and Culture,2010-11-16,AGE CONCERN NEWCASTLE,1780.00
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,3491.46
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,547.68
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,804.41
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,6283.16
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,1740.06
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,502.04
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,6846.00
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,1369.20
Adult and Culture,2010-11-17,AGE CONCERN NEWCASTLE,507.75
Adult and Culture,2010-11-18,AGE CONCERN NEWCASTLE,753.07
Adult and Culture,2010-11-18,AGE CONCERN NEWCASTLE,730.24
Adult and Culture,2010-11-18,AGE CONCERN NEWCASTLE,1095.36
Adult and Culture,2010-11-25,ARK HOUSE TREATMENT CENTRE,1813.64
Adult and Culture,2010-11-23,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2010-11-28,AT HOME IN THE COMMUNITY LTD,955.20
Adult and Culture,2010-11-28,AT HOME IN THE COMMUNITY LTD,4218.20
Adult and Culture,2010-11-14,AZURE,517.29
Adult and Culture,2010-11-18,CAMPHILL VILLAGE TRUST,3178.76
Adult and Culture,2010-11-14,CARE UK HOMECARE,586.96
Adult and Culture,2010-11-14,CARE UK HOMECARE,605.60
Adult and Culture,2010-11-14,CARE UK HOMECARE,768.80
Adult and Culture,2010-11-25,CARE UK HOMECARE,3575.61
Adult and Culture,2010-11-25,CARELINE HOMECARE LTD,588.16
Adult and Culture,2010-11-24,CAREWATCH (NEWCASTLE UPON TYNE),2446.79
Adult and Culture,2010-11-24,CAREWATCH (NEWCASTLE UPON TYNE),1727.87
Adult and Culture,2010-11-25,CHILD POVERTY ACTION GROUP,1680.00
Adult and Culture,2010-11-02,CIPFA,750.00
Adult and Culture,2010-11-28,COQUET TRUST,1245.10
Adult and Culture,2010-11-25,DEMENTIA CARE PARTNERSHIP,2319.52
Adult and Culture,2010-11-11,EVERSHED PRODUCTS,2320.00
Adult and Culture,2010-11-10,HI Q TYRE SERVICES LTD,538.50
Adult and Culture,2010-11-10,HI Q TYRE SERVICES LTD,538.50
Adult and Culture,2010-11-10,N POWER NORTHERN LTD,1376.91
Adult and Culture,2010-11-10,N POWER NORTHERN LTD,552.92
Adult and Culture,2010-11-14,NEW PROSPECTS ASSOCIATION LTD,655.20
Adult and Culture,2010-11-18,NEW PROSPECTS ASSOCIATION LTD,748.80
Adult and Culture,2010-11-18,NEW PROSPECTS ASSOCIATION LTD,1106.88
Adult and Culture,2010-11-18,NEW PROSPECTS ASSOCIATION LTD,1248.00
Adult and Culture,2010-11-18,NEW PROSPECTS ASSOCIATION LTD,611.52
Adult and Culture,2010-11-18,NEW PROSPECTS ASSOCIATION LTD,898.56
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,748.80
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,599.04
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,599.04
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,599.04
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,1248.00
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,698.88
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,2152.80
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,948.48
Adult and Culture,2010-11-22,NEW PROSPECTS ASSOCIATION LTD,648.96
