Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-02-15,BIRMINGHAM CITY UNIVERSITY,1680.00
Adult and Culture,2011-02-14,DURHAM UNIVERSITY,3466.00
Adult and Culture,2011-02-14,DURHAM UNIVERSITY,3466.00
Adult and Culture,2011-02-24,Redacted Personal Data,900.00
Adult and Culture,2011-02-15,UNIVERSITY OF NORTHUMBRIA,2160.00
Adult and Culture,2011-02-25,FIRSTLINK I.T. SOLUTIONS LTD,2500.00
Adult and Culture,2011-02-04,LASA,990.00
Adult and Culture,2011-02-04,N POWER NORTHERN LTD,475.89
Adult and Culture,2011-02-17,N POWER NORTHERN LTD,2336.52
Adult and Culture,2011-02-08,NODA TAXIS LTD,676.40
Adult and Culture,2011-02-01,VIRGIN MEDIA PAYMENTS LIMITED,421.35
Adult and Culture,2011-02-07,N POWER NORTHERN LTD,1382.08
Adult and Culture,2011-02-24,COOLTRADER,545.00
Adult and Culture,2011-02-04,N POWER NORTHERN LTD,1040.53
Adult and Culture,2011-02-03,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,4914.00
Adult and Culture,2011-02-01,CONNTRAST DESIGNS,5340.00
Adult and Culture,2011-02-18,THOMAS OWEN & SONS LTD,660.00
Adult and Culture,2011-02-10,AWARE PLUS LTD,1300.00
Adult and Culture,2011-02-10,AWARE PLUS LTD,800.00
Adult and Culture,2011-02-10,C J WELLINGS LTD,505.00
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,559.09
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,1243.69
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,901.39
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,889.98
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,1186.64
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,2042.42
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,1528.94
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,2036.71
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,8215.20
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,7644.71
Adult and Culture,2011-02-21,AGE CONCERN NEWCASTLE,547.68
Adult and Culture,2011-02-21,ARABELLA HEALTH STAFFING,950.77
Adult and Culture,2011-02-18,ARK HOUSE TREATMENT CENTRE,971.55
Adult and Culture,2011-02-21,ARK HOUSE TREATMENT CENTRE,1747.36
Adult and Culture,2011-02-03,AT HOME IN THE COMMUNITY LTD,620.88
Adult and Culture,2011-02-03,AT HOME IN THE COMMUNITY LTD,7593.84
Adult and Culture,2011-02-23,AT HOME IN THE COMMUNITY LTD,955.20
Adult and Culture,2011-02-23,AT HOME IN THE COMMUNITY LTD,4218.20
Adult and Culture,2011-02-24,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-02-21,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-02-15,AZURE,1210.37
Adult and Culture,2011-02-15,AZURE,529.32
Adult and Culture,2011-02-15,AZURE,733.83
Adult and Culture,2011-02-15,AZURE,830.04
Adult and Culture,2011-02-15,AZURE,1070.65
Adult and Culture,2011-02-15,AZURE,1443.60
Adult and Culture,2011-02-15,AZURE,1076.67
Adult and Culture,2011-02-15,AZURE,1419.54
Adult and Culture,2011-02-15,AZURE,673.68
Adult and Culture,2011-02-14,AZURE,1022.55
Adult and Culture,2011-02-07,AZURE,830.07
Adult and Culture,2011-02-07,AZURE,866.16
Adult and Culture,2011-02-07,CAMPHILL VILLAGE TRUST,1410.76
Adult and Culture,2011-02-07,CAMPHILL VILLAGE TRUST,1410.76
Adult and Culture,2011-02-07,CAMPHILL VILLAGE TRUST,1410.76
Adult and Culture,2011-02-07,CARE UK HOMECARE,3270.38
Adult and Culture,2011-02-04,CARELINE HOMECARE LTD,529.68
Adult and Culture,2011-02-18,CARELINE HOMECARE LTD,808.68
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1886.72
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1886.72
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1172.36
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1172.36
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1172.36
Adult and Culture,2011-02-18,CAREWATCH (NORTH TYNESIDE),1886.72
Adult and Culture,2011-02-18,CIPFA,870.00
Adult and Culture,2011-02-22,CIPFA BUSINESS LTD,870.00
Adult and Culture,2011-02-01,COQUET TRUST,5174.62
Adult and Culture,2011-02-14,COQUET TRUST,2376.18
Adult and Culture,2011-02-14,COQUET TRUST,1310.00
Adult and Culture,2011-02-21,ESPA LTD - EUROPEAN SERVICES FOR,4704.24
Adult and Culture,2011-02-03,FIBONACCI,22082.00
Adult and Culture,2011-02-14,FIBONACCI,750.00
Adult and Culture,2011-02-10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,8200.78
Adult and Culture,2011-02-10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,11335.30
Adult and Culture,2011-02-03,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4164.38
Adult and Culture,2011-02-03,GUARDIAN HOMECARE & NURSING (NCLE) LTD,2400.11
Adult and Culture,2011-02-03,GUARDIAN HOMECARE & NURSING (NCLE) LTD,6132.72
