Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-10-03,3663,614.25
Environment & Regeneration,2014-10-31,3663,265.86
Environment & Regeneration,2014-10-17,3663,424.10
Environment & Regeneration,2014-10-03,15200276772,2000.00
Environment & Regeneration,2014-10-03,15200276772,2000.00
Environment & Regeneration,2014-10-03,THOMPSONS OF PRUDHOE LTD,564.92
Environment & Regeneration,2014-10-03,THOMPSONS OF PRUDHOE LTD,489.06
Environment & Regeneration,2014-10-03,THOMPSONS OF PRUDHOE LTD,1101.20
Environment & Regeneration,2014-10-10,THOMPSONS OF PRUDHOE LTD,277.24
Environment & Regeneration,2014-10-07,THOMPSONS OF PRUDHOE LTD,5164.96
Environment & Regeneration,2014-10-29,THOMPSONS OF PRUDHOE LTD,21465.00
Environment & Regeneration,2014-10-21,THOMPSONS OF PRUDHOE LTD,2700.00
Environment & Regeneration,2014-10-03,THOMPSONS OF PRUDHOE LTD,3802.50
Children's Services,2014-10-21,10 SQUARED LTD,500.00
Adult and Culture,2014-10-21,14 EIGHTH ROW,9800.00
Adult and Culture,2014-10-21,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2014-10-20,20-20 VISION SYSTEMS LTD,1922.15
Children's Services,2014-10-06,2SIMPLE SOFTWARE LTD,1100.00
Children's Services,2014-10-21,2SIMPLE SOFTWARE LTD,800.00
Children's Services,2014-10-21,2SIMPLE SOFTWARE LTD,300.00
Children's Services,2014-10-10,2SIMPLE SOFTWARE LTD,300.00
Children's Services,2014-10-16,2SIMPLE SOFTWARE LTD,600.00
Adult and Culture,2014-10-21,93 WINGROVE ROAD,330.00
Chief Executive's,2014-10-24,A BUTLER-BUSINESS,3976.56
Children's Services,2014-10-16,A MCGANN BUILDING CONTRACTORS LTD,15875.00
Children's Services,2014-10-10,A&J CRAWFORD CONSTRUCTION,4491.04
Children's Services,2014-10-03,A&J CRAWFORD CONSTRUCTION,1110.00
Environment & Regeneration,2014-10-14,A&J KEITH LTD,580.00
Environment & Regeneration,2014-10-14,A&J KEITH LTD,762.00
Environment & Regeneration,2014-10-14,A&J KEITH LTD,405.00
Environment & Regeneration,2014-10-14,A&J KEITH LTD,342.00
Environment & Regeneration,2014-10-07,A&J KEITH LTD,2861.00
Environment & Regeneration,2014-10-07,A&J KEITH LTD,2020.00
Environment & Regeneration,2014-10-03,A&J KEITH LTD,98656.69
Chief Executive's,2014-10-30,AA GLOBAL LANGUAGES SERVICES LTD,1878.47
Chief Executive's,2014-10-16,AA SIGNS,675.00
Environment & Regeneration,2014-10-21,AAA CHEMICALS LTD,575.86
Children's Services,2014-10-27,AARON TREVOR MPOFU,300.00
Adult and Culture,2014-10-07,ABBEYFIELD CASTLE FARM,-495.80
Adult and Culture,2014-10-07,ABBEYFIELD CASTLE FARM,1969.28
Adult and Culture,2014-10-07,ABBEYFIELD THE GROVE,-1481.68
Adult and Culture,2014-10-07,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2014-10-07,ABBEYMOOR,-397.20
Adult and Culture,2014-10-07,ABBEYMOOR,2010.56
Adult and Culture,2014-10-07,ABBEYMOOR,4000.00
Children's Services,2014-10-29,ABC DOES LTD,398.00
Children's Services,2014-10-07,ABEL ALARM COMPANY LTD,273.00
Children's Services,2014-10-07,ABEL ALARM COMPANY LTD,462.00
Adult and Culture,2014-10-23,ABIGAIL HOUSE,9123.99
Adult and Culture,2014-10-07,ABIGAIL HOUSE,-9329.16
Adult and Culture,2014-10-07,ABIGAIL HOUSE,40365.87
Environment & Regeneration,2014-10-03,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,1078.00
Environment & Regeneration,2014-10-01,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,1054.20
Environment & Regeneration,2014-10-29,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,873.60
Children's Services,2014-10-21,ACADEMICS,800.00
Children's Services,2014-10-21,ACADEMICS,800.00
Children's Services,2014-10-21,ACADEMICS,803.76
Children's Services,2014-10-21,ACADEMICS,650.06
Children's Services,2014-10-21,ACADEMICS,495.00
Children's Services,2014-10-21,ACADEMICS,1676.90
Children's Services,2014-10-28,ACADEMICS,480.00
Children's Services,2014-10-28,ACADEMICS,640.00
Children's Services,2014-10-28,ACADEMICS,800.00
Children's Services,2014-10-28,ACADEMICS,600.00
Children's Services,2014-10-28,ACADEMICS,360.00
Children's Services,2014-10-28,ACADEMICS,297.00
Children's Services,2014-10-14,ACADEMICS,495.00
Children's Services,2014-10-14,ACADEMICS,615.70
Children's Services,2014-10-14,ACADEMICS,820.20
Children's Services,2014-10-14,ACADEMICS,800.00
Children's Services,2014-10-14,ACADEMICS,800.00
Children's Services,2014-10-14,ACADEMICS,1926.90
Children's Services,2014-10-07,ACADEMICS,396.00
Children's Services,2014-10-01,ACADEMICS,1350.00
Children's Services,2014-10-01,ACADEMICS,807.60
Children's Services,2014-10-01,ACADEMICS,320.00
Children's Services,2014-10-01,ACADEMICS,800.00
Children's Services,2014-10-01,ACADEMICS,480.00
Children's Services,2014-10-16,ACADEMICS,673.00
Children's Services,2014-10-06,ACADEMICS,2403.00
Adult and Culture,2014-10-07,ACCOUNTABILITY,2782.00
Environment & Regeneration,2014-10-21,ACORN DAIRY,10188.58
Environment & Regeneration,2014-10-28,ACORN DAIRY,14408.25
Children's Services,2014-10-21,ACORN HOUSE,3054.28
Environment & Regeneration,2014-10-21,ACP,5178.42
Environment & Regeneration,2014-10-23,ACROL AIR CONDITIONING CO LTD,1355.00
Environment & Regeneration,2014-10-27,ACROL AIR CONDITIONING CO LTD,631.58
Environment & Regeneration,2014-10-31,ACROL AIR CONDITIONING CO LTD,342.60
Children's Services,2014-10-21,ACTION FOR CHILDREN,14456.00
Children's Services,2014-10-10,ACTION FOR CHILDREN,10000.00
Children's Services,2014-10-10,ACTION FOR CHILDREN,10000.00
Children's Services,2014-10-30,ACTIV TRAINING LIMITED,600.00
Adult and Culture,2014-10-21,ACTIVE HORIZONS LTD,-495.80
Adult and Culture,2014-10-21,ACTIVE HORIZONS LTD,1648.00
Adult and Culture,2014-10-28,ACTIVE TRAVEL,1836.00
Adult and Culture,2014-10-02,ACTIVE TRAVEL,1710.00
Children's Services,2014-10-02,AD PROPERTY MAINTENANCE & JOINERY SERVIC,1930.00
Chief Executive's,2014-10-13,ADARE LTD,743.43
Chief Executive's,2014-10-13,ADARE LTD,1618.26
Chief Executive's,2014-10-10,ADARE LTD,5358.48
Chief Executive's,2014-10-14,ADARE LTD,4400.69
Chief Executive's,2014-10-01,ADARE LTD,1949.24
Chief Executive's,2014-10-29,ADARE LTD,1510.64
Adult and Culture,2014-10-09,ADASS TREASURY,450.00
Chief Executive's,2014-10-16,ADDERSTONE GROUP LTD,881.28
Children's Services,2014-10-30,ADT FIRE & SECURITY,363.89
Children's Services,2014-10-03,ADT FIRE & SECURITY,271.00
Children's Services,2014-10-24,ADT FIRE & SECURITY,2106.00
Children's Services,2014-10-06,ADT FIRE & SECURITY,1453.19
Children's Services,2014-10-06,ADT FIRE & SECURITY,966.79
Environment & Regeneration,2014-10-31,ADT FIRE & SECURITY,386.63
Environment & Regeneration,2014-10-22,ADT FIRE & SECURITY,631.65
Environment & Regeneration,2014-10-31,ADT FIRE & SECURITY,460.00
Environment & Regeneration,2014-10-31,ADT FIRE & SECURITY,416.00
Chief Executive's,2014-10-30,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,320.17
Chief Executive's,2014-10-14,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,27000.00
Chief Executive's,2014-10-08,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,8500.00
Chief Executive's,2014-10-27,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,1275.00
Chief Executive's,2014-10-27,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,4250.00
Chief Executive's,2014-10-27,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,2550.00
Children's Services,2014-10-21,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-10-21,ADVANCED CHILDCARE GROUP,5520.00
Children's Services,2014-10-21,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-10-21,ADVANCED CHILDCARE GROUP,12000.00
Children's Services,2014-10-21,ADVANCED CHILDCARE GROUP,12540.00
HRA,2014-10-17,ADVANCED CLEANING & MAINTENANCE LTD,496.00
HRA,2014-10-03,ADVANCED CLEANING & MAINTENANCE LTD,570.00
HRA,2014-10-10,ADVANCED CLEANING & MAINTENANCE LTD,1220.50
Chief Executive's,2014-10-24,ADVANCED LEGAL LTD,1050.00
Environment & Regeneration,2014-10-31,ADVANCED RADIATORS LTD,275.00
Environment & Regeneration,2014-10-31,ADVANCED WATER TECHNOLOGIES,1365.00
Environment & Regeneration,2014-10-31,ADVANCED WATER TECHNOLOGIES,580.00
Environment & Regeneration,2014-10-23,AEBI SCHMIDT UK LTD,435.72
Environment & Regeneration,2014-10-23,AEBI SCHMIDT UK LTD,254.32
Environment & Regeneration,2014-10-13,AEBI SCHMIDT UK LTD,258.96
Environment & Regeneration,2014-10-31,AEBI SCHMIDT UK LTD,930.89
Environment & Regeneration,2014-10-17,AEBI SCHMIDT UK LTD,437.34
Environment & Regeneration,2014-10-07,AEBI SCHMIDT UK LTD,251.87
Environment & Regeneration,2014-10-06,AEBI SCHMIDT UK LTD,658.10
Chief Executive's,2014-10-29,AFTERNOON TEA CLUB,750.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,60.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,13920.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,7360.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,1005.00
Environment & Regeneration,2014-10-21,AGD SYSTEMS LTD,387.00
Environment & Regeneration,2014-10-03,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-10-03,AGD SYSTEMS LTD,7360.00
Environment & Regeneration,2014-10-03,AGD SYSTEMS LTD,45.00
Environment & Regeneration,2014-10-03,AGD SYSTEMS LTD,4320.00
Adult and Culture,2014-10-06,AGE UK NEWCASTLE,800.64
Adult and Culture,2014-10-06,AGE UK NEWCASTLE,20493.37
Adult and Culture,2014-10-02,AGE UK NEWCASTLE,1481.18
Adult and Culture,2014-10-02,AGE UK NEWCASTLE,3209.08
Adult and Culture,2014-10-02,AGE UK NEWCASTLE,10480.12
Adult and Culture,2014-10-15,AGE UK NEWCASTLE,19325.28
Adult and Culture,2014-10-22,AGE UK NEWCASTLE,273.84
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,53067.41
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,4894.31
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,731.14
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,1088.45
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,1239.00
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,7811.60
Adult and Culture,2014-10-28,AGE UK NEWCASTLE,47.20
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,6321.14
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,1026.90
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,1665.88
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,1095.36
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,6937.28
Adult and Culture,2014-10-31,AGE UK NEWCASTLE,1780.08
Chief Executive's,2014-10-17,AGE UK NEWCASTLE,50000.00
