Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-01-24,CHILD AND FAMILY TRAINING SERVICES,5000.00
Adult and Culture,2011-01-21,CHILD AND FAMILY TRAINING SERVICES,1500.00
Adult and Culture,2011-01-18,DURHAM UNIVERSITY,3466.00
Adult and Culture,2011-01-25,IN-TRAC,1759.92
Adult and Culture,2011-01-06,ISLINGTON COUNCIL,1800.00
Adult and Culture,2011-01-06,SODEXO PRESTIGE,1307.00
Adult and Culture,2011-01-13,SOUTH NORTHUMBERLAND CRICKET & TENNIS CL,1072.99
Adult and Culture,2011-01-05,THE OPEN UNIVERSITY,2500.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3290.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3500.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3290.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3500.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3290.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3500.00
Adult and Culture,2011-01-18,UNIVERSITY OF NORTHUMBRIA,3290.00
Adult and Culture,2011-01-24,UNIVERSITY OF NORTHUMBRIA,1120.00
Adult and Culture,2011-01-11,BUNZL CLEANING & HYGIENE SUPPLIES,748.10
Adult and Culture,2011-01-28,N POWER NORTHERN LTD,1520.88
Adult and Culture,2011-01-14,PREMIER HEALTHCARE & HYGIENE,568.28
Adult and Culture,2011-01-14,THOMAS OWEN & SONS LTD,1621.20
Adult and Culture,2011-01-13,VIRGIN MEDIA PAYMENTS LIMITED,430.55
Adult and Culture,2011-01-19,BUNZL CLEANING & HYGIENE SUPPLIES,433.05
Adult and Culture,2011-01-13,N POWER NORTHERN LTD,892.27
Adult and Culture,2011-01-17,DANWOOD GROUP LTD,632.23
Adult and Culture,2011-01-25,Redacted Personal Data,644.00
Adult and Culture,2011-01-17,SOLK FURNITURE LTD,13656.00
Adult and Culture,2011-01-17,SOLK FURNITURE LTD,6079.00
Adult and Culture,2011-01-21,Redacted Personal Data,700.00
Adult and Culture,2011-01-20,REVIVING THE HEART OF THE WEST END,823.88
Adult and Culture,2011-01-31,THE CYRENIANS,3215.56
Adult and Culture,2011-01-11,THE CYRENIANS,14240.60
Adult and Culture,2011-01-20,TYNESIDE CYRENIANS DAYCENTRE,18000.00
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,6846.00
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,6269.81
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,1780.00
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,1780.00
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,1095.36
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,502.04
Adult and Culture,2011-01-19,AGE CONCERN NEWCASTLE,1369.20
Adult and Culture,2011-01-13,AGE CONCERN NEWCASTLE,3377.36
Adult and Culture,2011-01-11,AGE CONCERN NEWCASTLE,1032.61
Adult and Culture,2011-01-11,AGE CONCERN NEWCASTLE,758.77
Adult and Culture,2011-01-11,AGE CONCERN NEWCASTLE,524.86
Adult and Culture,2011-01-13,ARK HOUSE TREATMENT CENTRE,1813.56
Adult and Culture,2011-01-13,ARK HOUSE TREATMENT CENTRE,1371.40
Adult and Culture,2011-01-31,ARK HOUSE TREATMENT CENTRE,1813.56
Adult and Culture,2011-01-14,ARK HOUSE TREATMENT CENTRE,1813.56
Adult and Culture,2011-01-26,AT HOME IN THE COMMUNITY LTD,4218.20
Adult and Culture,2011-01-31,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-01-31,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-01-11,AT HOME IN THE COMMUNITY LTD,620.88
Adult and Culture,2011-01-11,AT HOME IN THE COMMUNITY LTD,7593.84
Adult and Culture,2011-01-28,AT HOME IN THE COMMUNITY LTD,955.20
Adult and Culture,2011-01-21,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-01-26,AZURE,1305.12
Adult and Culture,2011-01-26,AZURE,793.98
Adult and Culture,2011-01-26,AZURE,577.44
Adult and Culture,2011-01-26,AZURE,1539.84
Adult and Culture,2011-01-26,AZURE,932.28
