Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-05-03,ADT FIRE & SECURITY,565.42
Adult and Culture,2011-05-05,BAAF,1504.48
Adult and Culture,2011-05-18,Redacted Personal Data,1800
Adult and Culture,2011-05-12,FOCUS ON TRAINING,3190
Adult and Culture,2011-05-18,Redacted Personal Data,750
Adult and Culture,2011-05-03,COMSET LTD,13387
Adult and Culture,2011-05-06,N POWER NORTHERN LTD,1922.86
Adult and Culture,2011-05-06,N POWER NORTHERN LTD,1926.35
Adult and Culture,2011-05-06,PREMIER HEALTHCARE & HYGIENE,420.71
Adult and Culture,2011-05-04,ROYAL MAIL GROUP PLC,650
Adult and Culture,2011-05-06,VIRGIN MEDIA PAYMENTS LIMITED,442.55
Adult and Culture,2011-05-25,N POWER NORTHERN LTD,1101.45
Adult and Culture,2011-05-03,N POWER NORTHERN LTD,682.82
Adult and Culture,2011-05-25,N POWER NORTHERN LTD,947.72
Adult and Culture,2011-05-25,YELL,1270.8
Adult and Culture,2011-05-04,CASTLEGATE CONFERENCE SERVICES LTD,740
Adult and Culture,2011-05-04,CASTLEGATE CONFERENCE SERVICES LTD,590
Adult and Culture,2011-05-04,NEWCASTLE PROPS,28747.5
Adult and Culture,2011-05-05,FIBONACCI,2625
Adult and Culture,2011-05-06,SHELTER TRAINING,1992
Adult and Culture,2011-05-25,N POWER NORTHERN LTD,513.06
Adult and Culture,2011-05-26,N POWER NORTHERN LTD,632.15
Adult and Culture,2011-05-25,NORTHUMBRIAN WATER LIMITED,2245.91
Adult and Culture,2011-05-19,ADVANCED CLEANING & MAINTENANCE LTD,692.66
Adult and Culture,2011-05-17,BEAVER BUSINESS GIFTS,1326.72
Adult and Culture,2011-05-05,CARE QUALITY COMMISSION,1242
Adult and Culture,2011-05-26,CARERS UK,2000
Adult and Culture,2011-05-19,GS TRANSPORT,1080
Adult and Culture,2011-05-18,NEWCASTLE CITY COUNCIL,3107.99
Adult and Culture,2011-05-25,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,7571
Adult and Culture,2011-05-26,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,2477.27
Adult and Culture,2011-05-26,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,7571
Adult and Culture,2011-05-25,NORTH TYNESIDE PCT,14148.55
Adult and Culture,2011-05-25,NORTH TYNESIDE PCT,1763.25
Adult and Culture,2011-05-10,NORTH TYNESIDE PCT,1968.28
Adult and Culture,2011-05-10,NORTH TYNESIDE PCT,2605.48
Adult and Culture,2011-05-25,PETER FLETCHER ASSOCIATES,2100
Adult and Culture,2011-05-19,QSOFT CONSULTING LTD,1958.33
Adult and Culture,2011-05-18,TRINITY YOUTH ASSOCIATION,5208
Adult and Culture,2011-05-18,TRINITY YOUTH ASSOCIATION,12996
Adult and Culture,2011-05-17,AGE UK NEWCASTLE,6432.39
Adult and Culture,2011-05-17,AGE UK NEWCASTLE,1312.15
Adult and Culture,2011-05-05,AGE UK NEWCASTLE,1044.02
Adult and Culture,2011-05-05,AGE UK NEWCASTLE,684.6
Adult and Culture,2011-05-05,AGE UK NEWCASTLE,544.83
Adult and Culture,2011-05-18,AGE UK NEWCASTLE,6857.41
Adult and Culture,2011-05-18,AGE UK NEWCASTLE,1757.18
Adult and Culture,2011-05-18,AGE UK NEWCASTLE,1095.36
Adult and Culture,2011-05-18,AGE UK NEWCASTLE,502.04
Adult and Culture,2011-05-18,AGE UK NEWCASTLE,1745.77
Adult and Culture,2011-05-17,ALLIED HEALTHCARE GROUP LTD,1480.96
Adult and Culture,2011-05-10,ALLIED HEALTHCARE GROUP LTD,5718.24
Adult and Culture,2011-05-09,ARABELLA HEALTH STAFFING,591.09
Adult and Culture,2011-05-09,ARABELLA HEALTH STAFFING,512.22
Adult and Culture,2011-05-09,ARABELLA HEALTH STAFFING,596.54
Adult and Culture,2011-05-09,ARABELLA HEALTH STAFFING,886.33
Adult and Culture,2011-05-03,ARABELLA HEALTH STAFFING,764.89
Adult and Culture,2011-05-03,ARABELLA HEALTH STAFFING,947.43
Adult and Culture,2011-05-03,ARABELLA HEALTH STAFFING,934.67
Adult and Culture,2011-05-03,ARABELLA HEALTH STAFFING,929.02
Adult and Culture,2011-05-05,ARABELLA HEALTH STAFFING,673.23
Adult and Culture,2011-05-26,ARABELLA HEALTH STAFFING,561.64
Adult and Culture,2011-05-26,ARABELLA HEALTH STAFFING,677.93
Adult and Culture,2011-05-26,ARABELLA HEALTH STAFFING,624.24
Adult and Culture,2011-05-18,AT HOME IN THE COMMUNITY LTD,955.2
Adult and Culture,2011-05-25,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-05-24,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-05-19,AT HOME IN THE COMMUNITY LTD,4218.2
Adult and Culture,2011-05-26,AT HOME IN THE COMMUNITY LTD,620.88
Adult and Culture,2011-05-26,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-05-26,AT HOME IN THE COMMUNITY LTD,7307.28
Adult and Culture,2011-05-26,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-05-17,AZURE,1315.37
