Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2013-12-04,3663,273.00
Environment & Regeneration,2013-12-04,3663,262.42
Environment & Regeneration,2013-12-18,3663,252.70
Environment & Regeneration,2013-12-13,CORE CATERING MAINTENANCE CONTRACTS LTD,1574.50
Environment & Regeneration,2013-12-02,THOMPSONS OF PRUDHOE LTD,277.48
Environment & Regeneration,2013-12-06,THOMPSONS OF PRUDHOE LTD,1170.00
Environment & Regeneration,2013-12-06,THOMPSONS OF PRUDHOE LTD,1215.00
Adult and Culture,2013-12-17,13 FERGUSONS LANE,1540.00
Adult and Culture,2013-12-17,14 EIGHTH ROW,9800.00
Adult and Culture,2013-12-17,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2013-12-24,1ST DINNINGTON SCOUT GROUP,3000.00
Chief Executive's,2013-12-10,A E G LIVE UK LTD,27453.79
Children's Services,2013-12-17,A SIGNIFICANT OTHER LTD,8600.00
Children's Services,2013-12-17,A WILDERNESS WAY,14000.00
Environment & Regeneration,2013-12-11,A&J KEITH LTD,166107.87
Children's Services,2013-12-03,A&S LOCKSMITHS,371.11
Environment & Regeneration,2013-12-16,AA BUSINESS SERVICES,118.50
Environment & Regeneration,2013-12-16,AA BUSINESS SERVICES,237.00
Environment & Regeneration,2013-12-16,AA BUSINESS SERVICES,118.50
Environment & Regeneration,2013-12-16,AA BUSINESS SERVICES,1422.00
Environment & Regeneration,2013-12-16,AA BUSINESS SERVICES,118.50
Environment & Regeneration,2013-12-13,AAA CHEMICALS LTD,476.00
Environment & Regeneration,2013-12-20,AAA CHEMICALS LTD,264.80
Chief Executive's,2013-12-24,AAFDA ADVOCACY AFTER FATAL DOMESTIC,713.98
HRA,2013-12-20,AARAN BUILDERS (NE) LTD,1488.60
Environment & Regeneration,2013-12-24,ABACUS LIGHTING LTD,693.82
Adult and Culture,2013-12-03,ABBEYFIELD CASTLE FARM,-1147.08
Adult and Culture,2013-12-03,ABBEYFIELD CASTLE FARM,-1147.08
Adult and Culture,2013-12-03,ABBEYFIELD CASTLE FARM,7326.61
Adult and Culture,2013-12-03,ABBEYFIELD CASTLE FARM,1735.96
Adult and Culture,2013-12-03,ABBEYFIELD CASTLE FARM,3706.56
Adult and Culture,2013-12-03,ABBEYFIELD THE GROVE,-2566.48
Adult and Culture,2013-12-03,ABBEYFIELD THE GROVE,-2566.48
Adult and Culture,2013-12-03,ABBEYFIELD THE GROVE,10385.39
Adult and Culture,2013-12-03,ABBEYFIELD THE GROVE,5599.36
Adult and Culture,2013-12-03,ABBEYMOOR,-573.08
Adult and Culture,2013-12-03,ABBEYMOOR,-315.20
Adult and Culture,2013-12-03,ABBEYMOOR,-573.08
Adult and Culture,2013-12-03,ABBEYMOOR,-315.20
Adult and Culture,2013-12-03,ABBEYMOOR,3462.52
Adult and Culture,2013-12-03,ABBEYMOOR,2010.56
Adult and Culture,2013-12-03,ABBEYMOOR,3462.52
Adult and Culture,2013-12-03,ABBEYMOOR,2010.56
Adult and Culture,2013-12-03,ABBEYWELL COURT CARE HOMES,2300.00
Adult and Culture,2013-12-03,ABBEYWELL COURT CARE HOMES,2300.00
Adult and Culture,2013-12-17,ABC AWARDS,255.00
Adult and Culture,2013-12-17,ABC AWARDS,323.00
Adult and Culture,2013-12-18,ABC AWARDS,339.25
Adult and Culture,2013-12-18,ABC AWARDS,337.50
Adult and Culture,2013-12-03,ABIGAIL HOUSE,-9803.28
Adult and Culture,2013-12-03,ABIGAIL HOUSE,-8239.15
Adult and Culture,2013-12-03,ABIGAIL HOUSE,32048.64
Adult and Culture,2013-12-03,ABIGAIL HOUSE,33729.92
Adult and Culture,2013-12-20,ABOUT TURN VETERANS SUPPORT SERVICE,2286.83
Adult and Culture,2013-12-09,ABSOLUTE HOME TEXTILES LTD,400.00
Chief Executive's,2013-12-05,ACCENTURE,6000.00
Adult and Culture,2013-12-17,ACCEPT CARE,-290.96
Adult and Culture,2013-12-17,ACCEPT CARE,1817.20
Adult and Culture,2013-12-17,ACCEPT CARE,4906.44
Environment & Regeneration,2013-12-12,ACM WASTE MANAGEMENT,400.00
Environment & Regeneration,2013-12-13,ACME,388.81
Environment & Regeneration,2013-12-16,ACME,388.81
Environment & Regeneration,2013-12-19,ACP,6230.00
Environment & Regeneration,2013-12-19,ACP,4581.00
Environment & Regeneration,2013-12-19,ACROL AIR CONDITIONING CO LTD,283.00
Environment & Regeneration,2013-12-02,ACROL AIR CONDITIONING CO LTD,1250.02
Environment & Regeneration,2013-12-16,ACROL AIR CONDITIONING CO LTD,679.80
Environment & Regeneration,2013-12-16,ACROL AIR CONDITIONING CO LTD,998.00
Environment & Regeneration,2013-12-16,ACROL AIR CONDITIONING CO LTD,8339.00
Environment & Regeneration,2013-12-05,ACTION BUILDING MAINTENANCE LTD,1591.87
Adult and Culture,2013-12-20,ACTION FOR CHILDREN,6705.79
Children's Services,2013-12-17,ACTION FOR CHILDREN,11176.00
Children's Services,2013-12-19,ACTION FOR CHILDREN,9275.00
Children's Services,2013-12-24,ACTION FOR CHILDREN,5380.67
Children's Services,2013-12-24,ACTION FOR CHILDREN,5266.24
Children's Services,2013-12-24,ACTION FOR CHILDREN,5266.24
Children's Services,2013-12-03,ACTION FOR CHILDREN,1617.36
Adult and Culture,2013-12-20,ACTION FOUNDATION,4576.34
Adult and Culture,2013-12-06,ACTION ON HEARING LOSS,967.56
Adult and Culture,2013-12-17,ACTIVE HORIZONS LTD,-486.00
Adult and Culture,2013-12-17,ACTIVE HORIZONS LTD,-542.64
Adult and Culture,2013-12-17,ACTIVE HORIZONS LTD,1648.00
Adult and Culture,2013-12-17,ACTIVE HORIZONS LTD,2732.14
Children's Services,2013-12-05,ACTIVE TRAVEL,2040.00
Children's Services,2013-12-05,ACTIVE TRAVEL,1900.00
Chief Executive's,2013-12-16,ADARE LTD,716.12
