Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2011-11-07,3663,540.75
Environment & Regeneration,2011-11-07,3663,608.27
Environment & Regeneration,2011-11-24,3663,477.48
Environment & Regeneration,2011-11-03,BIN MASTERS LTD,2815.00
Environment & Regeneration,2011-11-07,BIN MASTERS LTD,2794.10
Adult and Culture,2011-11-22,ORCHARD CARE HOME .COM (3)LTD,-409.44
Adult and Culture,2011-11-22,ORCHARD CARE HOME .COM (3)LTD,-545.92
Adult and Culture,2011-11-22,ORCHARD CARE HOME .COM (3)LTD,1315.89
Adult and Culture,2011-11-22,ORCHARD CARE HOME .COM (3)LTD,1754.52
Adult and Culture,2011-11-22,18 SEA VIEW VILLAS,852.00
Adult and Culture,2011-11-22,18 SEA VIEW VILLAS,1136.00
Environment & Regeneration,2011-11-25,20-20 VISION SYSTEMS LTD,959.53
Environment & Regeneration,2011-11-30,20-20 VISION SYSTEMS LTD,1629.02
Environment & Regeneration,2011-11-22,3A ENTERTAINMENT LTD,32314.52
Environment & Regeneration,2011-11-22,A M HIRE,435.50
Children's Services,2011-11-22,A WILDERNESS WAY,10500.00
Environment & Regeneration,2011-11-16,A&J KEITH LTD,2125.00
Environment & Regeneration,2011-11-09,A&J KEITH LTD,100763.35
Environment & Regeneration,2011-11-24,A&J KEITH LTD,119250.00
Environment & Regeneration,2011-11-11,A&J KEITH LTD,310.29
Environment & Regeneration,2011-11-11,A&J KEITH LTD,0.00
Environment & Regeneration,2011-11-11,A&J KEITH LTD,576.85
Environment & Regeneration,2011-11-17,A&S LOCKSMITHS,1020.64
Environment & Regeneration,2011-11-02,A&S LOCKSMITHS,454.44
Environment & Regeneration,2011-11-15,ABACUS LIGHTING LTD,1001.63
Adult and Culture,2011-11-08,ABBEYFIELD CASTLE FARM,-1682.68
Adult and Culture,2011-11-08,ABBEYFIELD CASTLE FARM,5232.00
Adult and Culture,2011-11-08,ABBEYFIELD THE GROVE,-2903.88
Adult and Culture,2011-11-08,ABBEYFIELD THE GROVE,4546.98
Adult and Culture,2011-11-08,ABBEYMOOR,-459.00
Adult and Culture,2011-11-08,ABBEYMOOR,-284.60
Adult and Culture,2011-11-08,ABBEYMOOR,3462.52
Adult and Culture,2011-11-08,ABBEYMOOR,1912.80
Adult and Culture,2011-11-08,ABBEYMOOR,2010.56
Adult and Culture,2011-11-08,ABIGAIL HOUSE,-9077.72
Adult and Culture,2011-11-08,ABIGAIL HOUSE,30868.00
Adult and Culture,2011-11-30,ACCEPT CARE,6488.64
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,3306.00
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,7345.00
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,1445.00
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,2558.00
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,4619.99
Environment & Regeneration,2011-11-11,ACCESS CONSTRUCTION,3625.00
Environment & Regeneration,2011-11-14,ACCESS CONSTRUCTION,3460.00
Environment & Regeneration,2011-11-30,ACCESS CONSTRUCTION,4602.00
Environment & Regeneration,2011-11-30,ACCESS CONSTRUCTION,3395.00
Environment & Regeneration,2011-11-30,ACME,1639.60
Adult and Culture,2011-11-17,ACORN CURTAINS AND BLINDS,695.16
Environment & Regeneration,2011-11-11,ACP,3432.15
Chief Executive's,2011-11-28,ACS LTD,695.00
Children's Services,2011-11-09,ACTION FOR CHILDREN,19930.00
Children's Services,2011-11-22,ACTION FOR CHILDREN,9480.00
Children's Services,2011-11-03,ACTION FOR CHILDREN,5097.15
Children's Services,2011-11-03,ACTION FOR CHILDREN,5097.15
Children's Services,2011-11-03,ACTION FOR CHILDREN,5097.15
