Organisational Unit,Payment Date,Benificiary Name,Amount
Children's Services,2014-06-04,3663,255.80
Environment & Regeneration,2014-06-19,3663,303.43
Environment & Regeneration,2014-06-17,3663,312.00
Environment & Regeneration,2014-06-17,3663,269.86
Environment & Regeneration,2014-06-27,3663,252.18
Environment & Regeneration,2014-06-18,CORE CATERING MAINTENANCE CONTRACTS LTD,255.13
Environment & Regeneration,2014-06-09,CORE CATERING MAINTENANCE CONTRACTS LTD,481.80
Adult and Culture,2014-06-18,REHABILITATION FOR ADDICTED PRISONER,358.72
Environment & Regeneration,2014-06-05,THOMPSONS OF PRUDHOE LTD,302.87
Adult and Culture,2014-06-03,14 EIGHTH ROW,9800.00
Adult and Culture,2014-06-03,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2014-06-20,5 STAR EASY OFFICE SUPPLIES,1069.23
Adult and Culture,2014-06-03,93 WINGROVE ROAD,4510.00
Environment & Regeneration,2014-06-03,A S PNEUMATICS,388.50
Environment & Regeneration,2014-06-25,A&J KEITH LTD,255.00
Environment & Regeneration,2014-06-26,A&J KEITH LTD,1260.80
Environment & Regeneration,2014-06-26,A&J KEITH LTD,397.94
Environment & Regeneration,2014-06-26,A&J KEITH LTD,1137.46
Environment & Regeneration,2014-06-26,A&J KEITH LTD,1036.30
Environment & Regeneration,2014-06-26,A&J KEITH LTD,397.94
Environment & Regeneration,2014-06-26,A&J KEITH LTD,255.00
Environment & Regeneration,2014-06-26,A&J KEITH LTD,255.00
Environment & Regeneration,2014-06-26,A&J KEITH LTD,255.00
Environment & Regeneration,2014-06-26,A&J KEITH LTD,933.00
Environment & Regeneration,2014-06-24,A&J KEITH LTD,2225.00
Environment & Regeneration,2014-06-24,A&J KEITH LTD,538.51
Environment & Regeneration,2014-06-24,A&J KEITH LTD,1317.00
Environment & Regeneration,2014-06-24,A&J KEITH LTD,1410.00
Environment & Regeneration,2014-06-24,A&J KEITH LTD,940.00
Environment & Regeneration,2014-06-24,A&J KEITH LTD,4700.00
Environment & Regeneration,2014-06-18,A&J KEITH LTD,944.85
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1002.96
Environment & Regeneration,2014-06-18,A&J KEITH LTD,470.00
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1295.19
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1587.57
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1225.97
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1614.41
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1252.62
Environment & Regeneration,2014-06-18,A&J KEITH LTD,315.19
Environment & Regeneration,2014-06-18,A&J KEITH LTD,1268.88
Environment & Regeneration,2014-06-20,A&J KEITH LTD,510.00
Environment & Regeneration,2014-06-20,A&J KEITH LTD,2279.81
