Organisational Unit,Payment Date,Benificiary Name,Amount
Children's Services,2014-02-21,3663,339.80
Environment & Regeneration,2014-02-05,3663,269.53
Environment & Regeneration,2014-02-20,3663,479.84
Environment & Regeneration,2014-02-21,3663,380.31
Environment & Regeneration,2014-02-18,3663,256.98
Children's Services,2014-02-03,CORE CATERING MAINTENANCE CONTRACTS LTD,482.32
Children's Services,2014-02-18,CORE CATERING MAINTENANCE CONTRACTS LTD,428.38
Adult and Culture,2014-02-18,REHABILITATION FOR ADDICTED PRISONER,2152.28
Environment & Regeneration,2014-02-27,THOMPSONS OF PRUDHOE LTD,425.48
Adult and Culture,2014-02-11,13 FERGUSONS LANE,1540.00
Adult and Culture,2014-02-11,14 EIGHTH ROW,9800.00
Adult and Culture,2014-02-11,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2014-02-26,93RD NEWCASTLE SCOUTS GROUP,300.00
Environment & Regeneration,2014-02-05,A FIFIELD SERVICES,795.00
Chief Executive's,2014-02-12,A KIME ELECTRICAL,368.00
Children's Services,2014-02-10,A WILDERNESS WAY,14000.00
Environment & Regeneration,2014-02-24,A&J KEITH LTD,4230.00
Environment & Regeneration,2014-02-25,A&J KEITH LTD,1015.79
Environment & Regeneration,2014-02-25,A&J KEITH LTD,928.28
Environment & Regeneration,2014-02-25,A&J KEITH LTD,1215.13
Environment & Regeneration,2014-02-25,A&J KEITH LTD,1029.43
Environment & Regeneration,2014-02-25,A&J KEITH LTD,973.38
Environment & Regeneration,2014-02-25,A&J KEITH LTD,296.44
Environment & Regeneration,2014-02-25,A&J KEITH LTD,810.96
Environment & Regeneration,2014-02-25,A&J KEITH LTD,1184.64
Environment & Regeneration,2014-02-25,A&J KEITH LTD,955.97
Environment & Regeneration,2014-02-25,A&J KEITH LTD,1091.87
Environment & Regeneration,2014-02-12,A&J KEITH LTD,271702.87
Environment & Regeneration,2014-02-10,A&S LOCKSMITHS,304.20
Environment & Regeneration,2014-02-13,AAA CHEMICALS LTD,430.80
Environment & Regeneration,2014-02-28,AAA CHEMICALS LTD,414.60
Environment & Regeneration,2014-02-13,AAA CHEMICALS LTD,15.00
Environment & Regeneration,2014-02-28,AAA CHEMICALS LTD,15.00
Environment & Regeneration,2014-02-04,AAA CHEMICALS LTD,484.00
Adult and Culture,2014-02-25,ABBEYFIELD CASTLE FARM,-1147.08
Adult and Culture,2014-02-25,ABBEYFIELD CASTLE FARM,3785.60
Adult and Culture,2014-02-25,ABBEYFIELD THE GROVE,-2080.48
Adult and Culture,2014-02-25,ABBEYFIELD THE GROVE,4358.41
Adult and Culture,2014-02-25,ABBEYMOOR,2865.40
Adult and Culture,2014-02-25,ABBEYMOOR,-315.20
Adult and Culture,2014-02-25,ABBEYMOOR,3462.52
Adult and Culture,2014-02-25,ABBEYMOOR,2010.56
Adult and Culture,2014-02-25,ABBEYMOOR,4000.00
Adult and Culture,2014-02-25,ABIGAIL HOUSE,-9219.35
Adult and Culture,2014-02-25,ABIGAIL HOUSE,32626.29
Chief Executive's,2014-02-26,ACCENTURE,6170.15
Adult and Culture,2014-02-20,ACCEPT CARE,-290.96
Adult and Culture,2014-02-20,ACCEPT CARE,1817.20
Adult and Culture,2014-02-20,ACCEPT CARE,4906.44
Environment & Regeneration,2014-02-27,ACCESS INDEPENDENT,1730.50
Children's Services,2014-02-03,ACROL AIR CONDITIONING CO LTD,666.98
Chief Executive's,2014-02-21,ACS LTD,1390.00
Children's Services,2014-02-10,ACTION FOR CHILDREN,11058.86
Children's Services,2014-02-10,ACTION FOR CHILDREN,3280.00
Children's Services,2014-02-24,ACTION FOR CHILDREN,846.00
Children's Services,2014-02-24,ACTION FOR CHILDREN,1598.00
Children's Services,2014-02-24,ACTION FOR CHILDREN,1410.00
Children's Services,2014-02-24,ACTION FOR CHILDREN,846.00
Children's Services,2014-02-28,ACTION FOR CHILDREN,25000.00
Children's Services,2014-02-24,ACTION FOR CHILDREN,1194.00
Children's Services,2014-02-28,ACTION FOR CHILDREN,1194.00
Adult and Culture,2014-02-12,ACTION ON HEARING LOSS,498.70
Adult and Culture,2014-02-12,ACTION ON HEARING LOSS,469.88
Adult and Culture,2014-02-10,ACTION ON HEARING LOSS,968.58
Adult and Culture,2014-02-24,ACTION ON HEARING LOSS,389.43
Children's Services,2014-02-21,ACTIVE ARK,3225.00
Adult and Culture,2014-02-11,ACTIVE HORIZONS LTD,-486.00
Adult and Culture,2014-02-11,ACTIVE HORIZONS LTD,-140.70
Adult and Culture,2014-02-11,ACTIVE HORIZONS LTD,1648.00
