Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2016-03-08,14 EIGHTH ROW,9800.00
Adult and Culture,2016-03-08,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2016-03-02,360 SOLUTIONS (UK) LTD,2940.00
Environment & Regeneration,2016-03-01,9 TO 5 SUPPLIES,879.00
Environment & Regeneration,2016-03-24,A PLANT ACROW,1220.00
Environment & Regeneration,2016-03-10,A S PNEUMATICS,265.00
Environment & Regeneration,2016-03-15,A S PNEUMATICS,960.10
Environment & Regeneration,2016-03-11,A&J KEITH LTD,2144.00
Environment & Regeneration,2016-03-03,A&J KEITH LTD,4089.66
Environment & Regeneration,2016-03-03,A&J KEITH LTD,2922.98
Environment & Regeneration,2016-03-03,A&J KEITH LTD,545.00
Environment & Regeneration,2016-03-03,A&J KEITH LTD,640.00
Environment & Regeneration,2016-03-11,A&J KEITH LTD,283535.07
Environment & Regeneration,2016-03-17,A&S LOCKSMITHS,395.38
Environment & Regeneration,2016-03-07,A&S LOCKSMITHS,279.95
Environment & Regeneration,2016-03-04,A&S LOCKSMITHS,1465.10
Environment & Regeneration,2016-03-04,A&S LOCKSMITHS,0.00
HRA,2016-03-22,AARAN BUILDERS (NE) LTD,996.00
Adult and Culture,2016-03-08,ABBEYFIELD CASTLE FARM,449.97
Adult and Culture,2016-03-22,ABBEYFIELD CASTLE FARM,3962.20
Adult and Culture,2016-03-22,ABBEYFIELD CASTLE FARM,-1021.00
Adult and Culture,2016-03-08,ABBEYFIELD THE GROVE,1294.59
Adult and Culture,2016-03-22,ABBEYFIELD THE GROVE,4280.96
Adult and Culture,2016-03-08,ABBEYFIELD THE GROVE,-168.13
Adult and Culture,2016-03-22,ABBEYFIELD THE GROVE,-1039.36
Adult and Culture,2016-03-22,ABBEYMOOR,-1005.28
Adult and Culture,2016-03-22,ABBEYMOOR,4000.00
Adult and Culture,2016-03-22,ABBEYMOOR,198.60
Adult and Culture,2016-03-23,ABC AWARDS,256.00
Adult and Culture,2016-03-11,ABC AWARDS,256.00
Adult and Culture,2016-03-24,ABC AWARDS,266.00
Environment & Regeneration,2016-03-17,ABEL ALARM COMPANY LTD,434.00
Environment & Regeneration,2016-03-17,ABEL ALARM COMPANY LTD,958.00
Adult and Culture,2016-03-08,ABIGAIL HOUSE,1616.77
Environment & Regeneration,2016-03-30,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,453.60
Chief Executive's,2016-03-24,ABRI TRADING LTD,2000000.00
Adult and Culture,2016-03-15,ABSOLUTE QUALITY CARE,14690.28
Adult and Culture,2016-03-15,ABSOLUTE QUALITY CARE,7077.68
Adult and Culture,2016-03-15,ABSOLUTE QUALITY CARE,61.60
Adult and Culture,2016-03-23,ACCOUNTABILITY,2782.00
Children's Services,2016-03-09,ACORN HOUSE,2920.00
Environment & Regeneration,2016-03-31,ACP,1100.00
Environment & Regeneration,2016-03-10,ACP,4099.70
Environment & Regeneration,2016-03-10,ACP,1446.15
Environment & Regeneration,2016-03-21,ACROL AIR CONDITIONING CO LTD,887.00
Environment & Regeneration,2016-03-07,ACROL AIR CONDITIONING CO LTD,278.28
Environment & Regeneration,2016-03-18,ACTAVO (UK) LTD,314.29
Adult and Culture,2016-03-17,ACTION FOR CHILDREN,6589.05
Children's Services,2016-03-04,ACTION FOR CHILDREN,2175.52
Children's Services,2016-03-09,ACTION FOR CHILDREN,7896.00
Children's Services,2016-03-30,ACTION FOR CHILDREN,11588.00
Adult and Culture,2016-03-21,ACTION ON HEARING LOSS,565.90
Adult and Culture,2016-03-08,ACTIVE HORIZONS LTD,1748.00
Adult and Culture,2016-03-08,ACTIVE HORIZONS LTD,1748.00
Adult and Culture,2016-03-08,ACTIVE HORIZONS LTD,-495.80
Chief Executive's,2016-03-10,ACTIVE INFORMATICS,9540.00
Chief Executive's,2016-03-14,ADARE LTD,3661.63
Chief Executive's,2016-03-17,ADARE LTD,4555.34
Chief Executive's,2016-03-17,ADARE LTD,3973.20
Chief Executive's,2016-03-16,ADARE LTD,29574.18
Environment & Regeneration,2016-03-21,ADC ELECTRICAL CO LTD(F),479.00
Environment & Regeneration,2016-03-15,ADC ELECTRICAL CO LTD(F),314.00
Environment & Regeneration,2016-03-29,ADC ELECTRICAL CO LTD(F),498.00
