Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,326,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,410,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,429,201805,O2 (UK) LTD,11.69,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,2078,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,705,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,919,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,1255,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,1437,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,1859,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,1967,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,2127,201805,O2 (UK) LTD,19.21,2018-08-03
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,2147,201805,O2 (UK) LTD,10.00,2018-08-03
Office of the Chief Executive,Supplies and Services,"Grants, Contribs & Subs",41231533,1,201805,LOCAL GOVERNMENT INFO UNIT,3745.00,2018-08-15
Office of the Chief Executive,Employees,Indirect Employee Expenses,44006248,0,201805,GOSS INTERACTIVE LIMITED,1391.50,2018-08-08
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600018,551,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,361,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,414,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,415,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,436,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,438,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,439,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,474,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1001,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1274,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1806,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1991,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,2008,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,2149,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",44004999,3,201805,CIPFA BUSINESS LIMITED,6088.25,2018-08-07
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148028439,2,201805,MARSH LTD,7947.75,2018-08-23
Corporate Resources,Supplies and Services,Comms & Computing,60600018,32,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,461,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,462,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,466,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,467,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,473,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,475,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1339,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1604,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",44004999,4,201805,CIPFA BUSINESS LIMITED,2040.00,2018-08-07
Corporate Resources,Supplies and Services,Comms & Computing,60600018,494,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1654,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1854,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1867,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",44004999,5,201805,CIPFA BUSINESS LIMITED,490.00,2018-08-07
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1489,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1507,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1530,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1533,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1536,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1541,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,Comms & Computing,60600018,1542,201805,O2 (UK) LTD,10.00,2018-08-03
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",44004999,8,201805,CIPFA BUSINESS LIMITED,1600.00,2018-08-07
Corporate Resources,Supplies and Services,Comms & Computing,41231477,1,201805,QUICKTHINK CLOUD LIMITED,3038.80,2018-08-13
Corporate Resources,Supplies and Services,Comms & Computing,41231478,1,201805,QUICKTHINK CLOUD LIMITED,1310.29,2018-08-13
