Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,Comms & Computing,60600025,2174,201811,O2 (UK) LTD,4.5,2019-02-25
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41243942,1,201811,ADT FIRE & SECURITY PLC,7000,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,148030141,1,201811,ROYAL MAIL,219.15,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030141,2,201811,ROYAL MAIL,673.96,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030299,1,201811,ROYAL MAIL,114.88,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030299,2,201811,ROYAL MAIL,655.45,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,1,201811,ROYAL MAIL,564.48,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,2,201811,ROYAL MAIL,625.8,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,60600024,713,201811,O2 (UK) LTD,0.1,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1387,201811,O2 (UK) LTD,0.99,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1768,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1773,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1793,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1796,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1850,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1856,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1902,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1946,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1950,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1973,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,2387,201811,O2 (UK) LTD,1.47,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600025,115,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,117,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,126,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,127,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,403,201811,O2 (UK) LTD,4.15,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,884,201811,O2 (UK) LTD,0.04,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1708,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1709,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1718,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1722,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1725,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1737,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1957,201811,O2 (UK) LTD,1.04,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,2206,201811,O2 (UK) LTD,0.02,2019-02-25
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41244173,1,201811,TEAM NETSOL,10493,2019-02-14
Corporate Resources,Third Party Payments,Third Party Payments,41244992,1,201811,CITIZENS ADVICE GATESHEAD,40000,2019-02-28
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1349,201811,O2 (UK) LTD,2.46,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1733,201811,O2 (UK) LTD,0.61,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,2280,201811,O2 (UK) LTD,0.05,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600025,886,201811,O2 (UK) LTD,0.45,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1866,201811,O2 (UK) LTD,0.53,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1924,201811,O2 (UK) LTD,6.1,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600024,89,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600025,1751,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44028068,0,201811,SERVELEC SOCIAL CARE LTD,2452,2019-02-28
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41243436,1,201811,PREPAID FINANCIAL SERVICES LTD,3514.35,2019-02-06
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41243436,2,201811,PREPAID FINANCIAL SERVICES LTD,1151.2,2019-02-06
Corporate Resources,Supplies and Services,Comms & Computing,41243603,1,201811,SAGE UK LTD,1545,2019-02-08
Corporate Resources,Supplies and Services,Comms & Computing,41244961,1,201811,ERNST & YOUNG LLP,4000,2019-02-27
Corporate Resources,Supplies and Services,Comms & Computing,148030387,1,201811,MHR INTERNATIONAL UK LTD,19276.39,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030388,1,201811,MHR INTERNATIONAL UK LTD,12125.62,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030380,1,201811,MHR INTERNATIONAL UK LTD,509.5,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030389,1,201811,MHR INTERNATIONAL UK LTD,1607.46,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030390,1,201811,MHR INTERNATIONAL UK LTD,2262.33,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030141,6,201811,ROYAL MAIL,43.13,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030299,6,201811,ROYAL MAIL,44.84,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,6,201811,ROYAL MAIL,22.96,2019-02-15
Corporate Resources,Transport,Public Transport and Taxi Fares,148030257,1,201811,CLICK TRAVEL LTD,4308.94,2019-02-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148030260,1,201811,CLICK TRAVEL LTD,6337.48,2019-02-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148030261,1,201811,CLICK TRAVEL LTD,2576.93,2019-02-13
Corporate Resources,Supplies and Services,Comms & Computing,44026484,0,201811,TWOFOLD LTD,546.97,2019-02-08
Corporate Resources,Supplies and Services,Comms & Computing,148030141,3,201811,ROYAL MAIL,163.06,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030141,4,201811,ROYAL MAIL,145.04,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030299,3,201811,ROYAL MAIL,146.46,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030299,4,201811,ROYAL MAIL,169.95,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,3,201811,ROYAL MAIL,205.01,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,4,201811,ROYAL MAIL,187.35,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1641,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,1990,201811,O2 (UK) LTD,7.86,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,2334,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600025,625,201811,O2 (UK) LTD,8.4,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,906,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,60600025,2439,201811,O2 (UK) LTD,10,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,148030141,5,201811,ROYAL MAIL,188.69,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030299,5,201811,ROYAL MAIL,18.36,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,5,201811,ROYAL MAIL,33.55,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030141,8,201811,ROYAL MAIL,16.01,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,148030299,8,201811,ROYAL MAIL,27.52,2019-02-15
Corporate Resources,Supplies and Services,Comms & Computing,148030301,8,201811,ROYAL MAIL,39.88,2019-02-15
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41241774,1,201811,DISCLOSURE & BARRING SERVICE,5764,2019-02-08
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41243753,1,201811,DISCLOSURE & BARRING SERVICE,4978,2019-02-12
Corporate Resources,Employees,Indirect Employee Expenses,44028119,0,201811,QA LTD,10000,2019-02-25
Corporate Resources,Employees,Indirect Employee Expenses,44028366,0,201811,QA LTD,1020.76,2019-02-27
Corporate Resources,Supplies and Services,"Printing, Stationery etc",41244781,1,201811,VODAFONE,3192.03,2019-02-21
Corporate Resources,Supplies and Services,Comms & Computing,41243491,1,201811,VIRGIN MEDIA LTD,1065.03,2019-02-06
Corporate Resources,Supplies and Services,Comms & Computing,41243492,1,201811,VIRGIN MEDIA LTD,8012.25,2019-02-06
Corporate Resources,Supplies and Services,Comms & Computing,41243658,1,201811,VIRGIN MEDIA LTD,788.33,2019-02-08
Corporate Resources,Supplies and Services,Comms & Computing,41243659,1,201811,VIRGIN MEDIA LTD,788.33,2019-02-08
Corporate Resources,Supplies and Services,Comms & Computing,43991946,1,201811,VIRGIN MEDIA LTD,714.42,2019-02-12
Corporate Resources,Supplies and Services,Comms & Computing,43991948,0,201811,VIRGIN MEDIA LTD,1203.23,2019-02-05
Corporate Resources,Supplies and Services,Comms & Computing,43991955,1,201811,VIRGIN MEDIA LTD,1779.3,2019-02-12
Corporate Resources,Supplies and Services,Comms & Computing,44028105,0,201811,MAIL MANAGER LIMITED,1690,2019-02-25
Corporate Resources,Supplies and Services,Comms & Computing,41243662,1,201811,DURHAM COUNTY COUNCIL,15000,2019-02-08
Corporate Resources,Supplies and Services,Comms & Computing,41245118,1,201811,VIRGIN MEDIA PAYMENTS LTD,5262.87,2019-02-27
Corporate Resources,Supplies and Services,Comms & Computing,44025277,0,201811,CIVICA LTD,740,2019-02-12
Corporate Resources,Supplies and Services,Comms & Computing,41244297,1,201811,VIRGIN MEDIA BUSINESS,2323.8,2019-02-18
Corporate Resources,Supplies and Services,Comms & Computing,41244297,2,201811,VIRGIN MEDIA BUSINESS,1994.04,2019-02-18
Corporate Resources,Supplies and Services,Comms & Computing,60600024,25,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,26,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,28,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,34,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,36,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,41,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,43,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,44,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,49,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,51,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,53,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,55,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,116,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,142,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,171,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,200,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,214,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,264,201811,O2 (UK) LTD,9.35,2019-02-14
Corporate Resources,Supplies and Services,Comms & Computing,60600024,269,201811,O2 (UK) LTD,9.35,2019-02-14
