Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000287,0,201701,DUNSTON HILL OUT OF SCHOOL CLUB,525.86,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000288,0,201701,CROOKHILL EARLY YEARS,22503.70,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000289,0,201701,BUMBLE BEES PRE-SCHOOL,8433.17,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000290,0,201701,REDACTED - Personal Information,511.72,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000291,0,201701,REDACTED - Personal Information,503.76,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000292,0,201701,ST PHILIPS PRE-SCHOOL,17155.16,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000293,0,201701,REDACTED - Personal Information,505.77,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000294,0,201701,VILLAGE MONTESSORI NURSERY SCHOOL,17595.17,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000295,0,201701,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,8428.43,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000296,0,201701,ROSE VILLA DAY NURSERY,32503.65,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000297,0,201701,THE VILLAGE MONTESSORI @ WREKENTON,4770.91,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000298,0,201701,LITTLE HEARTS PRE SCHOOL,20961.61,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000299,0,201701,TIK TOK NURSERY,36645.37,2017-04-24
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",6000300,0,201701,BRIDGES NURSERY,29417.49,2017-04-24
