Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035317,1,202002,Barclaycard - Global Commercial Payments,7.20,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035474,1,202002,Barclaycard - Global Commercial Payments,68.00,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035699,1,202002,Barclaycard - Global Commercial Payments,6.06,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035886,1,202002,Barclaycard - Global Commercial Payments,7.48,2020-05-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036031,1,202002,Barclaycard - Global Commercial Payments,10.89,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035991,1,202002,Barclaycard - Global Commercial Payments,82.09,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036039,1,202002,Barclaycard - Global Commercial Payments,40.00,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036040,1,202002,Barclaycard - Global Commercial Payments,60.00,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036127,1,202002,Barclaycard - Global Commercial Payments,46.67,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036286,1,202002,Barclaycard - Global Commercial Payments,433.75,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036331,1,202002,Barclaycard - Global Commercial Payments,158.33,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033926,1,202002,Barclaycard - Global Commercial Payments,84.73,2020-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200034153,1,202002,Barclaycard - Global Commercial Payments,178.98,2020-05-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036383,1,202002,Barclaycard - Global Commercial Payments,50.00,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036483,1,202002,Barclaycard - Global Commercial Payments,117.21,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036484,1,202002,Barclaycard - Global Commercial Payments,16.93,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036485,1,202002,Barclaycard - Global Commercial Payments,36.45,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036308,1,202002,Barclaycard - Global Commercial Payments,32.00,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033435,1,202002,Barclaycard - Global Commercial Payments,31.48,2020-05-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200034089,1,202002,Barclaycard - Global Commercial Payments,39.92,2020-05-13
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200034882,1,202002,Barclaycard - Global Commercial Payments,23.96,2020-05-13
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035213,1,202002,Barclaycard - Global Commercial Payments,35.79,2020-05-13
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035917,1,202002,Barclaycard - Global Commercial Payments,222.46,2020-05-13
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035918,1,202002,Barclaycard - Global Commercial Payments,152.44,2020-05-13
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035973,1,202002,Barclaycard - Global Commercial Payments,48.91,2020-05-19
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200036296,1,202002,Barclaycard - Global Commercial Payments,49.58,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035604,1,202002,Barclaycard - Global Commercial Payments,26.23,2020-05-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035605,1,202002,Barclaycard - Global Commercial Payments,132.50,2020-05-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035704,1,202002,Barclaycard - Global Commercial Payments,132.50,2020-05-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035705,1,202002,Barclaycard - Global Commercial Payments,23.85,2020-05-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035956,1,202002,Barclaycard - Global Commercial Payments,265.00,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036025,1,202002,Barclaycard - Global Commercial Payments,516.91,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036129,1,202002,Barclaycard - Global Commercial Payments,4.73,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036140,1,202002,Barclaycard - Global Commercial Payments,233.32,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036141,1,202002,Barclaycard - Global Commercial Payments,29.05,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036142,1,202002,Barclaycard - Global Commercial Payments,389.20,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036250,1,202002,Barclaycard - Global Commercial Payments,358.45,2020-05-26
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200025905,1,202002,Barclaycard - Global Commercial Payments,15.33,2020-05-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200034154,1,202002,Barclaycard - Global Commercial Payments,131.42,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200034684,1,202002,Barclaycard - Global Commercial Payments,58.33,2020-05-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200034778,1,202002,Barclaycard - Global Commercial Payments,13.44,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200034857,1,202002,Barclaycard - Global Commercial Payments,42.01,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035049,1,202002,Barclaycard - Global Commercial Payments,89.06,2020-05-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035050,1,202002,Barclaycard - Global Commercial Payments,5.25,2020-05-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035390,1,202002,Barclaycard - Global Commercial Payments,33.47,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035445,1,202002,Barclaycard - Global Commercial Payments,9.00,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035455,1,202002,Barclaycard - Global Commercial Payments,218.19,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035762,1,202002,Barclaycard - Global Commercial Payments,208.55,2020-05-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035866,1,202002,Barclaycard - Global Commercial Payments,28.04,2020-05-15
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036128,1,202002,Barclaycard - Global Commercial Payments,17.73,2020-05-19
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",200036138,1,202002,Barclaycard - Global Commercial Payments,14.16,2020-05-19
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",200035893,1,202002,Barclaycard - Global Commercial Payments,432.50,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036378,1,202002,Barclaycard - Global Commercial Payments,12.45,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035622,1,202002,Barclaycard - Global Commercial Payments,7.99,2020-05-08
Schools,Supplies and Services,"Furn, Equip & Mats",200035664,1,202002,Barclaycard - Global Commercial Payments,39.13,2020-05-04
Schools,Supplies and Services,"Furn, Equip & Mats",200035684,1,202002,Barclaycard - Global Commercial Payments,19.98,2020-05-04
Schools,Supplies and Services,"Furn, Equip & Mats",200035789,1,202002,Barclaycard - Global Commercial Payments,41.00,2020-05-15
Schools,Supplies and Services,"Furn, Equip & Mats",200035790,1,202002,Barclaycard - Global Commercial Payments,2.53,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036030,1,202002,Barclaycard - Global Commercial Payments,14.98,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035608,1,202002,Barclaycard - Global Commercial Payments,40.00,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200036254,1,202002,Barclaycard - Global Commercial Payments,59.90,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036003,1,202002,Barclaycard - Global Commercial Payments,87.50,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036183,1,202002,Barclaycard - Global Commercial Payments,14.57,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035987,1,202002,Barclaycard - Global Commercial Payments,11.99,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035999,1,202002,Barclaycard - Global Commercial Payments,9.63,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036081,1,202002,Barclaycard - Global Commercial Payments,54.05,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036149,1,202002,Barclaycard - Global Commercial Payments,30.00,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036150,1,202002,Barclaycard - Global Commercial Payments,13.35,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036208,1,202002,Barclaycard - Global Commercial Payments,24.95,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036234,1,202002,Barclaycard - Global Commercial Payments,69.90,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036235,1,202002,Barclaycard - Global Commercial Payments,70.80,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036255,1,202002,Barclaycard - Global Commercial Payments,99.00,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036305,1,202002,Barclaycard - Global Commercial Payments,11.23,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036530,1,202002,Barclaycard - Global Commercial Payments,36.24,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035988,1,202002,Barclaycard - Global Commercial Payments,2.14,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036019,1,202002,Barclaycard - Global Commercial Payments,1.64,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036047,1,202002,Barclaycard - Global Commercial Payments,42.67,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036103,1,202002,Barclaycard - Global Commercial Payments,5.48,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036200,1,202002,Barclaycard - Global Commercial Payments,49.41,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036201,1,202002,Barclaycard - Global Commercial Payments,2.14,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036347,1,202002,Barclaycard - Global Commercial Payments,80.18,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035862,1,202002,Barclaycard - Global Commercial Payments,7.99,2020-05-05
Schools,Supplies and Services,"Furn, Equip & Mats",200036048,1,202002,Barclaycard - Global Commercial Payments,7.99,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035925,1,202002,Barclaycard - Global Commercial Payments,40.00,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035989,1,202002,Barclaycard - Global Commercial Payments,29.13,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200036021,1,202002,Barclaycard - Global Commercial Payments,40.00,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035457,1,202002,Barclaycard - Global Commercial Payments,3.49,2020-05-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035458,1,202002,Barclaycard - Global Commercial Payments,56.67,2020-05-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035504,1,202002,Barclaycard - Global Commercial Payments,100.00,2020-05-06
Schools,Supplies and Services,"Furn, Equip & Mats",200036029,1,202002,Barclaycard - Global Commercial Payments,60.00,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035998,1,202002,Barclaycard - Global Commercial Payments,100.00,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035976,1,202002,Barclaycard - Global Commercial Payments,6.42,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036065,1,202002,Barclaycard - Global Commercial Payments,8.83,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036124,1,202002,Barclaycard - Global Commercial Payments,7.32,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200036283,1,202002,Barclaycard - Global Commercial Payments,8.19,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035726,1,202002,Barclaycard - Global Commercial Payments,65.83,2020-05-27
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035828,1,202002,Barclaycard - Global Commercial Payments,18.00,2020-05-27
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035829,1,202002,Barclaycard - Global Commercial Payments,5.10,2020-05-29
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036391,1,202002,Barclaycard - Global Commercial Payments,6.67,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033816,1,202002,Barclaycard - Global Commercial Payments,16.00,2020-05-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033974,1,202002,Barclaycard - Global Commercial Payments,9.81,2020-05-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200034832,1,202002,Barclaycard - Global Commercial Payments,37.10,2020-05-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200034925,1,202002,Barclaycard - Global Commercial Payments,11.50,2020-05-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035475,1,202002,Barclaycard - Global Commercial Payments,13.16,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035623,1,202002,Barclaycard - Global Commercial Payments,6.26,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035825,1,202002,Barclaycard - Global Commercial Payments,2.37,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035878,1,202002,Barclaycard - Global Commercial Payments,15.27,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035949,1,202002,Barclaycard - Global Commercial Payments,3.99,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035950,1,202002,Barclaycard - Global Commercial Payments,16.10,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036094,1,202002,Barclaycard - Global Commercial Payments,1.78,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200036052,1,202002,Barclaycard - Global Commercial Payments,40.89,2020-05-19
Schools,Supplies and Services,"Furn, Equip & Mats",200035428,1,202002,Barclaycard - Global Commercial Payments,3.80,2020-05-20
Schools,Supplies and Services,"Furn, Equip & Mats",200036330,1,202002,Barclaycard - Global Commercial Payments,8.69,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035822,1,202002,Barclaycard - Global Commercial Payments,39.99,2020-05-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035883,1,202002,Barclaycard - Global Commercial Payments,17.99,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036064,1,202002,Barclaycard - Global Commercial Payments,15.97,2020-05-19
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035905,1,202002,Barclaycard - Global Commercial Payments,70.43,2020-05-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035906,1,202002,Barclaycard - Global Commercial Payments,94.22,2020-05-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036238,1,202002,Barclaycard - Global Commercial Payments,81.57,2020-05-26
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036083,1,202002,Barclaycard - Global Commercial Payments,67.91,2020-05-26
Resources and Digital,Supplies and Services,"Furn, Equip & Mats",200035855,1,202002,Barclaycard - Global Commercial Payments,11.92,2020-05-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035848,1,202002,Barclaycard - Global Commercial Payments,6.48,2020-05-22
Schools,Supplies and Services,"Furn, Equip & Mats",200036217,1,202002,Barclaycard - Global Commercial Payments,34.98,2020-05-26
Schools,Supplies and Services,"Furn, Equip & Mats",200035380,1,202002,Barclaycard - Global Commercial Payments,35.00,2020-05-20
"Housing, Environment and Healthy Communities",Supplies and Services,Catering & Provisions,200036074,1,202002,Barclaycard - Global Commercial Payments,160.50,2020-05-19
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035912,1,202002,Barclaycard - Global Commercial Payments,5.50,2020-05-27
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035728,1,202002,Barclaycard - Global Commercial Payments,15.00,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035725,1,202002,Barclaycard - Global Commercial Payments,373.12,2020-05-27
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035830,1,202002,Barclaycard - Global Commercial Payments,129.71,2020-05-29
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035927,1,202002,Barclaycard - Global Commercial Payments,2.50,2020-05-18
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035996,1,202002,Barclaycard - Global Commercial Payments,49.79,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036056,1,202002,Barclaycard - Global Commercial Payments,19.44,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036096,1,202002,Barclaycard - Global Commercial Payments,10.00,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036175,1,202002,Barclaycard - Global Commercial Payments,15.66,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036207,1,202002,Barclaycard - Global Commercial Payments,35.37,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036295,1,202002,Barclaycard - Global Commercial Payments,22.77,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036334,1,202002,Barclaycard - Global Commercial Payments,41.79,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036392,1,202002,Barclaycard - Global Commercial Payments,30.94,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036480,1,202002,Barclaycard - Global Commercial Payments,33.12,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036481,1,202002,Barclaycard - Global Commercial Payments,32.67,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036482,1,202002,Barclaycard - Global Commercial Payments,3.65,2020-05-26
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200035801,1,202002,Barclaycard - Global Commercial Payments,74.33,2020-05-18
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200036062,1,202002,Barclaycard - Global Commercial Payments,78.02,2020-05-19
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033292,1,202002,Barclaycard - Global Commercial Payments,58.44,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033390,1,202002,Barclaycard - Global Commercial Payments,153.50,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033462,1,202002,Barclaycard - Global Commercial Payments,79.42,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033813,1,202002,Barclaycard - Global Commercial Payments,31.17,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033815,1,202002,Barclaycard - Global Commercial Payments,119.55,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033973,1,202002,Barclaycard - Global Commercial Payments,20.00,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033976,1,202002,Barclaycard - Global Commercial Payments,41.06,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200033977,1,202002,Barclaycard - Global Commercial Payments,16.00,2020-05-14
"Children, Adults and Families",Supplies and Services,Catering & Provisions,200034198,1,202002,Barclaycard - Global Commercial Payments,141.55,2020-05-14
