Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Communities & Environment,Transport,Contract Hire,41213944,1,201709,SPEEDY ASSET SERVICES LIMITED,616,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214057,1,201709,SPEEDY ASSET SERVICES LIMITED,440,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214060,1,201709,SPEEDY ASSET SERVICES LIMITED,462,2017-12-14,
Communities & Environment,Employees,Agency Staff,60091248,54,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,14,201709,DE POEL MANAGED SERVICES LIMITED,861.37,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,40,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,46,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091248,15,201709,DE POEL MANAGED SERVICES LIMITED,792.6,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,21,201709,DE POEL MANAGED SERVICES LIMITED,1003.17,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,29,201709,DE POEL MANAGED SERVICES LIMITED,869.81,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,10,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,21,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,25,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,14,201709,DE POEL MANAGED SERVICES LIMITED,1003.17,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,25,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,29,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,21,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,39,201709,DE POEL MANAGED SERVICES LIMITED,450.09,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,86,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091248,7,201709,DE POEL MANAGED SERVICES LIMITED,1005.92,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,5,201709,DE POEL MANAGED SERVICES LIMITED,1005.92,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,4,201709,DE POEL MANAGED SERVICES LIMITED,1005.92,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,27,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978087,0,201709,ROADSAFE CORPORATE GROUP LTD,460,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213678,1,201709,TOTAL MAINTENANCE & ENGINEERING,3825,2017-12-13,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213635,3,201709,JOBLING PURSER LTD,344.21,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213641,3,201709,JOBLING PURSER LTD,342.5,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213644,2,201709,JOBLING PURSER LTD,427.7,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213645,1,201709,JOBLING PURSER LTD,349.32,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214025,3,201709,JOBLING PURSER LTD,610.81,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214028,3,201709,JOBLING PURSER LTD,841.7,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214536,6,201709,NORTH EAST CONCRETE LTD,351.12,2017-12-21,
Communities & Environment,Transport,Contract Hire,41214120,1,201709,WERNICK HIRE LTD,642.86,2017-12-15,
Communities & Environment,Transport,Contract Hire,41214226,1,201709,NIXON HIRE LTD,418,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213657,4,201709,NORTH EAST CONCRETE LTD,2437.12,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214210,2,201709,NORTH EAST CONCRETE LTD,696.32,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214536,5,201709,NORTH EAST CONCRETE LTD,2070.16,2017-12-21,
Communities & Environment,Supplies and Services,Other Running Costs,41213499,1,201709,GEORGE VARDY LTD,975,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41213526,1,201709,GEORGE VARDY LTD,5274.75,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41213526,2,201709,GEORGE VARDY LTD,425,2017-12-11,
Communities & Environment,Transport,Contract Hire,41214061,1,201709,SPEEDY ASSET SERVICES LIMITED,66,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214062,4,201709,SPEEDY ASSET SERVICES LIMITED,44,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213633,2,201709,JOBLING PURSER LTD,127.98,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213644,3,201709,JOBLING PURSER LTD,124.62,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213645,3,201709,JOBLING PURSER LTD,220.6,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213651,1,201709,NORTH EAST CONCRETE LTD,94.8,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213657,5,201709,NORTH EAST CONCRETE LTD,644.56,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214210,5,201709,NORTH EAST CONCRETE LTD,191.88,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214246,4,201709,NORTH EAST CONCRETE LTD,83,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214252,2,201709,NORTH EAST CONCRETE LTD,731.64,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214536,7,201709,NORTH EAST CONCRETE LTD,159.12,2017-12-21,
Communities & Environment,Supplies and Services,Other Running Costs,41213497,1,201709,GEORGE VARDY LTD,1556,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41214101,1,201709,GEORGE VARDY LTD,800,2017-12-15,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43976203,0,201709,THE FESTIVE LIGHTING COMPANY,1060,2017-12-01,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43976203,1,201709,THE FESTIVE LIGHTING COMPANY,474,2017-12-01,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43976768,0,201709,JR SCOTT & SON,2966,2017-12-04,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978150,0,201709,THE FESTIVE LIGHTING COMPANY,1029.2,2017-12-22,
Communities & Environment,Supplies and Services,Other Running Costs,147039050,1,201709,TARMAC LTD,204470.1,2017-12-19,
Communities & Environment,Employees,Agency Staff,60091248,3,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,6,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,8,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,17,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,20,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,48,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,4,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,16,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,22,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,26,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,28,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,54,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,2,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,6,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,13,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,23,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,26,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,11,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,14,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,31,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,34,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,52,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,88,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,89,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214061,2,201709,SPEEDY ASSET SERVICES LIMITED,198,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214062,2,201709,SPEEDY ASSET SERVICES LIMITED,220,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213403,1,201709,JOBLING PURSER LTD,365.42,2017-12-07,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213631,2,201709,JOBLING PURSER LTD,257.65,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213633,1,201709,JOBLING PURSER LTD,331.75,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213635,1,201709,JOBLING PURSER LTD,257.64,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213641,2,201709,JOBLING PURSER LTD,217.24,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213644,4,201709,JOBLING PURSER LTD,309.86,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213645,2,201709,JOBLING PURSER LTD,580.98,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213651,3,201709,NORTH EAST CONCRETE LTD,66.4,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214025,1,201709,JOBLING PURSER LTD,424.37,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214028,2,201709,JOBLING PURSER LTD,390.68,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214032,1,201709,JOBLING PURSER LTD,575.94,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214210,3,201709,NORTH EAST CONCRETE LTD,117,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214536,8,201709,NORTH EAST CONCRETE LTD,223.04,2017-12-21,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43976918,0,201709,KEYLINE BUILDERS MERCHANTS LTD,489.62,2017-12-04,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978088,0,201709,ROADSAFE CORPORATE GROUP LTD,600,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43979141,0,201709,PREMIER TRAFFIC MANAGEMENT,480,2017-12-19,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,558,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,523,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Other Running Costs,41213497,3,201709,GEORGE VARDY LTD,175,2017-12-11,
Communities & Environment,Employees,Agency Staff,60091248,4,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,11,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,59,201709,DE POEL MANAGED SERVICES LIMITED,518.32,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,2,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,58,201709,DE POEL MANAGED SERVICES LIMITED,518.32,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,0,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,18,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,17,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,29,201709,DE POEL MANAGED SERVICES LIMITED,518.32,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,32,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,36,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214061,4,201709,SPEEDY ASSET SERVICES LIMITED,66,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214062,3,201709,SPEEDY ASSET SERVICES LIMITED,44,2017-12-14,
Communities & Environment,Supplies and Services,Other Running Costs,41213497,2,201709,GEORGE VARDY LTD,200,2017-12-11,
Communities & Environment,Employees,Agency Staff,60091248,23,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,23,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,9,201709,DE POEL MANAGED SERVICES LIMITED,850.23,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,22,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,56,201709,DE POEL MANAGED SERVICES LIMITED,705.51,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,41,201709,DE POEL MANAGED SERVICES LIMITED,533.44,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,73,201709,DE POEL MANAGED SERVICES LIMITED,535.04,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,93,201709,DE POEL MANAGED SERVICES LIMITED,785.84,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214026,1,201709,SPEEDY ASSET SERVICES LIMITED,572,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214062,5,201709,SPEEDY ASSET SERVICES LIMITED,44,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43975281,0,201709,AV WORKS LTD,1034,2017-12-18,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978086,0,201709,PREMIER TRAFFIC MANAGEMENT,780,2017-12-12,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1035,201709,O2 (UK) LTD,0.24,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1040,201709,O2 (UK) LTD,0.12,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1210,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1412,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1433,201709,O2 (UK) LTD,4.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1479,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1480,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1488,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1554,201709,O2 (UK) LTD,4.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1556,201709,O2 (UK) LTD,4.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1565,201709,O2 (UK) LTD,4.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1568,201709,O2 (UK) LTD,4.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1912,201709,O2 (UK) LTD,9.5,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1955,201709,O2 (UK) LTD,3.76,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,394,201709,O2 (UK) LTD,9.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,692,201709,O2 (UK) LTD,0.7,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1179,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1447,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1465,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1469,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1488,201709,O2 (UK) LTD,4.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1552,201709,O2 (UK) LTD,4.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1555,201709,O2 (UK) LTD,4.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1556,201709,O2 (UK) LTD,4.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1561,201709,O2 (UK) LTD,4.5,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1642,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Employees,Agency Staff,60091248,16,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,18,201709,DE POEL MANAGED SERVICES LIMITED,1005.92,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,26,201709,DE POEL MANAGED SERVICES LIMITED,1030.63,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,27,201709,DE POEL MANAGED SERVICES LIMITED,1003.17,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091248,41,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,1,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,27,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,30,201709,DE POEL MANAGED SERVICES LIMITED,1003.17,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091249,31,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,1,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,17,201709,DE POEL MANAGED SERVICES LIMITED,1019.84,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,27,201709,DE POEL MANAGED SERVICES LIMITED,1030.63,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,31,201709,DE POEL MANAGED SERVICES LIMITED,1033.43,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,2,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,44,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,51,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,55,201709,DE POEL MANAGED SERVICES LIMITED,783.49,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,63,201709,DE POEL MANAGED SERVICES LIMITED,652.08,2017-12-22,
Communities & Environment,Employees,Agency Staff,60091251,85,201709,DE POEL MANAGED SERVICES LIMITED,603.09,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214062,1,201709,SPEEDY ASSET SERVICES LIMITED,312,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978149,0,201709,FABRIKAT (NOTTINGHAM) LTD,847.6,2017-12-12,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1405,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1643,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213651,4,201709,NORTH EAST CONCRETE LTD,141.1,2017-12-12,
Communities & Environment,Supplies and Services,Other Running Costs,41213550,1,201709,GEORGE VARDY LTD,1775,2017-12-11,
Communities & Environment,Employees,Agency Staff,60091248,24,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-05,
Communities & Environment,Employees,Agency Staff,60091249,29,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091250,19,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-12,
Communities & Environment,Employees,Agency Staff,60091251,9,201709,DE POEL MANAGED SERVICES LIMITED,650.13,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214061,5,201709,SPEEDY ASSET SERVICES LIMITED,66,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214246,5,201709,NORTH EAST CONCRETE LTD,80,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214388,1,201709,ROADSAFE CORPORATE GROUP LTD,720,2017-12-20,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43976629,0,201709,JOHN DAVIDSON (PIPES) LTD,708.19,2017-12-05,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43977304,0,201709,JOHN DAVIDSON (PIPES) LTD,2623.5,2017-12-06,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43977306,0,201709,JOHN DAVIDSON (PIPES) LTD,690.64,2017-12-20,
Communities & Environment,Supplies and Services,Comms & Computing,60600010,1471,201709,O2 (UK) LTD,10,2017-12-05,
Communities & Environment,Supplies and Services,Comms & Computing,60600011,1471,201709,O2 (UK) LTD,10,2017-12-20,
Communities & Environment,Supplies and Services,Other Running Costs,41214100,1,201709,GEORGE VARDY LTD,975,2017-12-15,
Communities & Environment,Supplies and Services,Other Running Costs,43976764,0,201709,CITY OF NEWCASTLE UPON TYNE,450,2017-12-05,
Communities & Environment,Third Party Payments,Third Party Payments,41214320,1,201709,PREMIER ROADMARKINGS LTD,1964,2017-12-22,
Communities & Environment,Third Party Payments,Third Party Payments,41214320,2,201709,PREMIER ROADMARKINGS LTD,5082,2017-12-22,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43977512,0,201709,GLASDON UK LTD,1272.05,2017-12-07,
Communities & Environment,Supplies and Services,Other Running Costs,41213553,1,201709,GEORGE VARDY LTD,200,2017-12-11,
Communities & Environment,Transport,Contract Hire,41214061,3,201709,SPEEDY ASSET SERVICES LIMITED,66,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214255,1,201709,NIXON HIRE LTD,440.4,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213403,2,201709,JOBLING PURSER LTD,364.29,2017-12-07,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213405,2,201709,JOBLING PURSER LTD,235.03,2017-12-07,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213631,1,201709,JOBLING PURSER LTD,659.08,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213633,3,201709,JOBLING PURSER LTD,218.56,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213635,2,201709,JOBLING PURSER LTD,173.81,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213641,1,201709,JOBLING PURSER LTD,180.51,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213644,1,201709,JOBLING PURSER LTD,545.61,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214025,4,201709,JOBLING PURSER LTD,352.63,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214032,2,201709,JOBLING PURSER LTD,570.93,2017-12-14,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213647,1,201709,MTS GROUP,2291.3,2017-12-12,
Communities & Environment,Supplies and Services,Other Running Costs,41213497,5,201709,GEORGE VARDY LTD,375,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41214101,2,201709,GEORGE VARDY LTD,175,2017-12-15,
Communities & Environment,Supplies and Services,Other Running Costs,41213509,1,201709,GEORGE VARDY LTD,800,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41214164,1,201709,NORTHUMBERLAND COUNTY COUNCIL,1890,2017-12-22,
Communities & Environment,Transport,Contract Hire,41214399,1,201709,WERNICK HIRE LTD,642.85,2017-12-20,
Communities & Environment,Transport,Contract Hire,41214401,1,201709,WERNICK HIRE LTD,642.86,2017-12-20,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43978084,0,201709,PREMIER TRAFFIC MANAGEMENT,2335,2017-12-12,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43979138,0,201709,PREMIER TRAFFIC MANAGEMENT,1190,2017-12-19,
Communities & Environment,Supplies and Services,Other Running Costs,41214205,1,201709,CITY OF NEWCASTLE UPON TYNE,14984.2,2017-12-22,
Communities & Environment,Supplies and Services,Other Running Costs,41214117,3,201709,GEORGE VARDY LTD,430.5,2017-12-15,
Communities & Environment,Transport,Contract Hire,41214109,1,201709,GEORGE VARDY LTD,900,2017-12-15,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41214246,2,201709,NORTH EAST CONCRETE LTD,123,2017-12-19,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43977067,0,201709,AQUEOUS 1ST KWIK FLOW LTD,684.42,2017-12-07,
Communities & Environment,Supplies and Services,Other Running Costs,41213551,1,201709,GEORGE VARDY LTD,4282,2017-12-11,
Communities & Environment,Supplies and Services,Other Running Costs,41214098,1,201709,GEORGE VARDY LTD,1728,2017-12-15,
Communities & Environment,Transport,Contract Hire,41214063,1,201709,SPEEDY ASSET SERVICES LIMITED,1217.46,2017-12-14,
Communities & Environment,Transport,Contract Hire,41214397,1,201709,WERNICK HIRE LTD,642.86,2017-12-20,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41213405,1,201709,JOBLING PURSER LTD,836.95,2017-12-07,
