Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Transport,Vehicles and Plant,200038802,1,202004,Barclaycard - Global Commercial Payments,34.21,2020-07-28
Schools,Transport,Vehicles and Plant,200038144,1,202004,Barclaycard - Global Commercial Payments,12.00,2020-07-21
Schools,Transport,Vehicles and Plant,200038145,1,202004,Barclaycard - Global Commercial Payments,41.68,2020-07-21
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037847,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037848,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037849,1,202004,Barclaycard - Global Commercial Payments,272.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037850,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037851,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037852,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037853,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037854,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037855,1,202004,Barclaycard - Global Commercial Payments,617.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037856,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037857,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037858,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037859,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200037860,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200038031,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-14
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200038188,1,202004,Barclaycard - Global Commercial Payments,267.50,2020-07-28
Schools,Transport,Vehicles and Plant,200038966,1,202004,Barclaycard - Global Commercial Payments,167.50,2020-07-28
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200030352,1,202004,Barclaycard - Global Commercial Payments,4.00,2020-07-24
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200028291,1,202004,Barclaycard - Global Commercial Payments,9.58,2020-07-28
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200031075,1,202004,Barclaycard - Global Commercial Payments,1.50,2020-07-23
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200031347,1,202004,Barclaycard - Global Commercial Payments,10.83,2020-07-23
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037127,1,202004,Barclaycard - Global Commercial Payments,108.33,2020-07-21
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200033586,1,202004,Barclaycard - Global Commercial Payments,56.50,2020-07-07
Schools,Supplies and Services,"Furn, Equip & Mats",200037300,1,202004,Barclaycard - Global Commercial Payments,154.17,2020-07-07
Schools,Supplies and Services,"Furn, Equip & Mats",200037467,1,202004,Barclaycard - Global Commercial Payments,7.49,2020-07-07
Schools,Supplies and Services,"Furn, Equip & Mats",200037528,1,202004,Barclaycard - Global Commercial Payments,25.15,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037442,1,202004,Barclaycard - Global Commercial Payments,13.68,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037532,1,202004,Barclaycard - Global Commercial Payments,11.06,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037680,1,202004,Barclaycard - Global Commercial Payments,41.25,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037737,1,202004,Barclaycard - Global Commercial Payments,24.99,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037973,1,202004,Barclaycard - Global Commercial Payments,10.71,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038120,1,202004,Barclaycard - Global Commercial Payments,11.40,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038265,1,202004,Barclaycard - Global Commercial Payments,6.04,2020-07-21
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038305,1,202004,Barclaycard - Global Commercial Payments,11.00,2020-07-21
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037681,1,202004,Barclaycard - Global Commercial Payments,80.83,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038006,1,202004,Barclaycard - Global Commercial Payments,15.00,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038364,1,202004,Barclaycard - Global Commercial Payments,42.05,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037679,1,202004,Barclaycard - Global Commercial Payments,37.50,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037349,1,202004,Barclaycard - Global Commercial Payments,196.63,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037350,1,202004,Barclaycard - Global Commercial Payments,218.98,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037464,1,202004,Barclaycard - Global Commercial Payments,123.29,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037644,1,202004,Barclaycard - Global Commercial Payments,215.44,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037966,1,202004,Barclaycard - Global Commercial Payments,85.61,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037967,1,202004,Barclaycard - Global Commercial Payments,170.03,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037469,1,202004,Barclaycard - Global Commercial Payments,2.08,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037788,1,202004,Barclaycard - Global Commercial Payments,1.08,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037789,1,202004,Barclaycard - Global Commercial Payments,3.81,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037803,1,202004,Barclaycard - Global Commercial Payments,3.73,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037804,1,202004,Barclaycard - Global Commercial Payments,23.33,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038183,1,202004,Barclaycard - Global Commercial Payments,1.25,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038368,1,202004,Barclaycard - Global Commercial Payments,54.17,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038387,1,202004,Barclaycard - Global Commercial Payments,4.17,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038388,1,202004,Barclaycard - Global Commercial Payments,1.25,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038624,1,202004,Barclaycard - Global Commercial Payments,20.91,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037207,1,202004,Barclaycard - Global Commercial Payments,12.07,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037270,1,202004,Barclaycard - Global Commercial Payments,1.95,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037877,1,202004,Barclaycard - Global Commercial Payments,130.00,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037939,1,202004,Barclaycard - Global Commercial Payments,13.39,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037429,1,202004,Barclaycard - Global Commercial Payments,33.00,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036611,1,202004,Barclaycard - Global Commercial Payments,51.96,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036612,1,202004,Barclaycard - Global Commercial Payments,49.12,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036759,1,202004,Barclaycard - Global Commercial Payments,197.99,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037004,1,202004,Barclaycard - Global Commercial Payments,49.50,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037065,1,202004,Barclaycard - Global Commercial Payments,43.16,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037145,1,202004,Barclaycard - Global Commercial Payments,15.21,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037265,1,202004,Barclaycard - Global Commercial Payments,142.50,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037375,1,202004,Barclaycard - Global Commercial Payments,17.96,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037435,1,202004,Barclaycard - Global Commercial Payments,14.36,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037554,1,202004,Barclaycard - Global Commercial Payments,114.26,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036743,1,202004,Barclaycard - Global Commercial Payments,67.70,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036744,1,202004,Barclaycard - Global Commercial Payments,9.77,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037246,1,202004,Barclaycard - Global Commercial Payments,47.92,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037263,1,202004,Barclaycard - Global Commercial Payments,304.99,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037296,1,202004,Barclaycard - Global Commercial Payments,317.00,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037370,1,202004,Barclaycard - Global Commercial Payments,84.99,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037485,1,202004,Barclaycard - Global Commercial Payments,290.00,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037968,1,202004,Barclaycard - Global Commercial Payments,124.74,2020-07-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200032913,1,202004,Barclaycard - Global Commercial Payments,5.97,2020-07-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033460,1,202004,Barclaycard - Global Commercial Payments,50.08,2020-07-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036749,1,202004,Barclaycard - Global Commercial Payments,15.40,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036750,1,202004,Barclaycard - Global Commercial Payments,23.50,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036787,1,202004,Barclaycard - Global Commercial Payments,10.76,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036828,1,202004,Barclaycard - Global Commercial Payments,9.99,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036961,1,202004,Barclaycard - Global Commercial Payments,8.99,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036962,1,202004,Barclaycard - Global Commercial Payments,59.97,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037258,1,202004,Barclaycard - Global Commercial Payments,14.47,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037362,1,202004,Barclaycard - Global Commercial Payments,8.76,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037536,1,202004,Barclaycard - Global Commercial Payments,6.48,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037537,1,202004,Barclaycard - Global Commercial Payments,7.50,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037538,1,202004,Barclaycard - Global Commercial Payments,10.20,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037659,1,202004,Barclaycard - Global Commercial Payments,45.00,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037622,1,202004,Barclaycard - Global Commercial Payments,8.49,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036998,1,202004,Barclaycard - Global Commercial Payments,202.80,2020-07-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037048,1,202004,Barclaycard - Global Commercial Payments,55.55,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037049,1,202004,Barclaycard - Global Commercial Payments,105.49,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037050,1,202004,Barclaycard - Global Commercial Payments,55.55,2020-07-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037709,1,202004,Barclaycard - Global Commercial Payments,58.33,2020-07-21
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035032,1,202004,Barclaycard - Global Commercial Payments,6.88,2020-07-29
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035033,1,202004,Barclaycard - Global Commercial Payments,27.56,2020-07-29
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035107,1,202004,Barclaycard - Global Commercial Payments,44.97,2020-07-29
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035760,1,202004,Barclaycard - Global Commercial Payments,111.50,2020-07-28
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035835,1,202004,Barclaycard - Global Commercial Payments,111.50,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200012825,1,202004,Barclaycard - Global Commercial Payments,19.96,2020-07-31
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200012941,1,202004,Barclaycard - Global Commercial Payments,5.99,2020-07-31
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200027927,1,202004,Barclaycard - Global Commercial Payments,9.18,2020-07-31
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200033181,1,202004,Barclaycard - Global Commercial Payments,396.54,2020-07-31
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200033678,1,202004,Barclaycard - Global Commercial Payments,134.90,2020-07-27
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200034328,1,202004,Barclaycard - Global Commercial Payments,64.77,2020-07-27
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036085,1,202004,Barclaycard - Global Commercial Payments,59.92,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036086,1,202004,Barclaycard - Global Commercial Payments,70.83,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036755,1,202004,Barclaycard - Global Commercial Payments,39.93,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037001,1,202004,Barclaycard - Global Commercial Payments,61.80,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037028,1,202004,Barclaycard - Global Commercial Payments,169.69,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037206,1,202004,Barclaycard - Global Commercial Payments,78.55,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037409,1,202004,Barclaycard - Global Commercial Payments,117.70,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037460,1,202004,Barclaycard - Global Commercial Payments,44.50,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037461,1,202004,Barclaycard - Global Commercial Payments,51.39,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037462,1,202004,Barclaycard - Global Commercial Payments,381.30,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037510,1,202004,Barclaycard - Global Commercial Payments,26.00,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037511,1,202004,Barclaycard - Global Commercial Payments,159.12,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037515,1,202004,Barclaycard - Global Commercial Payments,65.40,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037545,1,202004,Barclaycard - Global Commercial Payments,56.72,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037602,1,202004,Barclaycard - Global Commercial Payments,37.79,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037633,1,202004,Barclaycard - Global Commercial Payments,4.70,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037634,1,202004,Barclaycard - Global Commercial Payments,10.59,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037635,1,202004,Barclaycard - Global Commercial Payments,11.25,2020-07-07
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037792,1,202004,Barclaycard - Global Commercial Payments,50.27,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037793,1,202004,Barclaycard - Global Commercial Payments,30.81,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037795,1,202004,Barclaycard - Global Commercial Payments,5.36,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037796,1,202004,Barclaycard - Global Commercial Payments,30.38,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037870,1,202004,Barclaycard - Global Commercial Payments,35.00,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037965,1,202004,Barclaycard - Global Commercial Payments,16.24,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038039,1,202004,Barclaycard - Global Commercial Payments,55.00,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038086,1,202004,Barclaycard - Global Commercial Payments,290.49,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038087,1,202004,Barclaycard - Global Commercial Payments,25.38,2020-07-14
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038088,1,202004,Barclaycard - Global Commercial Payments,37.47,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038140,1,202004,Barclaycard - Global Commercial Payments,37.66,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038164,1,202004,Barclaycard - Global Commercial Payments,37.79,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038273,1,202004,Barclaycard - Global Commercial Payments,10.76,2020-07-28
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038391,1,202004,Barclaycard - Global Commercial Payments,145.25,2020-07-28
