Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,Comms & Computing,60600033,16,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,17,201911,O2 (UK) LTD,0.07,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,18,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,19,201911,O2 (UK) LTD,0.56,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,20,201911,O2 (UK) LTD,7.11,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,21,201911,O2 (UK) LTD,1.99,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,22,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,23,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,24,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,25,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,26,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,28,201911,O2 (UK) LTD,1.71,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,29,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,30,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,31,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,32,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,33,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,34,201911,O2 (UK) LTD,5251.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,35,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,37,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,39,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,41,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,42,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,43,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,45,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,46,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,47,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,48,201911,O2 (UK) LTD,1.62,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,50,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,51,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,52,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,53,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,54,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,55,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,56,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,57,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,58,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,59,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,60,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,61,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,62,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,63,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,64,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,65,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,66,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,67,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,68,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,69,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,70,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,71,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,72,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,73,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,74,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,75,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,76,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,77,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,78,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,81,201911,O2 (UK) LTD,0.32,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,82,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,83,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,84,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,85,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,86,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,87,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,88,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,89,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,90,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,91,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,92,201911,O2 (UK) LTD,0.02,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,93,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,94,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,95,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,96,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,97,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,98,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,101,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,102,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,103,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,104,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,105,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,106,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,107,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,110,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,111,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,112,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,113,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,114,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,115,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,116,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,117,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,118,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,119,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,120,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,121,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,122,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,123,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,124,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,125,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,126,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,127,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,128,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,129,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,130,201911,O2 (UK) LTD,1.74,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,131,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,132,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,133,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,134,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,135,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,136,201911,O2 (UK) LTD,2.07,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,137,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,138,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,139,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,140,201911,O2 (UK) LTD,1.74,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,141,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,142,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,143,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,144,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,146,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,147,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,148,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,149,201911,O2 (UK) LTD,3.75,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,150,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,151,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,152,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,153,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,154,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,155,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,156,201911,O2 (UK) LTD,3.40,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,157,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,158,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,159,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,161,201911,O2 (UK) LTD,1.50,2020-02-11
Corporate Resources,Supplies and Services,Comms & Computing,60600033,162,201911,O2 (UK) LTD,1.50,2020-02-11
