Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Communities & Environment,Transport,Vehicles and Plant,200035936,1,202001,Barclaycard - Global Commercial Payments,267.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035937,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035938,1,202001,Barclaycard - Global Commercial Payments,267.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035939,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035940,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035941,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035942,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035943,1,202001,Barclaycard - Global Commercial Payments,617.50,2020-04-30
Communities & Environment,Transport,Vehicles and Plant,200035944,1,202001,Barclaycard - Global Commercial Payments,267.50,2020-04-30
Schools,Transport,Use of LES Fleet,200035593,1,202001,Barclaycard - Global Commercial Payments,41.67,2020-04-08
Schools,Transport,Contract Hire,200033964,1,202001,Barclaycard - Global Commercial Payments,167.50,2020-04-10
Schools,Transport,Contract Hire,200033965,1,202001,Barclaycard - Global Commercial Payments,167.50,2020-04-10
Schools,Transport,Contract Hire,200034025,1,202001,Barclaycard - Global Commercial Payments,25.00,2020-04-10
Schools,Transport,Contract Hire,200034026,1,202001,Barclaycard - Global Commercial Payments,25.00,2020-04-10
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,200008239,1,202001,Barclaycard - Global Commercial Payments,71.60,2020-04-23
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,200011289,1,202001,Barclaycard - Global Commercial Payments,25.65,2020-04-23
Schools,Transport,Public Transport and Taxi Fares,200035897,1,202001,Barclaycard - Global Commercial Payments,45.75,2020-04-30
Schools,Transport,Public Transport and Taxi Fares,200025476,1,202001,Barclaycard - Global Commercial Payments,95.20,2020-04-01
Schools,Transport,Public Transport and Taxi Fares,200027408,1,202001,Barclaycard - Global Commercial Payments,69.30,2020-04-01
Schools,Transport,Public Transport and Taxi Fares,200030427,1,202001,Barclaycard - Global Commercial Payments,69.00,2020-04-01
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034007,1,202001,Barclaycard - Global Commercial Payments,13.29,2020-04-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200034958,1,202001,Barclaycard - Global Commercial Payments,14.99,2020-04-29
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200031120,1,202001,Barclaycard - Global Commercial Payments,34.98,2020-04-01
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200034758,1,202001,Barclaycard - Global Commercial Payments,35.99,2020-04-01
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200035807,1,202001,Barclaycard - Global Commercial Payments,199.90,2020-04-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200034956,1,202001,Barclaycard - Global Commercial Payments,3.50,2020-04-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200034957,1,202001,Barclaycard - Global Commercial Payments,47.62,2020-04-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",200035551,1,202001,Barclaycard - Global Commercial Payments,12.00,2020-04-14
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200034545,1,202001,Barclaycard - Global Commercial Payments,38.65,2020-04-08
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200034914,1,202001,Barclaycard - Global Commercial Payments,62.83,2020-04-10
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200034651,1,202001,Barclaycard - Global Commercial Payments,31.38,2020-04-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200034440,1,202001,Barclaycard - Global Commercial Payments,29.22,2020-04-08
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200035592,1,202001,Barclaycard - Global Commercial Payments,12.74,2020-04-13
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200035538,1,202001,Barclaycard - Global Commercial Payments,19.26,2020-04-20
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200020808,1,202001,Barclaycard - Global Commercial Payments,33.50,2020-04-01
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",200035459,1,202001,Barclaycard - Global Commercial Payments,25.28,2020-04-01
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200035473,1,202001,Barclaycard - Global Commercial Payments,243.53,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200033988,1,202001,Barclaycard - Global Commercial Payments,2.49,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034057,1,202001,Barclaycard - Global Commercial Payments,40.93,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034058,1,202001,Barclaycard - Global Commercial Payments,20.33,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034150,1,202001,Barclaycard - Global Commercial Payments,105.09,2020-04-28
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034151,1,202001,Barclaycard - Global Commercial Payments,134.76,2020-04-10
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034152,1,202001,Barclaycard - Global Commercial Payments,43.98,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034209,1,202001,Barclaycard - Global Commercial Payments,7.98,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034410,1,202001,Barclaycard - Global Commercial Payments,43.99,2020-04-10
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034604,1,202001,Barclaycard - Global Commercial Payments,73.58,2020-04-10
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034987,1,202001,Barclaycard - Global Commercial Payments,6.18,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034988,1,202001,Barclaycard - Global Commercial Payments,53.49,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034008,1,202001,Barclaycard - Global Commercial Payments,12.87,2020-04-02
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034009,1,202001,Barclaycard - Global Commercial Payments,32.90,2020-04-02
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034010,1,202001,Barclaycard - Global Commercial Payments,13.76,2020-04-02
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034090,1,202001,Barclaycard - Global Commercial Payments,56.00,2020-04-02
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034091,1,202001,Barclaycard - Global Commercial Payments,33.70,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034528,1,202001,Barclaycard - Global Commercial Payments,36.60,2020-04-13
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034881,1,202001,Barclaycard - Global Commercial Payments,54.99,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034883,1,202001,Barclaycard - Global Commercial Payments,30.45,2020-04-10
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034884,1,202001,Barclaycard - Global Commercial Payments,44.99,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034975,1,202001,Barclaycard - Global Commercial Payments,12.25,2020-04-10
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200034976,1,202001,Barclaycard - Global Commercial Payments,10.40,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035413,1,202001,Barclaycard - Global Commercial Payments,11.80,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035414,1,202001,Barclaycard - Global Commercial Payments,31.08,2020-04-01
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035515,1,202001,Barclaycard - Global Commercial Payments,7.99,2020-04-16
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035594,1,202001,Barclaycard - Global Commercial Payments,7.93,2020-04-15
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035595,1,202001,Barclaycard - Global Commercial Payments,34.50,2020-04-15
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035615,1,202001,Barclaycard - Global Commercial Payments,9.49,2020-04-16
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035625,1,202001,Barclaycard - Global Commercial Payments,34.33,2020-04-22
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035665,1,202001,Barclaycard - Global Commercial Payments,12.50,2020-04-22
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035747,1,202001,Barclaycard - Global Commercial Payments,359.99,2020-04-22
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200004314,1,202001,Barclaycard - Global Commercial Payments,147.00,2020-04-23
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200004351,1,202001,Barclaycard - Global Commercial Payments,99.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200005403,1,202001,Barclaycard - Global Commercial Payments,60.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200005465,1,202001,Barclaycard - Global Commercial Payments,65.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200006544,1,202001,Barclaycard - Global Commercial Payments,78.83,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200008240,1,202001,Barclaycard - Global Commercial Payments,18.95,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200008644,1,202001,Barclaycard - Global Commercial Payments,11.17,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200009897,1,202001,Barclaycard - Global Commercial Payments,45.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200009957,1,202001,Barclaycard - Global Commercial Payments,20.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200010224,1,202001,Barclaycard - Global Commercial Payments,15.00,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200014756,1,202001,Barclaycard - Global Commercial Payments,58.00,2020-04-23
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200017856,1,202001,Barclaycard - Global Commercial Payments,75.00,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200017920,1,202001,Barclaycard - Global Commercial Payments,150.50,2020-04-23
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200019703,1,202001,Barclaycard - Global Commercial Payments,3.99,2020-04-07
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200024226,1,202001,Barclaycard - Global Commercial Payments,39.92,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200024387,1,202001,Barclaycard - Global Commercial Payments,70.94,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200026830,1,202001,Barclaycard - Global Commercial Payments,23.09,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200027925,1,202001,Barclaycard - Global Commercial Payments,47.93,2020-04-06
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200028565,1,202001,Barclaycard - Global Commercial Payments,12.47,2020-04-07
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200028567,1,202001,Barclaycard - Global Commercial Payments,149.99,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200028830,1,202001,Barclaycard - Global Commercial Payments,7.99,2020-04-07
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200028921,1,202001,Barclaycard - Global Commercial Payments,59.94,2020-04-01
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200030141,1,202001,Barclaycard - Global Commercial Payments,7.99,2020-04-03
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200033925,1,202001,Barclaycard - Global Commercial Payments,10.00,2020-04-07
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035495,1,202001,Barclaycard - Global Commercial Payments,113.31,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035566,1,202001,Barclaycard - Global Commercial Payments,12.99,2020-04-08
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",200035769,1,202001,Barclaycard - Global Commercial Payments,33.49,2020-04-22
Office of the Chief Executive,Supplies and Services,"Furn, Equip & Mats",200027949,1,202001,Barclaycard - Global Commercial Payments,52.98,2020-04-01
Office of the Chief Executive,Supplies and Services,"Furn, Equip & Mats",200034244,1,202001,Barclaycard - Global Commercial Payments,20.28,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035578,1,202001,Barclaycard - Global Commercial Payments,19.97,2020-04-16
Schools,Supplies and Services,"Furn, Equip & Mats",200035443,1,202001,Barclaycard - Global Commercial Payments,51.45,2020-04-07
Schools,Supplies and Services,"Furn, Equip & Mats",200035715,1,202001,Barclaycard - Global Commercial Payments,10.97,2020-04-30
Schools,Supplies and Services,"Furn, Equip & Mats",200035135,1,202001,Barclaycard - Global Commercial Payments,29.00,2020-04-13
Schools,Supplies and Services,"Furn, Equip & Mats",200035214,1,202001,Barclaycard - Global Commercial Payments,39.99,2020-04-13
Schools,Supplies and Services,"Furn, Equip & Mats",200035618,1,202001,Barclaycard - Global Commercial Payments,88.10,2020-04-10
Schools,Supplies and Services,"Furn, Equip & Mats",200035610,1,202001,Barclaycard - Global Commercial Payments,37.49,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035611,1,202001,Barclaycard - Global Commercial Payments,16.67,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035612,1,202001,Barclaycard - Global Commercial Payments,7.00,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035613,1,202001,Barclaycard - Global Commercial Payments,467.58,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200034892,1,202001,Barclaycard - Global Commercial Payments,12.48,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035304,1,202001,Barclaycard - Global Commercial Payments,95.83,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035186,1,202001,Barclaycard - Global Commercial Payments,13.60,2020-04-28
Schools,Supplies and Services,"Furn, Equip & Mats",200035637,1,202001,Barclaycard - Global Commercial Payments,16.47,2020-04-28
Schools,Supplies and Services,"Furn, Equip & Mats",200035666,1,202001,Barclaycard - Global Commercial Payments,16.63,2020-04-28
Schools,Supplies and Services,"Furn, Equip & Mats",200035820,1,202001,Barclaycard - Global Commercial Payments,48.96,2020-04-28
Schools,Supplies and Services,"Furn, Equip & Mats",200035846,1,202001,Barclaycard - Global Commercial Payments,90.00,2020-04-28
Schools,Supplies and Services,"Furn, Equip & Mats",200035926,1,202001,Barclaycard - Global Commercial Payments,59.88,2020-04-30
Schools,Supplies and Services,"Furn, Equip & Mats",200035403,1,202001,Barclaycard - Global Commercial Payments,240.78,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035456,1,202001,Barclaycard - Global Commercial Payments,15.00,2020-04-06
Schools,Supplies and Services,"Furn, Equip & Mats",200035541,1,202001,Barclaycard - Global Commercial Payments,32.46,2020-04-27
Schools,Supplies and Services,"Furn, Equip & Mats",200035301,1,202001,Barclaycard - Global Commercial Payments,5.94,2020-04-21
Schools,Supplies and Services,"Furn, Equip & Mats",200035406,1,202001,Barclaycard - Global Commercial Payments,7.99,2020-04-21
Schools,Supplies and Services,"Furn, Equip & Mats",200034447,1,202001,Barclaycard - Global Commercial Payments,525.98,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034448,1,202001,Barclaycard - Global Commercial Payments,11.38,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034449,1,202001,Barclaycard - Global Commercial Payments,60.01,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034450,1,202001,Barclaycard - Global Commercial Payments,10.99,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034451,1,202001,Barclaycard - Global Commercial Payments,7.00,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034452,1,202001,Barclaycard - Global Commercial Payments,35.72,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034541,1,202001,Barclaycard - Global Commercial Payments,13.56,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034542,1,202001,Barclaycard - Global Commercial Payments,7.40,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034543,1,202001,Barclaycard - Global Commercial Payments,3.70,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034544,1,202001,Barclaycard - Global Commercial Payments,40.00,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035450,1,202001,Barclaycard - Global Commercial Payments,34.99,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035520,1,202001,Barclaycard - Global Commercial Payments,20.00,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035525,1,202001,Barclaycard - Global Commercial Payments,7.59,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035690,1,202001,Barclaycard - Global Commercial Payments,401.00,2020-04-30
Schools,Supplies and Services,"Furn, Equip & Mats",200031696,1,202001,Barclaycard - Global Commercial Payments,25.00,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034715,1,202001,Barclaycard - Global Commercial Payments,14.99,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034888,1,202001,Barclaycard - Global Commercial Payments,159.76,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034984,1,202001,Barclaycard - Global Commercial Payments,25.97,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035217,1,202001,Barclaycard - Global Commercial Payments,90.28,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035296,1,202001,Barclaycard - Global Commercial Payments,11.44,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035357,1,202001,Barclaycard - Global Commercial Payments,49.86,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035498,1,202001,Barclaycard - Global Commercial Payments,71.29,2020-04-02
Schools,Supplies and Services,"Furn, Equip & Mats",200035499,1,202001,Barclaycard - Global Commercial Payments,81.96,2020-04-02
Schools,Supplies and Services,"Furn, Equip & Mats",200035500,1,202001,Barclaycard - Global Commercial Payments,30.03,2020-04-02
Schools,Supplies and Services,"Furn, Equip & Mats",200035152,1,202001,Barclaycard - Global Commercial Payments,18.73,2020-04-02
Schools,Supplies and Services,"Furn, Equip & Mats",200035361,1,202001,Barclaycard - Global Commercial Payments,244.16,2020-04-02
Schools,Supplies and Services,"Furn, Equip & Mats",200030801,1,202001,Barclaycard - Global Commercial Payments,7.49,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200030802,1,202001,Barclaycard - Global Commercial Payments,15.82,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200033453,1,202001,Barclaycard - Global Commercial Payments,2.82,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200033454,1,202001,Barclaycard - Global Commercial Payments,8.31,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200033582,1,202001,Barclaycard - Global Commercial Payments,5.83,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034565,1,202001,Barclaycard - Global Commercial Payments,36.67,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034566,1,202001,Barclaycard - Global Commercial Payments,27.00,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035089,1,202001,Barclaycard - Global Commercial Payments,4.20,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035312,1,202001,Barclaycard - Global Commercial Payments,31.18,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034864,1,202001,Barclaycard - Global Commercial Payments,10.99,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035118,1,202001,Barclaycard - Global Commercial Payments,20.97,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200035395,1,202001,Barclaycard - Global Commercial Payments,7.67,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200034109,1,202001,Barclaycard - Global Commercial Payments,78.96,2020-04-10
Schools,Supplies and Services,"Furn, Equip & Mats",200034110,1,202001,Barclaycard - Global Commercial Payments,15.05,2020-04-10
Schools,Supplies and Services,"Furn, Equip & Mats",200034267,1,202001,Barclaycard - Global Commercial Payments,80.91,2020-04-10
Schools,Supplies and Services,"Furn, Equip & Mats",200035410,1,202001,Barclaycard - Global Commercial Payments,20.40,2020-04-29
Schools,Supplies and Services,"Furn, Equip & Mats",200035628,1,202001,Barclaycard - Global Commercial Payments,11.42,2020-04-24
Schools,Supplies and Services,"Furn, Equip & Mats",200035080,1,202001,Barclaycard - Global Commercial Payments,13.62,2020-04-15
Schools,Supplies and Services,"Furn, Equip & Mats",200035155,1,202001,Barclaycard - Global Commercial Payments,9.50,2020-04-15
Schools,Supplies and Services,"Furn, Equip & Mats",200035223,1,202001,Barclaycard - Global Commercial Payments,74.95,2020-04-15
Schools,Supplies and Services,"Furn, Equip & Mats",200035385,1,202001,Barclaycard - Global Commercial Payments,13.50,2020-04-09
Schools,Supplies and Services,"Furn, Equip & Mats",200035433,1,202001,Barclaycard - Global Commercial Payments,20.49,2020-04-09
Schools,Supplies and Services,"Furn, Equip & Mats",200035700,1,202001,Barclaycard - Global Commercial Payments,3.78,2020-04-23
Schools,Supplies and Services,"Furn, Equip & Mats",200025598,1,202001,Barclaycard - Global Commercial Payments,77.90,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200025654,1,202001,Barclaycard - Global Commercial Payments,189.46,2020-04-01
Schools,Supplies and Services,"Furn, Equip & Mats",200025723,1,202001,Barclaycard - Global Commercial Payments,167.77,2020-04-01
