Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Premises,Rep & Maint,200038847,1,202005,Barclaycard - Global Commercial Payments,60.00,2020-08-25
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200031377,1,202005,Barclaycard - Global Commercial Payments,257.08,2020-08-17
Schools,Premises,Rep & Maint,200037386,1,202005,Barclaycard - Global Commercial Payments,70.65,2020-08-04
Schools,Premises,Rep & Maint,200038517,1,202005,Barclaycard - Global Commercial Payments,14.13,2020-08-04
Schools,Premises,Rep & Maint,200038518,1,202005,Barclaycard - Global Commercial Payments,118.00,2020-08-04
Schools,Premises,Rep & Maint,200039041,1,202005,Barclaycard - Global Commercial Payments,77.17,2020-08-18
Schools,Premises,Rep & Maint,200038698,1,202005,Barclaycard - Global Commercial Payments,10.00,2020-08-11
Schools,Premises,Rep & Maint,200038917,1,202005,Barclaycard - Global Commercial Payments,26.67,2020-08-11
Schools,Premises,Rep & Maint,200038785,1,202005,Barclaycard - Global Commercial Payments,29.98,2020-08-25
Schools,Premises,Rep & Maint,200039689,1,202005,Barclaycard - Global Commercial Payments,29.38,2020-08-25
Schools,Premises,Rep & Maint,200038877,1,202005,Barclaycard - Global Commercial Payments,40.48,2020-08-04
Schools,Premises,Rep & Maint,200039016,1,202005,Barclaycard - Global Commercial Payments,6.91,2020-08-04
Schools,Premises,Rep & Maint,200039017,1,202005,Barclaycard - Global Commercial Payments,29.14,2020-08-04
Schools,Premises,Rep & Maint,200039690,1,202005,Barclaycard - Global Commercial Payments,60.79,2020-08-18
Schools,Premises,Rep & Maint,200039724,1,202005,Barclaycard - Global Commercial Payments,774.98,2020-08-18
"Children, Adults and Families",Premises,Energy,200038654,1,202005,Barclaycard - Global Commercial Payments,62.03,2020-08-18
"Children, Adults and Families",Premises,Energy,200035888,1,202005,Barclaycard - Global Commercial Payments,249.28,2020-08-25
"Children, Adults and Families",Premises,Energy,200035889,1,202005,Barclaycard - Global Commercial Payments,196.44,2020-08-25
Schools,Premises,Cleaning,200038338,1,202005,Barclaycard - Global Commercial Payments,245.00,2020-08-11
"Children, Adults and Families",Premises,Fixtures & Fittings,200039253,1,202005,Barclaycard - Global Commercial Payments,1.65,2020-08-25
Schools,Premises,Fixtures & Fittings,200038383,1,202005,Barclaycard - Global Commercial Payments,13.99,2020-08-25
Schools,Premises,Fixtures & Fittings,200038957,1,202005,Barclaycard - Global Commercial Payments,7.54,2020-08-25
Schools,Premises,Fixtures & Fittings,200038021,1,202005,Barclaycard - Global Commercial Payments,116.83,2020-08-04
Schools,Premises,Fixtures & Fittings,200038384,1,202005,Barclaycard - Global Commercial Payments,299.25,2020-08-04
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039446,1,202005,Barclaycard - Global Commercial Payments,267.50,2020-08-18
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039447,1,202005,Barclaycard - Global Commercial Payments,272.50,2020-08-18
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200039280,1,202005,Barclaycard - Global Commercial Payments,2839.06,2020-08-18
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200039281,1,202005,Barclaycard - Global Commercial Payments,496.54,2020-08-18
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200035170,1,202005,Barclaycard - Global Commercial Payments,12.32,2020-08-12
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200029395,1,202005,Barclaycard - Global Commercial Payments,81.40,2020-08-03
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200035211,1,202005,Barclaycard - Global Commercial Payments,2.75,2020-08-05
Corporate Services & Governance,Transport,Car Allowances,200038980,1,202005,Barclaycard - Global Commercial Payments,50.00,2020-08-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200035205,1,202005,Barclaycard - Global Commercial Payments,1.33,2020-08-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200035206,1,202005,Barclaycard - Global Commercial Payments,1.33,2020-08-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200035535,1,202005,Barclaycard - Global Commercial Payments,1.33,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038630,1,202005,Barclaycard - Global Commercial Payments,158.33,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038631,1,202005,Barclaycard - Global Commercial Payments,158.33,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038632,1,202005,Barclaycard - Global Commercial Payments,189.99,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035629,1,202005,Barclaycard - Global Commercial Payments,862.05,2020-08-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035644,1,202005,Barclaycard - Global Commercial Payments,314.08,2020-08-14
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035832,1,202005,Barclaycard - Global Commercial Payments,1047.70,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038655,1,202005,Barclaycard - Global Commercial Payments,408.92,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038897,1,202005,Barclaycard - Global Commercial Payments,21.66,2020-08-04
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035645,1,202005,Barclaycard - Global Commercial Payments,161.70,2020-08-04
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037927,1,202005,Barclaycard - Global Commercial Payments,23.45,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036927,1,202005,Barclaycard - Global Commercial Payments,415.39,2020-08-18
Schools,Supplies and Services,"Furn, Equip & Mats",200038611,1,202005,Barclaycard - Global Commercial Payments,29.17,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038676,1,202005,Barclaycard - Global Commercial Payments,10.00,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039054,1,202005,Barclaycard - Global Commercial Payments,27.50,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039243,1,202005,Barclaycard - Global Commercial Payments,26.49,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039344,1,202005,Barclaycard - Global Commercial Payments,3.75,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037584,1,202005,Barclaycard - Global Commercial Payments,235.20,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038565,1,202005,Barclaycard - Global Commercial Payments,338.87,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038602,1,202005,Barclaycard - Global Commercial Payments,33.32,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038603,1,202005,Barclaycard - Global Commercial Payments,62.00,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038825,1,202005,Barclaycard - Global Commercial Payments,100.00,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038892,1,202005,Barclaycard - Global Commercial Payments,291.67,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038893,1,202005,Barclaycard - Global Commercial Payments,320.83,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039012,1,202005,Barclaycard - Global Commercial Payments,29.99,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039102,1,202005,Barclaycard - Global Commercial Payments,162.50,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039103,1,202005,Barclaycard - Global Commercial Payments,16.63,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039105,1,202005,Barclaycard - Global Commercial Payments,372.50,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039106,1,202005,Barclaycard - Global Commercial Payments,124.17,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039107,1,202005,Barclaycard - Global Commercial Payments,124.17,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039149,1,202005,Barclaycard - Global Commercial Payments,65.83,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038625,1,202005,Barclaycard - Global Commercial Payments,8.33,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038931,1,202005,Barclaycard - Global Commercial Payments,4.75,2020-08-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039219,1,202005,Barclaycard - Global Commercial Payments,62.50,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039366,1,202005,Barclaycard - Global Commercial Payments,6.66,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039441,1,202005,Barclaycard - Global Commercial Payments,4.97,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039572,1,202005,Barclaycard - Global Commercial Payments,56.67,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039573,1,202005,Barclaycard - Global Commercial Payments,21.43,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039574,1,202005,Barclaycard - Global Commercial Payments,3.14,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039726,1,202005,Barclaycard - Global Commercial Payments,5.00,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038894,1,202005,Barclaycard - Global Commercial Payments,98.45,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038900,1,202005,Barclaycard - Global Commercial Payments,38.63,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038901,1,202005,Barclaycard - Global Commercial Payments,10.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038940,1,202005,Barclaycard - Global Commercial Payments,299.95,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038888,1,202005,Barclaycard - Global Commercial Payments,10.04,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038979,1,202005,Barclaycard - Global Commercial Payments,4.20,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039092,1,202005,Barclaycard - Global Commercial Payments,8.85,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037999,1,202005,Barclaycard - Global Commercial Payments,261.95,2020-08-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038000,1,202005,Barclaycard - Global Commercial Payments,21.76,2020-08-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038059,1,202005,Barclaycard - Global Commercial Payments,39.60,2020-08-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036352,1,202005,Barclaycard - Global Commercial Payments,16.95,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038890,1,202005,Barclaycard - Global Commercial Payments,21.78,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039186,1,202005,Barclaycard - Global Commercial Payments,40.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039232,1,202005,Barclaycard - Global Commercial Payments,6.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039237,1,202005,Barclaycard - Global Commercial Payments,44.47,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039315,1,202005,Barclaycard - Global Commercial Payments,10.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200031714,1,202005,Barclaycard - Global Commercial Payments,33.14,2020-08-10
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037759,1,202005,Barclaycard - Global Commercial Payments,21.29,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038318,1,202005,Barclaycard - Global Commercial Payments,6.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038319,1,202005,Barclaycard - Global Commercial Payments,16.95,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038534,1,202005,Barclaycard - Global Commercial Payments,18.33,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038580,1,202005,Barclaycard - Global Commercial Payments,10.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038687,1,202005,Barclaycard - Global Commercial Payments,9.16,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038762,1,202005,Barclaycard - Global Commercial Payments,50.00,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038955,1,202005,Barclaycard - Global Commercial Payments,9.14,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039525,1,202005,Barclaycard - Global Commercial Payments,4.16,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033185,1,202005,Barclaycard - Global Commercial Payments,85.30,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033306,1,202005,Barclaycard - Global Commercial Payments,79.15,2020-08-03
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200036793,1,202005,Barclaycard - Global Commercial Payments,57.49,2020-08-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038898,1,202005,Barclaycard - Global Commercial Payments,20.60,2020-08-04
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039451,1,202005,Barclaycard - Global Commercial Payments,42.50,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038953,1,202005,Barclaycard - Global Commercial Payments,6.66,2020-08-25
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037604,1,202005,Barclaycard - Global Commercial Payments,19.99,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200037605,1,202005,Barclaycard - Global Commercial Payments,251.58,2020-08-18
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039352,1,202005,Barclaycard - Global Commercial Payments,26.53,2020-08-25
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200037603,1,202005,Barclaycard - Global Commercial Payments,10.40,2020-08-25
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200038956,1,202005,Barclaycard - Global Commercial Payments,11.15,2020-08-25
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200036360,1,202005,Barclaycard - Global Commercial Payments,198.00,2020-08-04
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200034885,1,202005,Barclaycard - Global Commercial Payments,29.38,2020-08-11
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200036622,1,202005,Barclaycard - Global Commercial Payments,10.12,2020-08-11
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200038594,1,202005,Barclaycard - Global Commercial Payments,106.65,2020-08-18
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200037668,1,202005,Barclaycard - Global Commercial Payments,37.45,2020-08-04
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200038116,1,202005,Barclaycard - Global Commercial Payments,230.00,2020-08-04
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200038209,1,202005,Barclaycard - Global Commercial Payments,99.95,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036752,1,202005,Barclaycard - Global Commercial Payments,132.50,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035834,1,202005,Barclaycard - Global Commercial Payments,25.89,2020-08-04
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035880,1,202005,Barclaycard - Global Commercial Payments,171.00,2020-08-04
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035881,1,202005,Barclaycard - Global Commercial Payments,117.27,2020-08-04
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036034,1,202005,Barclaycard - Global Commercial Payments,201.00,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036181,1,202005,Barclaycard - Global Commercial Payments,111.50,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036182,1,202005,Barclaycard - Global Commercial Payments,198.00,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036359,1,202005,Barclaycard - Global Commercial Payments,132.50,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036441,1,202005,Barclaycard - Global Commercial Payments,132.50,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036442,1,202005,Barclaycard - Global Commercial Payments,198.00,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036661,1,202005,Barclaycard - Global Commercial Payments,198.00,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036753,1,202005,Barclaycard - Global Commercial Payments,387.00,2020-08-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035334,1,202005,Barclaycard - Global Commercial Payments,53.91,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036563,1,202005,Barclaycard - Global Commercial Payments,11.67,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200036665,1,202005,Barclaycard - Global Commercial Payments,32.07,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037666,1,202005,Barclaycard - Global Commercial Payments,16.63,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037930,1,202005,Barclaycard - Global Commercial Payments,14.95,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037931,1,202005,Barclaycard - Global Commercial Payments,2.01,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038055,1,202005,Barclaycard - Global Commercial Payments,8.00,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038190,1,202005,Barclaycard - Global Commercial Payments,69.65,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038356,1,202005,Barclaycard - Global Commercial Payments,8.33,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038936,1,202005,Barclaycard - Global Commercial Payments,15.90,2020-08-25
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037204,1,202005,Barclaycard - Global Commercial Payments,257.32,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037262,1,202005,Barclaycard - Global Commercial Payments,34.79,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037308,1,202005,Barclaycard - Global Commercial Payments,34.16,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037454,1,202005,Barclaycard - Global Commercial Payments,37.50,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037502,1,202005,Barclaycard - Global Commercial Payments,4.29,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037540,1,202005,Barclaycard - Global Commercial Payments,110.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037570,1,202005,Barclaycard - Global Commercial Payments,29.95,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037600,1,202005,Barclaycard - Global Commercial Payments,22.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037601,1,202005,Barclaycard - Global Commercial Payments,15.26,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037720,1,202005,Barclaycard - Global Commercial Payments,14.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037730,1,202005,Barclaycard - Global Commercial Payments,14.98,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037742,1,202005,Barclaycard - Global Commercial Payments,31.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037760,1,202005,Barclaycard - Global Commercial Payments,53.90,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037761,1,202005,Barclaycard - Global Commercial Payments,8.44,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037766,1,202005,Barclaycard - Global Commercial Payments,9.07,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037767,1,202005,Barclaycard - Global Commercial Payments,58.32,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037882,1,202005,Barclaycard - Global Commercial Payments,48.21,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037923,1,202005,Barclaycard - Global Commercial Payments,358.12,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037924,1,202005,Barclaycard - Global Commercial Payments,74.33,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037926,1,202005,Barclaycard - Global Commercial Payments,13.46,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037948,1,202005,Barclaycard - Global Commercial Payments,6.66,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037989,1,202005,Barclaycard - Global Commercial Payments,5.73,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038002,1,202005,Barclaycard - Global Commercial Payments,3.53,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038009,1,202005,Barclaycard - Global Commercial Payments,24.98,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038057,1,202005,Barclaycard - Global Commercial Payments,2.98,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038110,1,202005,Barclaycard - Global Commercial Payments,179.42,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038161,1,202005,Barclaycard - Global Commercial Payments,65.49,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038208,1,202005,Barclaycard - Global Commercial Payments,10.65,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038216,1,202005,Barclaycard - Global Commercial Payments,18.47,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038225,1,202005,Barclaycard - Global Commercial Payments,182.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038286,1,202005,Barclaycard - Global Commercial Payments,17.24,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038308,1,202005,Barclaycard - Global Commercial Payments,7.49,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038359,1,202005,Barclaycard - Global Commercial Payments,140.78,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038374,1,202005,Barclaycard - Global Commercial Payments,10.83,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038424,1,202005,Barclaycard - Global Commercial Payments,239.13,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038431,1,202005,Barclaycard - Global Commercial Payments,303.80,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038442,1,202005,Barclaycard - Global Commercial Payments,33.30,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038506,1,202005,Barclaycard - Global Commercial Payments,131.69,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038514,1,202005,Barclaycard - Global Commercial Payments,58.00,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038541,1,202005,Barclaycard - Global Commercial Payments,103.76,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038549,1,202005,Barclaycard - Global Commercial Payments,480.40,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038558,1,202005,Barclaycard - Global Commercial Payments,81.46,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038574,1,202005,Barclaycard - Global Commercial Payments,215.84,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038634,1,202005,Barclaycard - Global Commercial Payments,27.52,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038644,1,202005,Barclaycard - Global Commercial Payments,184.47,2020-08-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038680,1,202005,Barclaycard - Global Commercial Payments,8.82,2020-08-18
