Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1814,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1818,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1831,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1871,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1885,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2019,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2083,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2106,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2118,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2119,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2124,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2413,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,562,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,564,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,568,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,625,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,677,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,682,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,684,201902,O2 (UK) LTD,1.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,705,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,707,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,711,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1512,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1756,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1759,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1766,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1785,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1808,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2279,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",44035373,0,201902,ALBANY OFFICE EQUIP(W/SALE)LTD,607,2019-05-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1388,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1867,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031249,4,201902,REDACTED - Personal Information,400,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031249,5,201902,REDACTED - Personal Information,1820,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031325,1,201902,MARSHALL TAXIS,759,2019-05-10,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031366,16,201902,L&B TRAVEL LTD,1034,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031377,2,201902,REDACTED - Personal Information,1435,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031377,3,201902,REDACTED - Personal Information,800,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031394,5,201902,REDACTED - Personal Information,1100,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031394,6,201902,REDACTED - Personal Information,1100,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031395,16,201902,NORTH EAST ACCESSIBLE TRANSPORT,392,2019-05-14,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031413,3,201902,BURNOPFIELD TAXIS,1150,2019-05-16,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031454,21,201902,CENTRAL TAXIS GATESHEAD LIMITED,220,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,5,201902,CENTRAL TAXIS GATESHEAD LIMITED,1200,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,6,201902,CENTRAL TAXIS GATESHEAD LIMITED,140,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,10,201902,CENTRAL TAXIS GATESHEAD LIMITED,2160,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,3,201902,DEAN TAXIS LTD,541.5,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,10,201902,DEAN TAXIS LTD,674.5,2019-05-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031502,24,201902,DEAN TAXIS LTD,1190,2019-05-24,
Communities & Environment,Premises,Rep & Maint,44035848,0,201902,EDMUNDSON ELECTRICAL LTD,1765,2019-05-02,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001111,28,201902,CLICK TRAVEL LTD,30.6,2019-05-21,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001111,39,201902,CLICK TRAVEL LTD,30.7,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,247,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,274,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1534,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1834,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Miscellaneous Supplies,41250140,1,201902,ALLPAY LTD,5253.46,2019-05-08,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,737,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1416,201902,O2 (UK) LTD,0.69,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2215,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,31,201902,CLICK TRAVEL LTD,86,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,35,201902,CLICK TRAVEL LTD,113.4,2019-05-01,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,330,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,631,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,638,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,639,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,640,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,641,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,643,201902,O2 (UK) LTD,13.75,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,645,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,664,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,669,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,763,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,770,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,771,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,773,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,868,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,877,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,878,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,881,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,884,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,887,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1003,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1017,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1027,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1028,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1035,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1259,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1648,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1765,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1913,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1982,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",41250045,1,201902,CHARTERED INST. OF ENV HEALTH,505,2019-05-07,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44038163,0,201902,BALFOUR BEATTY LIVING PLACES LTD,530,2019-05-28,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,29,201902,O2 (UK) LTD,0.03,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1498,201902,O2 (UK) LTD,0.24,2019-05-21,
Communities & Environment,Supplies and Services,Other Running Costs,44035033,0,201902,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,1972.13,2019-05-01,
Communities & Environment,Supplies and Services,Other Running Costs,44035313,0,201902,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,1117.24,2019-05-01,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,192,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,207,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,220,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,224,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,226,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,227,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,279,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,281,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1427,201902,O2 (UK) LTD,0.58,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1506,201902,O2 (UK) LTD,0.06,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1980,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2087,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2094,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2104,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2107,201902,O2 (UK) LTD,0.09,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2241,201902,O2 (UK) LTD,0.53,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2307,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2330,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2429,201902,O2 (UK) LTD,0.11,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,605,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Employees,Agency Staff,60091330,1,201902,GEOMETRIC RESULTS INTERNATIONAL LTD,1127.63,2019-05-08,
Communities & Environment,Employees,Agency Staff,60091332,47,201902,GEOMETRIC RESULTS INTERNATIONAL LTD,1334.96,2019-05-09,
Communities & Environment,Employees,Agency Staff,60091334,30,201902,GEOMETRIC RESULTS INTERNATIONAL LTD,836.63,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,997,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,778,201902,O2 (UK) LTD,13.75,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2380,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2389,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2390,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2397,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2452,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44035951,0,201902,NEWAUTO LTD T/A MOGO (UK),844,2019-05-07,
Communities & Environment,Supplies and Services,Comms & Computing,44035951,1,201902,NEWAUTO LTD T/A MOGO (UK),14.9,2019-05-07,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1612,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2040,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2438,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,719,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,755,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,756,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,780,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,783,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,786,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,787,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,788,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,792,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,796,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,998,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1736,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1891,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2052,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2053,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2055,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1021,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1832,201902,O2 (UK) LTD,0.65,2019-05-21,
Communities & Environment,Supplies and Services,Advertising,44036781,0,201902,REACH PUBLISHING SERVICES LTD,1630.77,2019-05-13,
Communities & Environment,Supplies and Services,Advertising,44038354,0,201902,REACH PUBLISHING SERVICES LTD,2231.58,2019-05-24,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,81,201902,O2 (UK) LTD,4.62,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,83,201902,O2 (UK) LTD,1.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,84,201902,O2 (UK) LTD,2.64,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,85,201902,O2 (UK) LTD,2.19,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,222,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,389,201902,O2 (UK) LTD,0.02,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,733,201902,O2 (UK) LTD,10,2019-05-21,
