Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600005,1574,201704,O2 (UK) LTD,10,2017-07-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600005,1654,201704,O2 (UK) LTD,10,2017-07-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600005,1656,201704,O2 (UK) LTD,10,2017-07-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600005,1658,201704,O2 (UK) LTD,10,2017-07-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600005,1735,201704,O2 (UK) LTD,10,2017-07-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,13,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,21,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,26,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,34,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,50,201704,O2 (UK) LTD,14.61,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,51,201704,O2 (UK) LTD,14.61,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,206,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,223,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,226,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,227,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,241,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,334,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,348,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,410,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,517,201704,O2 (UK) LTD,14.28,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,725,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1003,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1456,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1522,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1569,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1588,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1657,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1658,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1661,201704,O2 (UK) LTD,10,2017-07-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600006,1663,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,148024853,1,201704,VIRGIN MEDIA PAYMENTS LTD,3.67,2017-07-12
Corporate Resources,Employees,Indirect Employee Expenses,41203299,1,201704,KAPLAN FINANCIAL,1523.34,2017-07-26
Corporate Resources,Employees,Indirect Employee Expenses,41201962,1,201704,REDACTIVE PUBLISHING LTD,500,2017-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300000083,22,201704,CLICK TRAVEL LTD,20.36,2017-07-28
Corporate Resources,Transport,Public Transport and Taxi Fares,300000083,33,201704,CLICK TRAVEL LTD,52.36,2017-07-28
Corporate Resources,Transport,Public Transport and Taxi Fares,300000083,35,201704,CLICK TRAVEL LTD,84.58,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,148025026,2,201704,DO NOT USE - PLASE CONTACT CORPORATE ICT EXT 3761,85.8,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148024853,2,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024858,1,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024859,1,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024859,9,201704,VIRGIN MEDIA PAYMENTS LTD,0.04,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024860,1,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,298,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,378,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,436,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,437,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,479,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,481,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,594,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1231,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1262,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1537,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1578,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1714,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,284,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,401,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,476,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,477,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,480,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,482,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,964,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1222,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1266,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1575,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1642,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1707,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,148024853,10,201704,VIRGIN MEDIA PAYMENTS LTD,0.08,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024858,9,201704,VIRGIN MEDIA PAYMENTS LTD,0.03,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024860,9,201704,VIRGIN MEDIA PAYMENTS LTD,0.04,2017-07-12
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148024795,2,201704,MARSH LTD,8249.55,2017-07-07
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148024953,2,201704,MARSH LTD,6592.77,2017-07-21
Corporate Resources,Supplies and Services,Comms & Computing,60600005,227,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,383,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,392,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,399,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,400,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,402,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,404,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1059,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,232,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,397,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,399,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,400,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,403,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,405,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,438,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1061,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600005,147,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1517,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1519,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,141,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1513,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1521,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1138,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1154,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1157,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1166,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1172,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1176,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1180,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1137,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1157,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1159,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1167,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1169,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1173,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1497,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Transport,Public Transport and Taxi Fares,300000060,31,201704,CLICK TRAVEL LTD,0.51,2017-07-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000060,43,201704,CLICK TRAVEL LTD,85.73,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1619,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1652,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Transport,Public Transport and Taxi Fares,148024863,4,201704,CLICK TRAVEL LTD,51.5,2017-07-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300000083,30,201704,CLICK TRAVEL LTD,75.65,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,148025026,1,201704,DO NOT USE - PLASE CONTACT CORPORATE ICT EXT 3761,85.8,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025026,4,201704,DO NOT USE - PLASE CONTACT CORPORATE ICT EXT 3761,2.04,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148024733,7,201704,ROYAL MAIL,1327.04,2017-07-05
Corporate Resources,Supplies and Services,Comms & Computing,148025028,7,201704,ROYAL MAIL,1012.22,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025029,7,201704,ROYAL MAIL,1681.27,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025043,7,201704,ROYAL MAIL,1655.30,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,60600005,389,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,394,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,401,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,471,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,495,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,387,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,391,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,416,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,417,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,434,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147037363,1,201704,HMCS,3894.00,2017-07-13
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147037517,1,201704,HMCS,3900.00,2017-07-26
Corporate Resources,Supplies and Services,Other Running Costs,148024884,1,201704,ROSSENDALES COLLECT LTD,385,2017-07-14
Corporate Resources,Supplies and Services,Other Running Costs,148024923,2,201704,ROSSENDALES COLLECT LTD,75,2017-07-19
Corporate Resources,Supplies and Services,Comms & Computing,60600005,566,201704,O2 (UK) LTD,4.5,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,579,201704,O2 (UK) LTD,4.5,2017-07-28
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147037363,2,201704,HMCS,246,2017-07-13
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147037517,2,201704,HMCS,78,2017-07-26
Corporate Resources,Supplies and Services,Comms & Computing,43952042,0,201704,KANA SOFTWARE IRELAND LTD,44391.30,2017-07-05
Corporate Resources,Transport,Public Transport and Taxi Fares,300000081,13,201704,CLICK TRAVEL LTD,58.98,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,41203451,1,201704,TROJAN CONSULTANTS LTD,3241.00,2017-07-26
Corporate Resources,Supplies and Services,Comms & Computing,148024733,1,201704,ROYAL MAIL,96.11,2017-07-05
Corporate Resources,Supplies and Services,Comms & Computing,148024733,2,201704,ROYAL MAIL,899.28,2017-07-05
Corporate Resources,Supplies and Services,Comms & Computing,148025028,1,201704,ROYAL MAIL,499.52,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025028,2,201704,ROYAL MAIL,997.3,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025029,1,201704,ROYAL MAIL,95.98,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025029,2,201704,ROYAL MAIL,1285.86,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025043,1,201704,ROYAL MAIL,246.78,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,148025043,2,201704,ROYAL MAIL,993.04,2017-07-27
Corporate Resources,Supplies and Services,Comms & Computing,60600005,90,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,192,201704,O2 (UK) LTD,0.52,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,250,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,384,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,408,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,413,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,414,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,431,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,564,201704,O2 (UK) LTD,0.09,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1183,201704,O2 (UK) LTD,0.39,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1198,201704,O2 (UK) LTD,0.15,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1362,201704,O2 (UK) LTD,0.84,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1900,201704,O2 (UK) LTD,0.13,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,71,201704,O2 (UK) LTD,0.14,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,74,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,82,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,89,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,90,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,114,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,115,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,116,201704,O2 (UK) LTD,0.03,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,253,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,582,201704,O2 (UK) LTD,0.03,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1075,201704,O2 (UK) LTD,2.56,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1367,201704,O2 (UK) LTD,0.74,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1419,201704,O2 (UK) LTD,0.22,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1591,201704,O2 (UK) LTD,0.54,2017-07-28
Corporate Resources,Third Party Payments,Third Party Payments,147037233,2,201704,PAYPOINT PLC,289,2017-07-06
Corporate Resources,Third Party Payments,Third Party Payments,147037244,2,201704,PAYPOINT PLC,510,2017-07-06
Corporate Resources,Third Party Payments,Third Party Payments,147037245,2,201704,PAYPOINT PLC,279,2017-07-06
Corporate Resources,Third Party Payments,Third Party Payments,147037335,2,201704,PAYPOINT PLC,290,2017-07-17
Corporate Resources,Third Party Payments,Third Party Payments,147037413,2,201704,PAYPOINT PLC,150,2017-07-19
Corporate Resources,Third Party Payments,Third Party Payments,148025010,2,201704,PAYPOINT PLC,160,2017-07-25
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1364,201704,O2 (UK) LTD,0.19,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1572,201704,O2 (UK) LTD,0.18,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,1872,201704,O2 (UK) LTD,0.28,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1369,201704,O2 (UK) LTD,0.02,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,60600006,1561,201704,O2 (UK) LTD,0.86,2017-07-28
Corporate Resources,Employees,Indirect Employee Expenses,41201510,1,201704,KAPLAN FINANCIAL,1332.74,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024853,148,201704,VIRGIN MEDIA PAYMENTS LTD,13.55,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024859,148,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024860,146,201704,VIRGIN MEDIA PAYMENTS LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600005,962,201704,O2 (UK) LTD,10,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,60600006,973,201704,O2 (UK) LTD,10,2017-07-28
Corporate Resources,Supplies and Services,Comms & Computing,148024853,153,201704,VIRGIN MEDIA PAYMENTS LTD,0.12,2017-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148024860,150,201704,VIRGIN MEDIA PAYMENTS LTD,0.29,2017-07-12
