Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,Comms & Computing,60600016,597,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3335,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,486,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1637,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1937,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1941,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3037,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3041,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3045,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3048,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3085,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3130,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3134,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1465,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1495,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1515,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1519,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1521,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1524,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1530,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,41227097,1,201803,QUICKTHINK CLOUD LIMITED,3038.8,2018-06-11
Corporate Resources,Supplies and Services,Comms & Computing,41227098,1,201803,QUICKTHINK CLOUD LIMITED,1305.12,2018-06-11
Corporate Resources,Supplies and Services,Comms & Computing,60600016,434,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1928,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Employees,Indirect Employee Expenses,148027761,1,201803,TYNE & WEAR PENSION FUND,14206,2018-06-11
Corporate Resources,Supplies and Services,Comms & Computing,41227301,1,201803,VIRGIN MEDIA PAYMENTS LTD,883.03,2018-06-14
Corporate Resources,Supplies and Services,Comms & Computing,41227212,1,201803,CRITIQOM,908.38,2018-06-18
Corporate Resources,Supplies and Services,Comms & Computing,41227214,1,201803,CRITIQOM,421.13,2018-06-18
Corporate Resources,Supplies and Services,Comms & Computing,41227222,1,201803,CRITIQOM,1255.8,2018-06-18
Corporate Resources,Supplies and Services,Comms & Computing,148027687,7,201803,ROYAL MAIL,643.31,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,7,201803,ROYAL MAIL,823.77,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,7,201803,ROYAL MAIL,326.54,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,7,201803,ROYAL MAIL,710.13,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,7,201803,ROYAL MAIL,490.81,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,7,201803,ROYAL MAIL,803.26,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3915,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3916,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3921,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3922,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3924,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,856,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,859,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,862,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,865,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,874,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Third Party Payments,Third Party Payments,41227302,1,201803,CALLCREDIT PLC,3250,2018-06-15
Corporate Resources,Supplies and Services,Comms & Computing,60600016,4273,201803,O2 (UK) LTD,4.5,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,999,201803,O2 (UK) LTD,4.5,2018-06-22
Corporate Resources,Supplies and Services,Other Running Costs,148027873,1,201803,ROSSENDALES COLLECT LTD,1158.16,2018-06-21
Corporate Resources,Supplies and Services,Comms & Computing,148027687,1,201803,ROYAL MAIL,516.5,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027687,2,201803,ROYAL MAIL,759.32,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,1,201803,ROYAL MAIL,194.15,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,2,201803,ROYAL MAIL,988.99,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,1,201803,ROYAL MAIL,340.14,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,2,201803,ROYAL MAIL,527.3,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,1,201803,ROYAL MAIL,160.84,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027738,2,201803,ROYAL MAIL,730.79,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,1,201803,ROYAL MAIL,477.04,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027839,2,201803,ROYAL MAIL,675.74,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,1,201803,ROYAL MAIL,127.5,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,2,201803,ROYAL MAIL,838.05,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,60600016,148,201803,O2 (UK) LTD,0.34,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,297,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3188,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3192,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3193,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3887,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3888,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3890,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3910,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3911,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3913,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,4085,201803,O2 (UK) LTD,0.33,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,4124,201803,O2 (UK) LTD,1.1,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,656,201803,O2 (UK) LTD,0.18,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,795,201803,O2 (UK) LTD,0.02,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,883,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,885,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,887,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,889,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,890,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,891,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1233,201803,O2 (UK) LTD,0.05,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1313,201803,O2 (UK) LTD,0.28,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1616,201803,O2 (UK) LTD,0.08,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1772,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1782,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1783,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1785,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Third Party Payments,Third Party Payments,41227528,1,201803,PAYPOINT NETWORK LTD,1142.34,2018-06-15
Corporate Resources,Supplies and Services,Comms & Computing,60600016,502,201803,O2 (UK) LTD,0.87,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,4118,201803,O2 (UK) LTD,0.97,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,4127,201803,O2 (UK) LTD,2.59,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,789,201803,O2 (UK) LTD,0.39,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,790,201803,O2 (UK) LTD,0.78,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600017,1621,201803,O2 (UK) LTD,1.35,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,60600016,2925,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,741,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Employees,Indirect Employee Expenses,148027804,1,201803,TYNE & WEAR PENSION FUND,26490,2018-06-14
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41226915,1,201803,PREPAID FINANCIAL SERVICES LTD,1625.3,2018-06-07
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41226915,2,201803,PREPAID FINANCIAL SERVICES LTD,1031.59,2018-06-07
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41226915,3,201803,PREPAID FINANCIAL SERVICES LTD,1551.66,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027745,1,201803,MHR INTERNATIONAL UK LTD,13000,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,148027687,6,201803,ROYAL MAIL,7.81,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,6,201803,ROYAL MAIL,135.54,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,6,201803,ROYAL MAIL,34.76,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,6,201803,ROYAL MAIL,47,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,6,201803,ROYAL MAIL,20.48,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,6,201803,ROYAL MAIL,58.26,2018-06-19
Corporate Resources,Employees,Indirect Employee Expenses,148027830,1,201803,TYNE & WEAR PENSION FUND,9627,2018-06-18
Corporate Resources,Transport,Public Transport and Taxi Fares,148027776,1,201803,CLICK TRAVEL LTD,385.22,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027776,2,201803,CLICK TRAVEL LTD,2454,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027777,1,201803,CLICK TRAVEL LTD,1427.5,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027777,2,201803,CLICK TRAVEL LTD,3050.7,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027778,1,201803,CLICK TRAVEL LTD,13.49,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027778,2,201803,CLICK TRAVEL LTD,3092.8,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027779,1,201803,CLICK TRAVEL LTD,819.17,2018-06-13
Corporate Resources,Transport,Public Transport and Taxi Fares,148027779,2,201803,CLICK TRAVEL LTD,1264.9,2018-06-13
Corporate Resources,Supplies and Services,Comms & Computing,148027687,3,201803,ROYAL MAIL,141.79,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027687,4,201803,ROYAL MAIL,58.98,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,3,201803,ROYAL MAIL,125.77,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,4,201803,ROYAL MAIL,216.78,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,3,201803,ROYAL MAIL,101.94,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,4,201803,ROYAL MAIL,412.87,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,3,201803,ROYAL MAIL,152.56,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027738,4,201803,ROYAL MAIL,215.01,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,3,201803,ROYAL MAIL,108.86,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027839,4,201803,ROYAL MAIL,94,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,3,201803,ROYAL MAIL,141.29,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,4,201803,ROYAL MAIL,280.85,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3164,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,2003,201803,O2 (UK) LTD,10,2018-06-22
Corporate Resources,Supplies and Services,Comms & Computing,41226524,1,201803,BOTTOMLINE TECHNOLOGIES,28847.3,2018-06-04
Corporate Resources,Supplies and Services,Comms & Computing,41226525,1,201803,BOTTOMLINE TECHNOLOGIES,4263.7,2018-06-04
Corporate Resources,Supplies and Services,Comms & Computing,148027687,5,201803,ROYAL MAIL,20.31,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,5,201803,ROYAL MAIL,17.97,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,5,201803,ROYAL MAIL,9.77,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,5,201803,ROYAL MAIL,10.24,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,5,201803,ROYAL MAIL,158.17,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,5,201803,ROYAL MAIL,25.08,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,60600016,397,201803,O2 (UK) LTD,0.03,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600017,2087,201803,O2 (UK) LTD,0.02,2018-06-22
Corporate Resources,Employees,Indirect Employee Expenses,44000749,0,201803,ASSOCIATION OF EDUCATIONAL PSYCHOLOGISTS,700,2018-06-25
Corporate Resources,Supplies and Services,Comms & Computing,148027687,8,201803,ROYAL MAIL,8.4,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027688,8,201803,ROYAL MAIL,15.67,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027689,8,201803,ROYAL MAIL,6.26,2018-06-01
Corporate Resources,Supplies and Services,Comms & Computing,148027738,8,201803,ROYAL MAIL,35.87,2018-06-07
Corporate Resources,Supplies and Services,Comms & Computing,148027839,8,201803,ROYAL MAIL,17.95,2018-06-19
Corporate Resources,Supplies and Services,Comms & Computing,148027840,8,201803,ROYAL MAIL,17.18,2018-06-19
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41227094,1,201803,DISCLOSURE & BARRING SERVICE,7040,2018-06-14
Corporate Resources,Employees,Indirect Employee Expenses,148027762,1,201803,TYNE & WEAR PENSION FUND,43734,2018-06-11
Corporate Resources,Supplies and Services,Comms & Computing,43997702,0,201803,TRUSTMARQUE SOLUTIONS LTD,32300,2018-06-04
Corporate Resources,Supplies and Services,Comms & Computing,43999689,0,201803,INSIGHT DIRECT UK LTD,635,2018-06-14
Corporate Resources,Supplies and Services,Comms & Computing,43999955,0,201803,MAIL MANAGER LIMITED,1892.8,2018-06-18
Corporate Resources,Supplies and Services,Comms & Computing,43999956,0,201803,TRUSTMARQUE SOLUTIONS LTD,304799.39,2018-06-18
Corporate Resources,Supplies and Services,Comms & Computing,44000309,0,201803,TRUSTMARQUE SOLUTIONS LTD,9355.5,2018-06-21
Corporate Resources,Supplies and Services,Comms & Computing,147040714,1,201803,VIRGIN MEDIA PAYMENTS LTD,143003.25,2018-06-13
Corporate Resources,Supplies and Services,Comms & Computing,41226734,1,201803,VIRGIN MEDIA BUSINESS,2318.52,2018-06-05
Corporate Resources,Supplies and Services,Comms & Computing,41226734,2,201803,VIRGIN MEDIA BUSINESS,1677.99,2018-06-05
Corporate Resources,Supplies and Services,Comms & Computing,60600016,3,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,9,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,45,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,47,201803,O2 (UK) LTD,8.55,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,52,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,61,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,71,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,100,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,101,201803,O2 (UK) LTD,10,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,106,201803,O2 (UK) LTD,4.5,2018-06-08
Corporate Resources,Supplies and Services,Comms & Computing,60600016,116,201803,O2 (UK) LTD,10,2018-06-08
