Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-06-07,12.98,Communities & Service Support (obsolete)-Museums & Arts,123 REG LTD,,
2021-05-27,67.50,Economy and Environment (obsolete)-Transport Services,A.S PICKERING LTD,,
2021-05-26,10.33,Children and Young People's Services-Schools and Children's Services - Non-School,ADVENTURE ISLAND,,
2021-05-14,11.05,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-10,107.96,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-17,34.59,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-20,45.52,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-13,23.98,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-17,84.95,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-04,5.52,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-19,1.73,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-06,88.42,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-13,41.56,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-10,55.02,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-04-29,65.36,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-17,61.31,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-04-19,73.60,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-06-19,3.36,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-05-16,6.46,Children and Young People's Services-Childrens Care Services,ALDI 60 779,,
2021-06-17,52.00,Economy and Environment (obsolete)-Housing Services,ALLPAY *TOGETHER HOUSING,,
2021-06-15,86.70,Children and Young People's Services-Childrens Care Services,ALLPAY *TOGETHER HOUSING,,
2021-05-09,8.98,Children and Young People's Services-Childrens Care Services,ALLSTARZ DESSERTS SOWB,,
2021-06-06,9.98,Children and Young People's Services-Childrens Care Services,ALLSTARZ DESSERTS SOWB,,
2021-05-24,-15.85,Children and Young People's Services-Childrens Care Services,AMZ*iHeadphones ltd,,
2021-06-14,-17.48,Children and Young People's Services-Childrens Services Unit,AMZ*yiming store,,
2021-04-15,158.32,Adult Services and Wellbeing-Adult Health & Social Care,AMZNMKTPLACE AMAZON.CO.UK,,
2021-06-24,70.75,Children and Young People's Services-Childrens Care Services,AMZNMKTPLACE AMAZON.CO.UK,,
2021-06-19,21.63,Children and Young People's Services-Childrens Care Services,AMZNMKTPLACE AMAZON.CO.UK,,
2021-05-04,35.82,Children and Young People's Services-Childrens Care Services,AMZNMKTPLACE AMAZON.CO.UK,,
2021-05-24,16.65,Children and Young People's Services-Childrens Care Services,AMZNMKTPLACE AMAZON.CO.UK,,
2021-04-09,14.98,Adult Services and Wellbeing-Adult Health & Social Care,AMZNMktplace,,
