Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,MELMERBY/MID´TON GROUPED PARISH COUNCIL,4627322,1556.00,MELMERBY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,MID-WHARFEDALE GROUPED PARISH COUNCIL,4627319,1640.00,MIDWHARFEDALE Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,MOOR MONKTON PARISH COUNCIL,4627309,1636.00,MOOR MONKTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,NIDD PARISH COUNCIL,4627316,698.00,NIDD Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,NORTH DEIGHTON PARISH COUNCIL,4627315,626.00,NORTH DEIGHTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,NORTH RIGTON PARISH COUNCIL,4627314,3307.00,NORTH RIGTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,NORTH STAINLEY-WITH-SLENINGFORD PARISH COUNCIL,4627313,4369.00,NORTH STAINLEY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,NUN MONKTON PARISH COUNCIL,4627304,3894.00,NUN MONKTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Council Tax Support Grants to Parishes/Ripon SRB Grant Payments 0607,2015-04-27,PATELEY BRIDGE TOWN COUNCIL,4627296,519.00,PATELEY BRIDGE 1st Instalment Grant
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,PATELEY BRIDGE TOWN COUNCIL,4627302,6750.00,PATELEY BRIDGE Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,RAINTON PARISH COUNCIL,4627301,2570.00,RAINTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,RIPLEY PARISH COUNCIL,4627299,1200.00,RIPLEY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Council Tax Support Grants to Parishes/Ripon SRB Grant Payments 0607,2015-04-27,RIPON CITY COUNCIL,4627294,7833.00,RIPON 1st Instalment Grant
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,RIPON CITY COUNCIL,4627295,78960.00,RIPON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,ROECLIFFE & WESTWICK GROUPED PARISH,4627298,1777.00,ROECLIFFE Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,SCOTTON PARISH COUNCIL,4627297,1549.00,SCOTTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,SCRIVEN PARISH COUNCIL,4627291,1770.00,SCRIVEN Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Council Tax Support Grants to Parishes/Ripon SRB Grant Payments 0607,2015-04-27,SHAROW PARISH COUNCIL,4627288,289.00,SHAROW 1st Instalment Grant
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,SHAROW PARISH COUNCIL,4627289,2517.00,SHAROW Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,SKELTON GROUPED PARISH COUNCIL,4627287,1235.00,SKELTON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,SPOFFORTH-WITH-STOCKELD PARISH COUNCIL,4627285,4325.00,SPOFFORTHWITHSTOCKELD Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,STAVELEY & COPGROVE GROUPED PARISH COUNCIL,4627283,2548.00,STAVELEY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,THRUSCROSS PARISH COUNCIL,4627279,640.00,THRUSCROSS Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Council Tax Support Grants to Parishes/Ripon SRB Grant Payments 0607,2015-04-27,TOCKWITH AND WILSTROP GROUP PARISH COUNCIL,4627277,441.00,TOCKWITH  and  WILSTROP 1st Instalment Grant
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,TOCKWITH AND WILSTROP GROUP PARISH COUNCIL,4627278,12059.00,TOCKWITH  and  WILSTROP Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,UPPER NIDDERDALE GROUPED PARISH COUNCIL,4627276,1960.00,NIDDERDALE PARISH COUNCIL Parish Precept 1st
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,WASHBURN GROUPED PARISH COUNCIL,4627275,3000.00,WASHBURN PARISH COUNCIL Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,WATH & NORTON CONYERS GROUPED PARISH COUNCIL,4627274,1768.00,WATH Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,WEETON PARISH COUNCIL,4627271,1941.00,WEETON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,WHIXLEY PARISH COUNCIL,4627269,3118.00,WHIXLEY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,2015-04-27,WIGHILL PARISH COUNCIL,4627267,344.00,WIGHILL Parish Precept 1st Instalment
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Subscriptions,2015-04-08,CIPFA BUSINESS LTD,4625809,1887.50,ACCR1516  CIPFA Benefits and Revenues Service  1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,ICT Rechargeables,2015-04-01,VICTORIA SOLUTIONS LIMITED,4626573,5431.03,ACCR1516  Annual License and Maintenance
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,2015-04-27,LOCAL GOVERNMENT ASSOCIATION,4627871,10450.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Subscriptions,2015-04-01,LGIU,4627083,500.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Paper,2015-04-15,PREMIER PAPER GROUP LTD,4627795,612.53,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Grants/Contribs to Other Bodies,2015-04-22,YORKSHIRE LOCAL COUNCILS ASSOCIATIONS,4628164,1200.00,Annual contribution to the YLCA
Harrogate Borough Council,Employees,R,Corporate Affairs,Communications & Media,Non Qualification Training,2015-04-01,IN2-TRAINING (UK) LTD,4627034,723.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Media,Advertising,2015-04-29,STRAY FM,4628260,1000.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Corporate Business Support,Equipment,2015-04-22,ARENA GROUP LTD,4627828,1486.14,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,2015-04-08,COMPUTERSHARE VOUCHER SERVICES,4627454,8831.98,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,2015-04-08,COMPUTERSHARE VOUCHER SERVICES,4627454,220.80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,2015-04-29,LYRECO,4628363,320.53,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,2015-04-08,PRINT ON SOLUTIONS LTD,4625821,427.78,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Miscellaneous Expenditure,2015-04-22,REDFERN TRAVEL LTD,4627563,6.31,ACCR1415 ADMIN FEE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-29,ROYAL MAIL GROUP LTD,4628288,210.00,0645219042
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-01,ROYAL MAIL GROUP LTD,4625501,405.63,0358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4627229,225.52,ACCR1415 0645219037 FORTHE PERIOD 23/4/2011 - 14/03/2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4627229,455.48,ACCR1415 0645219037 FOR THE PERIOD 23/4/2011 -14/3/2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4626361,108.41,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4626361,1.24,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4626361,1506.47,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-29,ROYAL MAIL GROUP LTD,4627625,47.89,ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-29,ROYAL MAIL GROUP LTD,4627625,1713.58,ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-29,ROYAL MAIL GROUP LTD,4627625,25.34,ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4626362,1700.66,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-15,ROYAL MAIL GROUP LTD,4626362,92.69,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-01,ROYAL MAIL GROUP LTD,4625500,1782.44,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-01,ROYAL MAIL GROUP LTD,4625500,83.43,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-01,ROYAL MAIL GROUP LTD,4625503,2589.96,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-29,ROYAL MAIL GROUP LTD,4627622,3848.25,ACCR1415 0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-08,ROYAL MAIL GROUP LTD,4626360,4000.03,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-04-22,ROYAL MAIL GROUP LTD,4626793,23824.95,ACCR1415  0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,2015-04-13,BOROUGHBRIDGE TOWN COUNCIL,4627665,7750.00,CSP Annual Fee
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Qualification Training,2015-04-01,E J AYLING,4626740,1128.25,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,2015-04-08,MASHAMSHIRE COMMUNITY OFFICE,4627495,10250.00,ACCR1516 Customer service point fee 1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Other Supplies & Services,2015-04-22,MY SOCIETY LTD,4627052,375.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,2015-04-08,NORTH YORKSHIRE COUNTY COUNCIL,4627490,5750.00,Customer service point fee 1516
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-27,PRIME TIME RECRUITMENT LTD,4628732,298.10,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-22,PRIME TIME RECRUITMENT LTD,4628184,304.88,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-27,PRIME TIME RECRUITMENT LTD,4625885,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-27,PRIME TIME RECRUITMENT LTD,4626566,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-27,PRIME TIME RECRUITMENT LTD,4628178,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-04-27,PRIME TIME RECRUITMENT LTD,4626075,406.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,2015-04-20,THE NIDDERDALE PLUS PARTNERSHIP,4628185,5750.00,Customer Service Point Annual Fee
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Qualification Training,2015-04-01,YORKSHIRE EVENT CENTRE LTD,4626942,289.67,Swale  and  Esk room hire
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Subscriptions,2015-04-08,CIPFA BUSINESS LTD,4625809,1887.50,ACCR1516  CIPFA Benefits and Revenues Service  1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,2015-04-29,DATATANK LTD,4629258,236.50,SPD Review
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Advertising,2015-04-08,JOHNSTON PUBLISHING LTD,4626467,2383.33,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2015-04-29,POSTURITE (UK) LTD,4628733,696.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2015-04-27,ADARE LIMITED,4627961,1813.85,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2015-04-29,ADARE LIMITED,4627991,2309.49,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2015-04-15,ARENA GROUP LTD,4626896,400.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2015-04-29,ELECTORAL REFORM SERVICES,4629022,757.48,Individual Electoral Registration 2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2015-04-01,ROYAL MAIL GROUP LTD,4625502,277.45,0158754000
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,2015-04-15,ADULT PLACEMENT SERVICES LTD,4627992,360.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,2015-04-01,E J AYLING,4626753,850.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,2015-04-29,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4629175,1528.75,OCCUPATIONAL HEALTH SERVICES
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,2015-04-29,INSIGHT HEALTHCARE LTD,4628379,2337.30,Quarterly EAP capitated fee
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2015-04-15,PARK RETAIL LTD,4627863,10368.36,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,2015-04-20,QA LIMITED,4628323,780.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,2015-04-15,REED SPECIALIST RECRUITMENT LTD,4628084,495.60,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,2015-04-29,REED SPECIALIST RECRUITMENT LTD,4629208,495.60,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,2015-04-15,REED SPECIALIST RECRUITMENT LTD,4628082,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,2015-04-15,REED SPECIALIST RECRUITMENT LTD,4628083,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,2015-04-29,REED SPECIALIST RECRUITMENT LTD,4629187,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,2015-04-22,SMARTSTYLE TECHNOLOGY TRAINING LTD,4628541,895.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2015-04-08,AGE UK NORTH YORKSHIRE,4626053,1500.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Professional Subscriptions,2015-04-22,APSE,4627918,3300.00,APSE membership fee 20152016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Supplies & Services,2015-04-29,LAMBERT SMITH HAMPTON,4629018,1571.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),ICT Rechargeables,2015-04-29,SAFECONTROL LTD,4628307,221.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Qualification Training,2015-04-15,CIPFA,4626465,785.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Non Qualification Training,2015-04-01,CIPFA BUSINESS LTD,4626285,290.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Internal Audit,Subscriptions,2015-04-01,CIPFA BUSINESS LTD,4625556,1610.00,
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,2015-04-22,REDFERN TRAVEL LTD,4627563,118.05,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-08,ADELANTE SOFTWARE LTD,4625530,8070.63,ACCR1516  Smartpay Support renewal
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-29,ADELANTE SOFTWARE LTD,4627348,3534.00,Desksmart upgrade
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-08,CAPITA BUSINESS SERVICES LTD,4625562,5341.34,ACCR1516  Payment Management Systems 1516
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,2015-04-01,COMCEN COMPUTER SUPPLIES,4625571,300.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,COOLSPIRIT,4628358,5345.93,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-22,COOLSPIRIT,4626504,9682.24,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-29,COOLSPIRIT,4628357,19930.11,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,DELL CORPORATION LTD,4626601,295.02,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,DELL CORPORATION LTD,4626884,467.85,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,DELL CORPORATION LTD,4626884,216.92,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,DELL CORPORATION LTD,4626887,815.85,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,DELL CORPORATION LTD,4626886,983.40,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-22,DOTTED EYES,4626945,1500.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-08,ESRI (UK) LTD,4625850,11615.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,EXPERIAN LTD,4629183,683.96,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,IDOX SOFTWARE LTD,4627240,1297.42,ACCR1516 CREDIT INV 102829
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,IDOX SOFTWARE LTD,4627234,68195.29,ACCR1516 SERVER MAINTENANCE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,IKEN BUSINESS LTD,4628367,6491.52,Iken Annual Licence Fee for 12 months to 31st March 2016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-15,INSIGHT DIRECT (UK) LIMITED,4626441,254.20,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-22,INSIGHT DIRECT (UK) LIMITED,4626946,43.98,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2015-04-22,INSIGHT DIRECT (UK) LIMITED,4626946,508.40,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,INTERNATIONAL POS LTD,4627031,645.00,ACCR1516 Support Annual Hardware Contract E
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,INTERNATIONAL POS LTD,4627031,717.50,ACCR1516 Support Annual Hardware Contract E
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-27,KENSON,4627876,3222.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-13,LANDMARK INFORMATION GROUP LIMITED,4626999,250.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,NEW MIND INTERNET CONSULTANCY LTD,4628426,7920.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-15,NORTHGATE INFORMATION SOLUTIONS UK LTD,4626934,19468.00,ACCR1516 M3 Environmental Health
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-29,NOWCOMM LTD,4628456,2850.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-15,PETER LALLY & ASSOCIATES,4626935,2900.00,ACCR1516 Homelessness Database  SupportMaintenance
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than 5k,2015-04-08,RECARTA IT LTD,4626941,635.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Other Recruitment,2015-04-01,REED SPECIALIST RECRUITMENT LTD,4627039,4100.00,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-29,SAPPHIRE TECHNOLOGIES LTD,4629024,1882.00,Swivel Renewal 010615  010616
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,2015-04-15,SEC-1 LTD,4626252,1000.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,2015-04-15,SEC-1 LTD,4626194,1038.12,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,SERVICE LEVEL MANAGEMENT,4626057,1023.75,ACCR1516 maintenance  and  support
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-22,TIMEPLAN FUEL SOLUTIONS LTD,4627139,1302.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-08,TRUSTMARQUE SOLUTIONS LTD,4625725,19452.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2015-04-20,TRUSTMARQUE SOLUTIONS LTD,4628246,10878.64,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-01,UNIT 4 BUSINESS SOFTWARE LIMITED,4626054,15925.87,ACCR1516 support  and  maint
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,V1 LIMITED,4629174,4080.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2015-04-29,VIRGIN MEDIA BUSINESS,4629144,830.54,705610102
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Mobile Telephony,2015-04-27,VIRGIN MEDIA PAYMENTS LTD,4628895,2172.82,930391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Mobile Telephony,2015-04-20,VIRGIN MEDIA PAYMENTS LTD,4628243,2729.95,930391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2015-04-29,VODAFONE LIMITED,4628712,1081.10,UK13114485
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2015-04-29,WELLDATA LTD,4628232,5306.93,11 Period 01 Apr 15 to 30 Jun 15
