Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2016-06-08,ALLSTAR BUSINESS SOLUTIONS LTD,4653161,22.2,April Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-06-13,ALLSTAR BUSINESS SOLUTIONS LTD,4653757,95.37,May Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-06-08,ALLSTAR BUSINESS SOLUTIONS LTD,4653161,120.19,April Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-06-27,ALLSTAR BUSINESS SOLUTIONS LTD,4654258,91.07,May Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2016-06-15,BERENDSEN UK LTD,4654281,212.53,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-06-01,DR CHRISTIAN LACHMANN,4654066,832.5,Dr C Lachmann May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-06-01,DR R SPENCER,4654067,629,Dr R Spencer May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-06-01,DR VIVIENNE JAYNE POSKITT,4654065,832.5,Dr V Poskitt May 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-06-22,FALON NAMEPLATES LTD,4654311,651.35,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-06-22,FALON NAMEPLATES LTD,4654311,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2016-06-29,G4S SECURE SOLUTIONS (UK) LIMITED,4654962,260,Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2016-06-08,HARROGATE TIMBER LTD,4653872,498.75,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-06-29,HILTON CABINET CO LTD,4654988,109.92,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-06-29,HILTON CABINET CO LTD,4654988,146.91,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-06-29,HILTON CABINET CO LTD,4654988,49.53,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-06-15,RIX PETROLEUM (HULL) LIMITED,4654392,411.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2016-06-29,W BOWERS,4655961,1497.08,W BOWERS
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2016-06-29,WETHERBY SKIP HIRE SERVICES,4655213,175,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2016-06-29,WETHERBY SKIP HIRE SERVICES,4655213,175,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2016-06-22,WETHERBY SKIP HIRE SERVICES,4655207,350,various
