Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2020-06-19,JAMES THOMPSON T/A THOMPSON TREE CARE,3610454,490,Payments to Ext Contractors
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2020-06-02,VENERABLE TREE CARE,3609370,660,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2020-06-12,VENERABLE TREE CARE,3609880,2200.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2020-06-05,HACS CIVIL ENGINEERING LLP,3609446,600,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2020-06-25,ROMA PRESS (UK) LIMITED,3610834,295,Burial/Mortuary Fees
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2020-06-30,SAFETY GUIDE FOUNDATION,3611078,499,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-10,BANNER GROUP LTD,3609234,64.16,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-19,TELESHORE UK LTD,3610464,222.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-12,TELESHORE UK LTD,3609986,284,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-12,TELESHORE UK LTD,3609992,711,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-12,TELESHORE UK LTD,3609989,898,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2020-06-16,TELESHORE UK LTD,3609991,1420.86,On Site Service of Shoring Equipment located
