Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-06-10,ALLSTAR BUSINESS SOLUTIONS LTD,4630800,113.61,May Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-06-24,ALLSTAR BUSINESS SOLUTIONS LTD,4631897,188.11,May Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-06-03,DR K M COATS,4631778,1554.00,May 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-06-24,FALON NAMEPLATES LTD,4631592,17.5,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-06-24,FALON NAMEPLATES LTD,4631592,344.6,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Other Premises Related Costs,2015-06-08,MOOR & VALLEY LTD,4631917,3490.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2015-06-11,FACULTATIEVE TECHNOLOGIES LTD,4631706,563.74,credit trans 4630065
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2015-06-17,FACULTATIEVE TECHNOLOGIES LTD,4631357,2020.26,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2015-06-29,HACS CIVIL ENGINEERING LLP,4632670,45805.72,Stonefall Cemetry
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2015-06-11,WETHERBY SKIP HIRE SERVICES,4630934,172.71,various
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2015-06-29,WETHERBY SKIP HIRE SERVICES,4631923,172.71,various
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-06-03,DR R SPENCER,4631777,351.5,Dr R Spencer May 2015 monthly
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2015-06-29,PEACOCK BROTHERS,4631980,2950.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-06-03,HALL FUELS,4630814,492.3,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2015-06-24,HUMBLE HERITAGE,4631842,250,
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-03,ALLSTAR BUSINESS SOLUTIONS LTD,4631104,58.38,Apr Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-03,ALLSTAR BUSINESS SOLUTIONS LTD,4631104,51.44,Apr Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-03,ALLSTAR BUSINESS SOLUTIONS LTD,4631104,58.38,Apr Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-03,ALLSTAR BUSINESS SOLUTIONS LTD,4631104,51.44,Apr Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-10,ALLSTAR BUSINESS SOLUTIONS LTD,4630800,58.95,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-10,ALLSTAR BUSINESS SOLUTIONS LTD,4630800,56.9,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-10,ALLSTAR BUSINESS SOLUTIONS LTD,4630800,58.95,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-10,ALLSTAR BUSINESS SOLUTIONS LTD,4630800,56.9,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-24,ALLSTAR BUSINESS SOLUTIONS LTD,4631897,55.23,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-06-24,ALLSTAR BUSINESS SOLUTIONS LTD,4631897,55.23,May Fuel
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,2015-06-29,NORTHGATE VEHICLE HIRE LTD,4633175,274.72,VAN HIRE MAY 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,2015-06-29,NORTHGATE VEHICLE HIRE LTD,4633178,274.72,VAN HIRE MAY 2015
Harrogate Borough Council,Transport,R,Community,Car Parking,Hire of Vehicles/Plant,2015-06-11,NORTHGATE VEHICLE HIRE LTD,4630749,287.8,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2015-06-17,NOMIX ENVIRO,4631286,206.6,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2015-06-17,NOMIX ENVIRO,4631286,6.3,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2015-06-08,BOB COWELL,4631799,379,
Harrogate Borough Council,Premises,R,Community,Car Parking,Rents & Wayleaves,2015-06-22,PARK SQUARE PROPERTY MANAGEMENT LTD,4631822,12500.00,Station Parade Car Park
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2015-06-24,ALLSTAR BUSINESS SOLUTIONS LTD,4631897,40,late payment charge
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,723.35,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,227.24,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,439.12,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,456.14,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,227.24,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,227.24,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,81.18,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,683.38,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,9.92,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,55.32,ATS tyres may 2015
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2015-06-29,ATS EUROMASTER LTD,4631805,116.93,ATS tyres may 2015
