Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2022-04-11,ALLSTAR BUSINESS SOLUTIONS LTD,3646535,85.93,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2022-04-13,ROSS HANTLEY,3645551,1400.00,
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2022-04-13,ROSS HANTLEY,3645552,1400.00,
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2022-04-13,ROSS HANTLEY,3645550,2000.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2022-04-04,4 SITE SECURITY SERVICES LTD,3645100,1394.64,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2022-04-27,ABBOTTS MEMORIAL COMPANY,3647074,500.00,Payments to Ext Contractors
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-04-06,AMSPAC LTD,3644791,290.00,Equipment
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Payments to Ext Contractors,2022-04-25,DALEBUILD LTD,3647025,750.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-04-04,DR CHRISTIAN LACHMANN,3646372,999.00,ACCR2122 PQ Dr C Lachmann March 2022 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-04-04,DR R SPENCER,3646363,684.50,ACCR2122 PQ Dr R Spencer March 2022 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-04-04,DR VIVIENNE JAYNE POSKITT,3646364,1110.00,ACCR2122 PQ DR V Poskitt March 2022 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-04-13,FALON NAMEPLATES LTD,3646077,19.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-04-13,FALON NAMEPLATES LTD,3646077,806.04,Plaques
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2022-04-04,HACS CIVIL ENGINEERING LLP,3646216,1117.63,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2022-04-13,J HEWSON (BUILDERS) LTD,3646519,500.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2022-04-27,MEL GREEN CONSTRUCTION LTD,3646907,4250.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2022-04-27,ON-SITE ARCHAEOLOGY LTD,3646783,216.30,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-04-11,STEPHENSONS MEMORIAL WORKS,3646235,247.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-04-11,STEPHENSONS MEMORIAL WORKS,3646238,264.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-04-27,STEPHENSONS MEMORIAL WORKS,3647404,308.75,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-04-20,TUDOR ENVIRONMENTAL,3645599,524.64,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-20,JANGRO NETWORK LIMITED,3645424,529.90,2355642 Jubilee
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-04-11,NORTHGATE VEHICLE HIRE LTD,3645378,215.88,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-04-11,NORTHGATE VEHICLE HIRE LTD,3645327,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-04-11,NORTHGATE VEHICLE HIRE LTD,3645388,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-04-11,NORTHGATE VEHICLE HIRE LTD,3645392,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-04-11,NORTHGATE VEHICLE HIRE LTD,3645393,233.80,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Misc Expenditure Non-Vatable,2022-04-04,NORTHGATE VEHICLE HIRE LTD,3643894,3757.55,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-11,THE UK RECRUITMENT CO. LIMITED,3645210,599.20,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-27,THE UK RECRUITMENT CO. LIMITED,3647516,359.52,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-27,THE UK RECRUITMENT CO. LIMITED,3647524,434.42,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-27,THE UK RECRUITMENT CO. LIMITED,3647526,659.12,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-20,TRAVAIL EMPLOYMENT GROUP LTD,3646975,664.21,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-20,TRAVAIL EMPLOYMENT GROUP LTD,3647132,485.76,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-04-20,TRAVAIL EMPLOYMENT GROUP LTD,3646317,747.13,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Business Development,Staff Advertising,2022-04-27,BLUETOWNONLINE LTD,3647110,324.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-04-06,FCN FROZEN FOODS,3645425,265.54,Vending Purchases
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-04-20,FCN FROZEN FOODS,3646563,303.66,Vending Purchases
