Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2019-09-16,ALLSTAR BUSINESS SOLUTIONS LTD,3589293,16.65,AS60046921
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2019-09-30,TRAVAIL EMPLOYMENT GROUP LTD,3592697,565.32,Temporary Staff
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-09-30,TRINOVA SYSTEMS LIMITED,3591663,2500.00,Payments to Ext Contractors
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-09-30,ROB PEAKER,3592785,250.00,Payments to Ext Contractors
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-09-16,ALLSTAR BUSINESS SOLUTIONS LTD,3590412,36.67,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-09-25,ALLSTAR BUSINESS SOLUTIONS LTD,3592022,17.08,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-09-16,ALLSTAR BUSINESS SOLUTIONS LTD,3589293,33.54,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-09-18,HARROGATE TIMBER LTD,3590654,499.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2019-09-30,PAUL YATES TOOL HIRE,3590989,210.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-09-30,TELESHORE UK LTD,3592710,1000.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-11,MEMSAFE LTD,3590565,1100.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-04,MEMSAFE LTD,3590566,5380.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-11,MEMSAFE LTD,3590567,5515.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-09-02,DR R SPENCER,3590280,462.50,PQ Dr R Spencer August 2019 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,2019-09-11,DASH INFORMATION SYSTEMS LTD,3590312,1167.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,2019-09-11,DASH INFORMATION SYSTEMS LTD,3591212,1167.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590233,495.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590233,360.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590233,360.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590232,2870.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590232,2720.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-09-16,C PRESTON MASONRY,3590232,2720.00,St Andrews Church Church lane Kirkby Malzeard
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-09-02,DR VIVIENNE JAYNE POSKITT,3590282,1091.50,PQ Dr V Poskitt August 2019 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-09-02,DR CHRISTIAN LACHMANN,3590281,388.50,PQ Dr C Lachmann August 2019 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2019-09-30,NPS LEEDS LTD,3590977,2922.50,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2019-09-09,STEWARTS OF STARBECK,3590665,300.00,Payments to Ext Contractors
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2019-09-30,VIVEDIA LTD T/A OBITUS,3590803,355.00,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-09-25,NORTHGATE VEHICLE HIRE LTD,3590540,253.00,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-09-25,NORTHGATE VEHICLE HIRE LTD,3590543,253.00,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-09-25,NORTHGATE VEHICLE HIRE LTD,3590545,253.00,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-09-25,NORTHGATE VEHICLE HIRE LTD,3590550,253.00,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-30,BULLOUGHS CLEANING SERVICES LTD,3590875,347.10,Blossomgate Hostel Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-30,BULLOUGHS CLEANING SERVICES LTD,3591275,562.50,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-09,BULLOUGHS CLEANING SERVICES LTD,3589497,694.20,Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-04,BULLOUGHS CLEANING SERVICES LTD,3589506,750.00,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-04,BULLOUGHS CLEANING SERVICES LTD,3589505,867.75,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-09-30,BULLOUGHS CLEANING SERVICES LTD,3590877,867.75,
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,2019-09-18,PHS GROUP PLC,3590862,213.76,
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,2019-09-09,PHS GROUP PLC,3590866,213.76,
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,2019-09-16,PHS GROUP PLC,3590870,213.76,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-11,PHS GROUP PLC,3589150,252.80,Ripon Town Hall
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-30,PHS GROUP PLC,3590874,417.12,Jubilee Multi Storey Car
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-09,PHS GROUP PLC,3589097,505.60,Jubilee Multi Storey
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2019-09-18,CORDANT PEOPLE LIMITED,3590239,358.44,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-18,PROFESSIONAL PAPER SUPPLIES LTD,3589499,229.35,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-18,PROFESSIONAL PAPER SUPPLIES LTD,3589498,262.40,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-09-18,PROFESSIONAL PAPER SUPPLIES LTD,3589496,762.45,
Harrogate Borough Council,Transport,R,Community,Business Development,Fuel/Oil,2019-09-16,ALLSTAR BUSINESS SOLUTIONS LTD,3589293,26.90,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Purchase of Bulk Containers,2019-09-18,EGBERT H TAYLOR & CO LTD,3590395,2200.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Purchase of Bulk Containers,2019-09-18,EGBERT H TAYLOR & CO LTD,3590395,4400.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2019-09-25,P P SNACK FOODS LTD,3590911,213.17,Vending Purchases
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2019-09-04,P P SNACK FOODS LTD,3589732,10.99,THE VALLEY GDN GAMES PAVILION
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2019-09-04,P P SNACK FOODS LTD,3589732,10.99,THE VALLEY GDN GAMES PAVILION
