Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,433,Other Supplies & Services,2021-09-22,218713,DESTINATION HARROGATE LTD,3635342,3720.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,263,Marketing/Promotion,2021-09-01,220159,DIGITAL PLUS LIMITED,3634243,1300.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,452,Tyres/Tubes,2021-09-27,226519,DIRECT TYRE MANAGEMENT LTD,3634760,12259.76,CONTRACT TYRE AND SERVICE COSTS
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,433,Other Supplies & Services,2021-09-08,201009,DISCLOSURE AND BARRING SERVICE,3634642,360,DEPT OF COMMUNITY SERVICES
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-01,201169,DKP CONSULTING PARTNERSHIP LIMITED,3634182,500,
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-27,201169,DKP CONSULTING PARTNERSHIP LIMITED,3635647,275,
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-27,201169,DKP CONSULTING PARTNERSHIP LIMITED,3635647,275,
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,348,Wel being Charges,2021-09-22,222199,DORO CARE (UK) LTD,3635288,2094.52,
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,348,Wel being Charges,2021-09-29,222199,DORO CARE (UK) LTD,3635790,2311.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,276,Medical Referees Fees,2021-09-06,225136,DR CHRISTIAN LACHMANN,3634374,999,PQ Dr C Lachmann August 2021 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,276,Medical Referees Fees,2021-09-06,210807,DR R SPENCER,3634372,518,PQ Dr R Spencer August 2021 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,276,Medical Referees Fees,2021-09-06,223395,DR VIVIENNE JAYNE POSKITT,3634373,777,PQ DR V Poskitt August 2021 Monthly Payment
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,121,Rents & Wayleaves,2021-09-20,201231,DUCHY OF LANCASTER,3634982,3240.00,Charges relating to Knaresborough Castle
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2021-09-27,225951,DUFTON PLUMBING AND HEATING,3635604,799.01,IHMT
Harrogate Borough Council,Transfer Payments,R,Community,Neighbourhood Services,585,Redecoration Grants,2021-09-08,223199,DULUX DECORATOR CENTRE,3634539,635.78,Paint pack
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,202,Hort Materials - Direct Purchase,2021-09-27,201286,EAST RIDING HORTICULTURE LTD,3635717,441.58,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-01,204999,EDEN FARM LTD,3634228,254.53,Conyngham Hall
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-01,204999,EDEN FARM LTD,3634226,561.28,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,176,Purchase of Bulk Containers,2021-09-01,201308,EGBERT H TAYLOR & CO LTD,3634055,5980.40,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,176,Purchase of Bulk Containers,2021-09-01,201308,EGBERT H TAYLOR & CO LTD,3634055,5980.40,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,176,Purchase of Bulk Containers,2021-09-01,201308,EGBERT H TAYLOR & CO LTD,3634055,9100.20,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,176,Purchase of Bulk Containers,2021-09-01,201308,EGBERT H TAYLOR & CO LTD,3634055,9100.20,
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,171,Equipment,2021-09-20,204247,ELIS UK LIMITED,3635017,1060.91,HARROGATE BC COMMUNITY SERVICES CTO CLARO
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-06,229243,ENGIE REGENERATION LTD,3634377,1939.86,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-06,229243,ENGIE REGENERATION LTD,3634378,2144.69,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-13,229243,ENGIE REGENERATION LTD,3634690,2644.71,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-13,229243,ENGIE REGENERATION LTD,3634688,4313.34,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-13,229243,ENGIE REGENERATION LTD,3634687,4379.51,Disabled facilities grant
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,98,Planned Repairs,2021-09-22,221063,ENVIROVENT LTD,1794634,225,347780/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,98,Planned Repairs,2021-09-22,221063,ENVIROVENT LTD,1794633,550,353574/5
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634407,-523.71,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635486,-410.04,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635484,213.08,Elec - Collins Court
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634160,247.54,Avondale House 33 Belmont
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635437,222.1,Elec - Knaresborough House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635482,222.21,Elec - Council Offices Pateley Bridge
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635401,224.52,Elec - Stonefall Cemetery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635429,237.07,Elec - Valley Gardens - Paddling Pool
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634411,275.49,Elec - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635488,276.44,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634397,277.33,Elec - Ripon Town Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634416,291.24,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634415,318.68,Elec - Sun Pavilion
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635483,330.25,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635407,331.34,Elec - Maple Creek - Masham (Communal)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634396,337.59,Elec - Mercer Gallery
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635404,338.6,Elec - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Wardens Service,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634413,377.38,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635487,397.8,Elec - Jennyfields CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634410,411.49,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635490,420.3,Elec - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634409,539.54,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634400,550.61,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634399,554.9,Elec - Spa Lane
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635478,569.58,Elec - Pump Room Museum
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634404,631.89,Elec - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635485,666.64,Elec - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634418,787.46,Elec - Stonefall Crematorium
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635477,788.93,Elec - Stonefall Crematorium
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635481,802.32,Elec - Claro Road Depot (Offices)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634405,856.96,Elec - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635480,944.07,Elec - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634414,1089.57,Elec - Tower St MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635474,1275.04,Elec - Tower St MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634401,1330.24,Elec - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634403,1837.30,Elec - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635476,2224.97,Elec - Jubilee MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635479,2254.79,Elec - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634417,2574.65,Elec - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635489,2860.13,Elec - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635475,3022.05,Elec - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634402,4072.15,Elec - Victoria MSCP inc PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634398,4536.99,Elec - Knapping Mount Offices
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-27,205479,EON T/A NPOWER,3635473,10162.65,Elec - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-06,205479,EON T/A NPOWER,3634395,47803.38,Elec - HIC (inc Queens Suite)
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-08,200832,EVANS HALSHAW DAF LEEDS,3634657,39.82,Claro Road
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,A71,Stock Purchases,2021-09-08,200832,EVANS HALSHAW DAF LEEDS,3634657,439.44,Claro Road
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,262,Advertising,2021-09-20,229155,EVENT INDUSTRY NEWS LIMITED,3635010,500,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-29,201407,F PEART & CO LTD,3635590,2342.00,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,580,Mand Disabled Facilities Grants,2021-09-29,201407,F PEART & CO LTD,3635964,3100.00,Disabled facilities grant
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,230574,FCN FROZEN FOODS,3635330,573.4,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,230574,FCN FROZEN FOODS,3635469,706.56,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,230574,FCN FROZEN FOODS,3635331,712.94,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,230574,FCN FROZEN FOODS,3635290,739.92,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,230574,FCN FROZEN FOODS,3635332,753.08,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-15,230574,FCN FROZEN FOODS,3634316,866.82,
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-20,201441,FG ADAMSON & SON,3635031,22.59,Claro Road
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-20,201441,FG ADAMSON & SON,3635031,81.74,Claro Road
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-20,201441,FG ADAMSON & SON,3635031,81.75,Claro Road
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-20,201441,FG ADAMSON & SON,3635031,260.67,Claro Road
Harrogate Borough Council,Supplies and Services,R,Community,Civil Contingencies,433,Other Supplies & Services,2021-09-01,230346,FLOODTITE SYSTEMS LTD T/A THE UKFDA,3633577,3917.50,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3632949,97.2,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3632949,156,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3632949,476,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-27,219386,FLOWBIRD SMART CITY UK LIMITED,3634731,70,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-27,219386,FLOWBIRD SMART CITY UK LIMITED,3634731,3025.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2021-09-27,219386,FLOWBIRD SMART CITY UK LIMITED,3634731,3190.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,292,Credit Card Services,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3634186,286,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,292,Credit Card Services,2021-09-27,219386,FLOWBIRD SMART CITY UK LIMITED,3635335,286,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3634185,507,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-27,219386,FLOWBIRD SMART CITY UK LIMITED,3635334,507,
Harrogate Borough Council,Supplies and Services,C,Community,Car Parking,339,Fixed Assets greater than 5k,2021-09-01,219386,FLOWBIRD SMART CITY UK LIMITED,3632944,17590.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,263,Marketing/Promotion,2021-09-29,201464,FLYING COLOURS (FLAGMAKERS),3635795,409.9,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,433,Other Supplies & Services,2021-09-29,201479,FORGE LEISURE LTD,3635186,1025.00,
Harrogate Borough Council,GF Balance Movements/Other,R,HCC,Box Office Ticket Sales,A03,Debits,2021-09-15,224525,FREEDOM PERFORMING ARTS,3634967,1631.46,PQ Royal Hall 28 August 2021
Harrogate Borough Council,Premises,R,Community,Homelessness,132,Fixtures & Fittings,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634233,163.58,Fixtures and Fittings
Harrogate Borough Council,Premises,R,Community,Homelessness,132,Fixtures & Fittings,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634233,181.8,Fixtures and Fittings
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634231,152.06,Fixtures and Fittings
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634231,262.19,Fixtures and Fittings
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634227,619.56,
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2021-09-27,216588,FURNITURE RESOURCE CENTRE LTD,3635338,619.56,Fixtures and Fittings
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,196,Furniture,2021-09-01,216588,FURNITURE RESOURCE CENTRE LTD,3634232,309.78,Furniture
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2021-09-20,218510,G & G SIGNS,3635188,385,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2021-09-01,218510,G & G SIGNS,3634244,961.6,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,100,Bldg Mgmt Recharged Works,2021-09-22,225373,G.E.M PRECAST LTD,3635024,270.5,
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,19,Temporary Staff,2021-09-22,226564,G2 RECRUITMENT SOLUTIONS,3635305,296,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,499,Repairs & Maintenance,2021-09-20,206891,GALTEC SOLUTIONS,3635092,298.91,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,72,Planned Maintenance,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3635897,350,Garden Work
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794835,225,358409/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793144,240,350786/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-22,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794648,320,350814/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793163,350,356311/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794829,350,358266/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794825,450,356084/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793164,600,353785/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794833,625,354449/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793147,700,355830/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793148,700,354960/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793145,960,352424/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1793141,1050.00,353953/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1794828,1050.00,354836/1
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-01,222134,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,3634250,70.3,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-01,222134,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,3634250,209.7,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-01,222134,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,3634250,280,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,72,Planned Maintenance,2021-09-29,228076,GME PAINTING CONTRACTORS LTD,3635714,351.36,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-22,228077,GME PAINTING CONTRACTORS LTD,1794652,1457.80,357213/1
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),73,Electrical Repairs & Maint,2021-09-01,229018,GMI POWER SOLUTIONS LTD,3633988,3639.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,292,Credit Card Services,2021-09-01,230271,GO2SIM LTD,3633360,132,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-01,230271,GO2SIM LTD,3633360,12,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-01,230271,GO2SIM LTD,3633360,234,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,292,Credit Card Services,2021-09-27,230271,GO2SIM LTD,3635016,132,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-27,230271,GO2SIM LTD,3635016,12,
Harrogate Borough Council,Supplies and Services,R,Community,Highways,292,Credit Card Services,2021-09-27,230271,GO2SIM LTD,3635016,234,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2021-09-15,201632,GRANTLEY SAW MILLS LTD,3634959,231,IHMT
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,272,External Bailiffs Fees,2021-09-22,224950,GREENHALGH KERR,3635225,192,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,272,External Bailiffs Fees,2021-09-22,224950,GREENHALGH KERR,3635225,1314.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,272,External Bailiffs Fees,2021-09-22,224950,GREENHALGH KERR,3635232,1750.00,Matter No L0002217
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,272,External Bailiffs Fees,2021-09-22,224950,GREENHALGH KERR,3635226,2097.00,Matter No L0002202
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2021-09-27,201644,GREENHAM TRADING LTD,3635606,258.08,
Harrogate Borough Council,Premises,C,Community,Parks,87,Payments to Ext Contractors,2021-09-15,204647,HACS CIVIL ENGINEERING LLP,3634939,194.18,
Harrogate Borough Council,Premises,C,Community,Parks,87,Payments to Ext Contractors,2021-09-15,204647,HACS CIVIL ENGINEERING LLP,3634939,3305.82,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-22,220442,HAMBLETON ROOFING LTD,1794655,280,353718/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-22,220442,HAMBLETON ROOFING LTD,1794653,294,354550/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,220442,HAMBLETON ROOFING LTD,1793166,349,354203/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-08,220442,HAMBLETON ROOFING LTD,1793175,448,353787/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-01,220442,HAMBLETON ROOFING LTD,1792942,1014.50,347746/2
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,425,Box Office - Ticket Fees,2021-09-29,201803,HARROGATE (WHITE ROSE) THEATRE TRUST LTD,3635956,248.7,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,268,Other Consultants Fees,2021-09-20,227159,HAYLEY GRAY,3634664,400,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,261,Books & Publications,2021-09-01,201815,HAYMARKET MEDIA GROUP LIMITED,3634254,3050.00,
