Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-12,CARRINGTON WEST LTD,3626657,672.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-12,CARRINGTON WEST LTD,3626653,1281.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-20,CARRINGTON WEST LTD,3627164,1281.00,
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-08,BS PROJECT SERVICES LTD,3626444,603.85,ACCR2021 Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-27,BS PROJECT SERVICES LTD,3627643,382.72,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-23,BS PROJECT SERVICES LTD,3627430,510.30,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-27,BS PROJECT SERVICES LTD,3627644,510.30,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-27,BS PROJECT SERVICES LTD,3627640,595.35,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-27,BS PROJECT SERVICES LTD,3627642,595.35,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-27,BS PROJECT SERVICES LTD,3627641,637.87,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2021-04-30,BS PROJECT SERVICES LTD,3627735,637.87,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-22,VIVID RESOURCING LIMITED,3627353,1905.50,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-30,VIVID RESOURCING LIMITED,3627733,1905.50,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2021-04-30,CARRINGTON WEST LTD,3627780,1554.00,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Non Qualification Training,2021-04-19,DISTRICT SURVEYORS ASSOCIATION LTD,3626749,600.00,Non Qualification Training
Harrogate Borough Council,Employees,R,Community,Enviromental Protection,Non Qualification Training,2021-04-23,MALLARD CONSULTANCY LTD,3627394,300.00,Non Qualification Training
Harrogate Borough Council,Employees,R,HCC,Commercial (HIC General to 31/3/14),Non Qualification Training,2021-04-20,SMARTSTYLE TECHNOLOGY TRAINING LTD,3627166,550.00,Non qualification training
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Other Employee Expenses,2021-04-21,WINTERSMITH CONSULTING LTD,3627226,900.00,Other Employee Expenses
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2021-04-22,TRAVAIL EMPLOYMENT GROUP LTD,3627370,620.49,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2021-04-30,TRAVAIL EMPLOYMENT GROUP LTD,3627767,620.49,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2021-04-09,TRAVAIL EMPLOYMENT GROUP LTD,3626579,377.33,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2021-04-19,TRAVAIL EMPLOYMENT GROUP LTD,3627085,494.72,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Staff Advertising,2021-04-27,BLUETOWNONLINE LTD,3627631,324.00,Staff Advertising
