Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2019-02-27,ALLSTAR BUSINESS SOLUTIONS LTD,3577448,12.66,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2019-02-20,BARCHAM TREES PLC,3576456,745,Miscellaneous Expenditure
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-02-27,LANDMARK TRADING (STAMFORD) LTD,3576721,1432.18,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-02-27,LANDMARK TRADING (STAMFORD) LTD,3576721,589.5,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-02-27,LANDMARK TRADING (STAMFORD) LTD,3576721,589.5,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-02-06,ALLSTAR BUSINESS SOLUTIONS LTD,3574850,66.68,AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2019-02-20,BIFFA WASTE SERVICES LTD,3577413,400,STONEFALL CREMATORIUM
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-02-04,DR CHRISTIAN LACHMANN,3576510,999,PQ Dr C Lachmann January 2019
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-02-04,DR R SPENCER,3576511,814,PQ Dr R Spencer January 2019
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-02-04,DR VIVIENNE JAYNE POSKITT,3576512,943.5,PQ Dr V Poskitt January 2019
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,2019-02-04,NATIONAL ASSOCIATION OF MEMORIAL,3576362,220,Corporate Associate membership Subscription
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-02-06,RIX PETROLEUM (HULL) LIMITED,3575928,554.4,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-02-04,VISCOUNT CLASSICAL ORGANS LTD,3576463,5166.67,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2019-02-13,VIVEDIA LTD T/A OBITUS,3577015,265,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2019-02-13,VIVEDIA LTD T/A OBITUS,3577014,375,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2019-02-27,VIVEDIA LTD T/A OBITUS,3577013,445,Miscellaneous Expenditure
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Protective Clothing,2019-02-06,ARCO LTD,3575881,261.75,CREDIT INV 934514850
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Protective Clothing,2019-02-06,ARCO LTD,3575817,212.8,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Protective Clothing,2019-02-27,ARCO LTD,3576418,328.24,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-02-27,BULLOUGHS CLEANING SERVICES LTD,3577997,309.4,Blossomgate Hostel Blossomgate
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-02-27,BULLOUGHS CLEANING SERVICES LTD,3577998,653.57,Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-02-13,BULLOUGHS CLEANING SERVICES LTD,3577044,750,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2019-02-27,BULLOUGHS CLEANING SERVICES LTD,3577999,790.97,Avondale House The Avondale Hostel
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2019-02-18,CORDANT PEOPLE LIMITED,3577164,353.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Building Cleaning Operations,Cleaning & Hygiene Services,2019-02-18,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3576657,390,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-02-27,NORTHGATE VEHICLE HIRE LTD,3577257,243.8,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-02-27,NORTHGATE VEHICLE HIRE LTD,3577248,264.5,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-02-27,NORTHGATE VEHICLE HIRE LTD,3577251,264.5,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2019-02-27,NORTHGATE VEHICLE HIRE LTD,3577261,264.5,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-02-25,PHS GROUP PLC,3577980,417.12,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2019-02-20,PROFESSIONAL PAPER SUPPLIES LTD,3576672,1159.35,
Harrogate Borough Council,Premises,R,Community,Business Development,Bldg Mgmt Recharged Works,2019-02-18,BOB COWELL,3577060,75,
