Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2022-01-31,ALLSTAR BUSINESS SOLUTIONS LTD,3641559,31.79,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Miscellaneous Expenditure,2022-01-31,GRANTLEY SAW MILLS LTD,3642232,736.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2022-01-24,4 SITE SECURITY SERVICES LTD,3641709,1504.62,External Security
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2022-01-17,ALLSTAR BUSINESS SOLUTIONS LTD,3640669,22.12,Claro Road
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-01-17,DR CHRISTIAN LACHMANN,3641344,925.00,PQ DrC Lachmann December 2021 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-01-17,DR R SPENCER,3641342,370.00,PQ Dr R Spencer December 2021 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-01-17,DR SOPHIE ELIZABETH LORD,3641345,314.50,PQ Dr S E Lord December 2021 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-01-17,DR VIVIENNE JAYNE POSKITT,3641343,1091.50,PQ Dr V Poskitt December 2021 Monthly Payment
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2022-01-31,HACS CIVIL ENGINEERING LLP,3642231,600.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-01-12,HILTON CABINET CO LTD,3640438,252.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-01-12,HILTON CABINET CO LTD,3640438,71.06,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2022-01-24,KIER SERVICES LTD - KIER SERVICES MAINTENANCE SOUTH,3641648,3558.95,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Other Premises Related Costs,2022-01-24,MOOR & VALLEY LTD,3641581,6740.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2022-01-26,STEWARTS OF STARBECK,3641963,500.00,St James Church Yard Boroughbridge
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-01-24,TELESHORE UK LTD,3641586,432.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-01-17,TELESHORE UK LTD,3640555,435.40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2022-01-10,VIVEDIA LTD T/A OBITUS,3640873,2819.00,webcast
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2022-01-05,W BOWERS,3640946,582.00,
Harrogate Borough Council,Supplies and Services,C,Community,Bereavement Services,Equipment,2022-01-05,WESTMINSTER CONTROLS LTD,3640870,6737.13,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2022-01-26,BULLOUGHS CLEANING SERVICES LTD,3641720,735.21,Cavendish House 23 Robert Street
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-01-19,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3640928,239.68,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-01-24,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3640927,299.60,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-01-12,JANGRO NETWORK LIMITED,3640401,389.46,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-01-17,NORTHGATE VEHICLE HIRE LTD,3640989,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-01-17,NORTHGATE VEHICLE HIRE LTD,3640992,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-01-17,NORTHGATE VEHICLE HIRE LTD,3640994,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-01-17,NORTHGATE VEHICLE HIRE LTD,3640996,233.80,IHMT
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-12,TRAVAIL EMPLOYMENT GROUP LTD,3641201,249.03,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641492,298.83,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641451,313.06,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641452,369.98,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641506,398.44,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641450,469.59,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641491,476.71,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-19,TRAVAIL EMPLOYMENT GROUP LTD,3641494,547.86,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-01-12,TRAVAIL EMPLOYMENT GROUP LTD,3641275,633.26,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Business Development,Staff Advertising,2022-01-24,BLUETOWNONLINE LTD,3641938,162.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,2022-01-12,NORTH YORKSHIRE COUNTY COUNCIL,3641274,66870.52,
Harrogate Borough Council,Premises,R,Community,Business Development,Electrical Repairs & Maint,2022-01-05,YORKSHIRE LIGHTING SERVICES,3640783,5650.00,
Harrogate Borough Council,Premises,R,Community,Business Development,Electrical Repairs & Maint,2022-01-05,YORKSHIRE LIGHTING SERVICES,3640783,4870.00,
Harrogate Borough Council,Premises,R,Community,Business Development,Electrical Repairs & Maint,2022-01-05,YORKSHIRE LIGHTING SERVICES,3640783,4870.00,
Harrogate Borough Council,Premises,R,Community,Business Development,Water & Sewerage,2022-01-26,YORKSHIRE WATER SERVICES LTD,3641987,260.00,WATER MAIN AND ACCESS RIGHTS AT HARROGATE NOR
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Fees,2022-01-05,ADVAM (UK) LTD,3639465,1697.94,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Fees,2022-01-26,ADVAM (UK) LTD,3641022,2027.46,
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2022-01-31,ALLSTAR BUSINESS SOLUTIONS LTD,3641559,59.06,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2022-01-17,ALLSTAR BUSINESS SOLUTIONS LTD,3640669,118.34,Claro Road
