Body Name,Expenditure Category(T),Capital/ Revenue,Service Label(T),Service Code(T),Expenditure Code,Expenditure Code(T),Payment Date,Supplier Name,Supplier Name(T),Transaction No.,Net Amount,Narrative
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,223753,CARELINE SECURITY LTD,1800939,231.00,364483/1
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-15,200859,CITY ELECTRICAL FACTORS LTD,3639248,-164.78,Credit invoice HRG368961 Transaction 3638961
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640489,217.45,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-29,200859,CITY ELECTRICAL FACTORS LTD,3640633,222.08,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-29,200859,CITY ELECTRICAL FACTORS LTD,3640636,224.45,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640267,246.66,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640271,316.53,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640495,324.26,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-01,200859,CITY ELECTRICAL FACTORS LTD,3638878,424.08,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-29,200859,CITY ELECTRICAL FACTORS LTD,3640639,488.28,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640497,671.32,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640487,885.61,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-20,200859,CITY ELECTRICAL FACTORS LTD,3640496,972.99,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-29,200859,CITY ELECTRICAL FACTORS LTD,3640637,1031.43,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-15,200859,CITY ELECTRICAL FACTORS LTD,3640113,1784.08,IHMT
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,226238,CLARKES ENVIRONMENTAL LTD,1800616,350.00,362053/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,226238,CLARKES ENVIRONMENTAL LTD,1800923,365.82,363458/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,226238,CLARKES ENVIRONMENTAL LTD,1800613,793.87,362591/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,226238,CLARKES ENVIRONMENTAL LTD,1799163,1345.26,361134/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,226238,CLARKES ENVIRONMENTAL LTD,1800614,1363.69,362586/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,226238,CLARKES ENVIRONMENTAL LTD,1800924,1565.71,363418/1
HR,Premises,C,Community,Repairs & Maintenance,076,Heating  Maintenance,2021-12-15,229563,COA BUILDING SERVICES LTD,1800617,2511.00,354965/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,364012/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,364014/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,8.00,364004/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,16.00,364010/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,40.00,364017/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,30.00,363978/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,10.00,363985/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,21.00,363986/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,15.00,363988/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,95.00,364019/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,20.00,363997/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,8.75,363998/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,22.00,364011/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,6.00,363991/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,7.00,363994/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,62.00,364021/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,20.00,363980/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,363987/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,23.00,363989/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,4.00,364009/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,46.00,364016/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,364018/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,35.00,363982/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,15.00,363983/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,5.00,363984/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,364005/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,30.00,364006/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,364007/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,7.00,364008/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,8.75,363999/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,8.00,364000/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,8.00,364001/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,18.00,364013/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,40.00,364015/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,7.00,363995/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,6.00,363996/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.50,363990/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,12.00,363992/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,6.00,363993/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,70.00,364020/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,18.00,363981/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,4.00,364002/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800621,4.00,364003/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,18.00,364092/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364091/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,15.00,364062/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,21.00,364065/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364066/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,6.00,364070/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,20.00,364076/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,23.00,364068/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.50,364069/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364071/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,6.00,364072/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,7.00,364073/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,10.00,364064/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,46.00,364095/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,4.00,364081/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,8.00,364083/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364086/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,7.00,364087/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,4.00,364088/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364097/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,22.00,364090/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,35.00,364061/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364084/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,70.00,364099/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,62.00,364100/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,20.00,364059/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,18.00,364060/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,16.00,364089/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,7.00,364074/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,30.00,364085/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,8.75,364078/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,8.00,364079/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,5.00,364063/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,12.00,364093/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,40.00,364094/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,40.00,364096/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,95.00,364098/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,30.00,364040/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,15.00,364067/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,6.00,364075/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,8.75,364077/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,8.00,364080/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-15,200992,COXON BROTHERS,1800622,4.00,364082/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,204787,DUFFIELDS,1800926,637.50,352365/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,204787,DUFFIELDS,1800927,4433.90,351037/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,223144,ENVIRONTEC LIMITED,1799166,400.00,361513/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,221063,ENVIROVENT LTD,1800626,488.00,354294/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,221063,ENVIROVENT LTD,1798753,460.00,354154/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,221063,ENVIROVENT LTD,1799167,550.00,359517/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,221063,ENVIROVENT LTD,1800625,550.00,356211/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-08,221063,ENVIROVENT LTD,1798754,870.94,358217/1
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-08,218510,G & G SIGNS,3638914,1390.20,IHMT
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799169,246.00,347818/2
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798765,350.00,361186/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798766,350.00,360932/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798769,350.00,361627/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798770,350.00,361686/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798771,350.00,361704/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799174,350.00,361138/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1800632,350.00,361886/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1800633,350.00,362603/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798755,450.00,355408/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799171,495.00,359497/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-08,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799176,755.00,352965/2
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799168,820.00,358207/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799173,935.00,348859/7
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799172,942.90,347816/2
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1800629,1045.00,354542/2
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1799170,1230.00,348899/3
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1798767,1400.00,360174/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-22,221986,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1800928,5200.00,361320/1
HR,Premises,C,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2021-12-01,228077,GME PAINTING CONTRACTORS LTD,1799189,7463.68,359674/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,228077,GME PAINTING CONTRACTORS LTD,1799187,1210.10,361006/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,228077,GME PAINTING CONTRACTORS LTD,1799188,1376.90,361007/1
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-08,223502,GRAFTON MERCHANTING GB LTD,3639023,926.23,IHMT
O8,Supplies and Services,C,Community,Repairs & Maintenance,201,Materials,2021-12-29,201632,GRANTLEY SAW MILLS LTD,3640176,309.60,IHMT
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,220442,HAMBLETON ROOFING LTD,1800664,280.50,352523/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,220442,HAMBLETON ROOFING LTD,1800653,701.00,356565/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,220442,HAMBLETON ROOFING LTD,1800667,719.00,361295/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,220442,HAMBLETON ROOFING LTD,1800668,985.00,362764/1
O8,Employees,C,Community,Repairs & Maintenance,019,Temporary Staff,2021-12-08,215028,HAYS SPECIALIST RECRUITMENT,3639613,831.40,Temporary Staff
O8,Employees,C,Community,Repairs & Maintenance,054,Non Qualification Training,2021-12-08,226617,HR TRAINING AND DEVELOPMENT LTD,3638960,500.00,Non qualification training
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,224422,JOJU LTD,1800670,548.88,362547/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,224422,JOJU LTD,1800669,550.12,362610/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,224422,JOJU LTD,1800671,550.12,362550/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,224422,JOJU LTD,1799191,650.00,360017/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1800679,491.10,354491/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1799194,612.45,349061/2
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1800935,612.45,353594/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1800937,613.35,359941/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1799192,617.87,335283/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1799195,658.02,350381/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-01,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1799193,658.57,347612/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-22,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1800936,658.57,353988/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,227632,KINGFISHER UPVC WINDOWS & DOORS LTD,1800680,679.66,358451/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,224156,MEARS LIMITED,1799200,657.99,358323/1
HR,Premises,C,Community,Repairs & Maintenance,098,Planned Repairs,2021-12-15,224156,MEARS LIMITED,1800685,5260.30,358191/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,223679,METRO ROD LTD,1799204,306.00,361639/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,223679,METRO ROD LTD,1800688,514.75,361372/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,223679,METRO ROD LTD,1800689,660.00,361867/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,223679,METRO ROD LTD,1799202,942.35,358084/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-01,223679,METRO ROD LTD,1799203,1320.00,360967/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-15,223679,METRO ROD LTD,1800687,2640.00,356991/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-29,208594,NETSAT AERIALS LTD,1800694,220.00,362920/1
HR,Premises,C,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2021-12-29,208594,NETSAT AERIALS LTD,1800696,450.00,363249/1
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-06,200249,NORTHGATE VEHICLE HIRE LTD,3639010,233.80,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3640017,233.80,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3640022,233.80,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3640024,233.80,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-29,200249,NORTHGATE VEHICLE HIRE LTD,3640029,233.80,
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-29,200249,NORTHGATE VEHICLE HIRE LTD,3640031,244.44,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3640007,258.16,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3639977,262.36,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3639982,262.36,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3639983,262.36,IHMT
O8,Transport,C,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-12-20,200249,NORTHGATE VEHICLE HIRE LTD,3639984,262.36,IHMT
