Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632400,244.75,ELEC - PATELEY BRIDGE TIC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632298,260.53,ELEC - RIPON BUS STATION PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634267,342.46,Elec Ripon Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632323,351.58,ELEC - MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634356,398.42,ELEC MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632306,398.45,ELEC - RIPON TOWN HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632292,402.45,ELEC - KNARESBOROUGH COMMUNITY CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632291,461.75,ELEC - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634347,492.29,ELEC COUNCIL OFFICE PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634335,521.54,ELEC PUMP ROOMS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632322,540.60,ELEC - PUMP ROOM MUSEUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634343,802.31,ELEC CONYNGHAM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632321,844.11,ELEC - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632399,852.68,ELEC - COUNCIL OFFICES PATELEY BRIDGE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634334,905.41,ELEC STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634359,970.15,ELEC KNAPPING MOUNT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632342,1100.27,ELEC - CONYNGHAM HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632326,1216.92,ELEC - KNAPPING MOUNT ANNEXE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634338,1222.36,ELEC RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632307,1240.00,ELEC - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632396,1264.62,ELEC - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634318,1645.92,Elec ripon leis centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632268,1989.42,ELEC - NIDDERDALE SWIMMING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634256,2059.32,Elec Nidderdale Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634330,2513.09,ELEC KNARES POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632285,2529.18,ELEC - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-22,NPOWER LTD,4634248,3690.90,Elec Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632865,3897.87,ELEC - ROYAL BATHS (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-22,NPOWER LTD,4634245,6311.55,Elec -Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632873,6612.81,ELEC - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-01,NPOWER LTD,4632400,12.17,ELEC - PATELEY BRIDGE TIC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,2015-07-22,PITTS WILSON ELECTRICAL LTD,4633786,750.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-15,SCOTTISH POWER,4633111,305.78,1 LOW ST AGNESGATE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Security Systems-Inst & Maint,2015-07-15,T I SECURITY LTD,4632809,248.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,101.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,101.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,76.11,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,126.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,101.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,101.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,101.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,25.37,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,WALLGATE LTD,4632019,50.74,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,WALTER HARTLEY LTD,4634237,364.67,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-15,WESTMINSTER CONTROLS LTD,4632903,400.00,NIDD POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Painting,2015-07-08,WHARFEDALE DECORATIONS LTD,4632254,1376.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634272,289.99,water starbeck high st
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634276,729.34,water - knares pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634274,899.46,water knares pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-01,YORKSHIRE WATER PLC,4633307,960.70,WATER - RIPON BUS STATION PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634282,1001.58,water nidderdale swimming pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634279,1005.73,water ripon spa baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634270,1371.64,water ripon spa baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634280,1401.48,water starbeck pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634313,1575.73,water starbeck pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-22,YORKSHIRE WATER PLC,4634277,2162.93,water-hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-22,YORKSHIRE WATER PLC,4634514,3120.29,WATER - TURKISH BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634281,6593.33,water hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-29,ADVANCED DOORS LTD,4633544,528.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-22,BPC ENERGY LTD,4633065,535.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634877,239.01,GAS - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634883,555.31,GAS - EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634876,1172.66,GAS - EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634877,14.89,GAS - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634883,34.61,GAS - EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634876,73.08,GAS - EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-01,COLT SERVICE LTD,4631828,815.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-08,D HARE,4632406,2215.44,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-27,FRONTIER PITTS LTD,4634459,321.60,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-08,GARDNER REFRIGERATION LTD,4633296,520.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634183,900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634183,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634183,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634808,1015.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634808,535.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634808,535.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634182,2420.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634182,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634182,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-22,KONE PLC,4633185,240.20,West Grove Road
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-22,KONE PLC,4632881,1235.04,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-08,KONE PLC,4632409,2200.00,West Grove Road
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-07-01,NPOWER LTD,4632320,263.89,ELEC - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-07-29,NPOWER LTD,4634333,338.15,ELEC SUN PAV
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-07-22,NPOWER LTD,4634243,30405.59,Elec HIC inc Queens Suite
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-07-01,NPOWER LTD,4632876,31492.20,ELEC - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-07-22,STORMSAVER LTD,4634152,390.97,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-08,THE TEX SERVICES GROUP,4632932,604.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-22,THE TEX SERVICES GROUP,4633798,2206.96,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-07-22,THE TEX SERVICES GROUP,4633495,2385.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,2015-07-29,WHARFEDALE DECORATIONS LTD,4633439,4660.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,2015-07-01,YORKSHIRE WATER PLC,4633306,1313.37,WATER - ROYAL HALL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,2015-07-20,YORKSHIRE WATER PLC,4634278,7591.44,water hic
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2015-07-29,TEAM (ENERGY AUDITING AGENCY LTD),4634161,2031.25,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-01,BROOK STREET (UK) LTD,4633361,361.80,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633894,410.04,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633880,416.07,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633895,422.10,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634289,422.10,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633881,452.25,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634288,452.25,REDACTED PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Other Supplies & Services,2015-07-01,IDOX SOFTWARE LTD,4632970,1425.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-01,MATCHTECH GROUP UK LTD,4632210,357.08,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-15,MATCHTECH GROUP UK LTD,4632829,574.43,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-22,MATCHTECH GROUP UK LTD,4633244,574.43,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-29,MATCHTECH GROUP UK LTD,4634539,589.95,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-08,MATCHTECH GROUP UK LTD,4632464,636.53,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-01,MATCHTECH GROUP UK LTD,4632204,842.40,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-07-01,MATCHTECH GROUP UK LTD,4632208,1178.00,
