Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2021-05-14,1ST SELECT LIMITED,3628305,1758.90,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2021-05-21,1ST SELECT LIMITED,3628676,1768.00,Temporary Staff
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Staff Advertising,2021-05-14,360 RESOURCING SOLUTIONS LTD,3628306,295.00,Staff Advertising
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Staff Advertising,2021-05-14,360 RESOURCING SOLUTIONS LTD,3628307,295.00,Staff Advertising
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Staff Advertising,2021-05-13,360 RESOURCING SOLUTIONS LTD,3628247,349.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2021-05-21,A MALONE PROPERTY MANAGEMENT LTD,3628622,600.00,PQ Bond
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2021-05-06,A&A VRYLANDT LTD,3627965,320.45,
Harrogate Borough Council,Premises,R,Community,Housing Other,Payments to Ext Contractors,2021-05-13,ABBEYDALE BUILDING ENVIRONMENT CONSULTANTS LTD,3626389,9794.00,
Harrogate Borough Council,Premises,C,Economy & Culture,Economic Development,Payments to Ext Contractors,2021-05-14,ACORN ANALYTICAL SERVICES LTD,3628308,1150.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Credit Card Services,2021-05-10,ADELANTE SOFTWARE LTD,3628100,809.40,ConnectPay Invoice for Period 01042021 to 30042021
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Fees,2021-05-26,ADVAM (UK) LTD,3627927,772.08,Credit Card Fees
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Internal Drainage Board Levies,2021-05-12,AINSTY (2008) INTERNAL DRAINAGE BOARD,3627894,19197.83,PQ Special Levy Ainsty 2122 1st instalment
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,2021-05-21,AIREY CONSULTANCY SERVICES LTD,3628713,450.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,2021-05-21,AIREY CONSULTANCY SERVICES LTD,3628714,750.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2021-05-14,ALIGN PROPERTY PARTNERS LTD,3628399,250.00,
Harrogate Borough Council,Premises,R,Corporate Affairs,Elections,Hire of Accommodation,2021-05-21,ALLHALLOWGATE METHODIST CHURCH,5255178,400.00,Allhallowgate Methodist Church 06/05/2021
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2021-05-17,ALLIANCE LEISURE SERVICES LTD,3628439,12500.00,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2021-05-14,ALLIANCE LEISURE SERVICES LTD,3628438,15625.00,
Harrogate Borough Council,Supplies and Services,C,Economy & Culture,Sport & Leisure,Other Consultants Fees,2021-05-24,ALLIANCE LEISURE SERVICES LTD,3628715,54401.25,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Other Supplies & Services,2021-05-21,ALLSTAR BUSINESS SOLUTIONS LTD,3628591,40.00,AS60046921
Harrogate Borough Council,Transport,R,Community,Central Transport,Fuel/Oil,2021-05-11,ALLSTAR BUSINESS SOLUTIONS LTD,3626426,56.01,ACCR2021   AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2021-05-11,ALLSTAR BUSINESS SOLUTIONS LTD,3626426,43.98,ACCR2021   AS60046921
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2021-05-11,ALLSTAR BUSINESS SOLUTIONS LTD,3626426,32.62,ACCR2021   AS60046921
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2021-05-11,ALLSTAR BUSINESS SOLUTIONS LTD,3626426,23.89,ACCR2021   AS60046921
