Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2017-04-12,ALLSTAR BUSINESS SOLUTIONS LTD,4672722,26.70,ACCR1617 AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2017-04-19,CRAVEN COLLEGE,4672471,195.00,CHAIN SAW CS30  and  31
Harrogate Borough Council,Employees,R,Community,Arboriculture,Non Qualification Training,2017-04-19,RAY SKELTON (HARROGATE) LTD,4672736,3110.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-04-12,ALLSTAR BUSINESS SOLUTIONS LTD,4672722,112.09,ACCR1617 AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,2017-04-12,DISHFORTH PARISH COUNCIL,4673050,1521.84,ACCR1617  Grounds Maintenance grant 201617
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-04-03,DR CHRISTIAN LACHMANN,4672719,832.50,ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-04-03,DR R SPENCER,4672717,1128.50,ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-04-03,DR VIVIENNE JAYNE POSKITT,4672718,1036.00,ACCR1617 MARCH 2017
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-04-12,FALON NAMEPLATES LTD,4671911,488.50,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-04-12,FALON NAMEPLATES LTD,4671911,18.00,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,2017-04-19,ICCM PAYMENTS,4672419,1004.00,ICCM Education module
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,2017-04-19,ICCM PAYMENTS,4672419,1004.00,ICCM Education module
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Non Qualification Training,2017-04-19,ICCM PAYMENTS,4672419,1190.00,ICCM Education module
