Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2021-02-19,ALLSTAR BUSINESS SOLUTIONS LTD,3622962,26.27,AS60046921
Harrogate Borough Council,Employees,R,Community,Arboriculture,Staff Advertising,2021-02-19,ARBORICULTURAL ASSCOCIATION,3623800,270.00,Staff Advertising
Harrogate Borough Council,Employees,R,Community,Arboriculture,Staff Advertising,2021-02-19,BLUETOWNONLINE LTD,3623799,324.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,2021-02-04,LANDMARK TRADING (STAMFORD) LTD,3622804,237.88,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2021-02-03,BANNER GROUP LTD,3622867,33.56,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Stationery/Office Consumables,2021-02-03,BANNER GROUP LTD,3622867,86.79,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2021-02-03,BANNER GROUP LTD,3622867,161.05,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2021-02-11,DR CHRISTIAN LACHMANN,3623340,1295.00,PQ Dr C Lachmann January 2021 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2021-02-11,DR VIVIENNE JAYNE POSKITT,3623346,1554.00,PQ DR V Poskitt January 2021 Monthly Payment
Harrogate Borough Council,Supplies and Services,C,Community,Bereavement Services,Equipment,2021-02-15,FACULTATIEVE TECHNOLOGIES LTD,3623105,153719.61,PQ Interim No 8 order
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-02-11,HACS CIVIL ENGINEERING LLP,3623299,600.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2021-02-10,NPS LEEDS LTD,3623247,1188.46,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2021-02-10,VIVEDIA LTD T/A OBITUS,3623218,2733.00,Live Webcast
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2021-02-03,ANDREW SUTCLIFFE,3622916,260.00,PQ Incentive payment
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2021-02-03,ANDREW SUTCLIFFE,3622916,260.00,PQ Incentive payment
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Miscellaneous Expenditure,2021-02-19,BOB COWELL,3623754,250.00,
