Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2019-11-06,ALLSTAR BUSINESS SOLUTIONS LTD,3595227,26.78,AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2019-11-27,HEIGHT FOR HIRE LTD,3595479,540.00,
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2019-11-18,TRAVAIL EMPLOYMENT GROUP LTD,3596775,390.34,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2019-11-18,TRAVAIL EMPLOYMENT GROUP LTD,3596820,403.80,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2019-11-25,TRAVAIL EMPLOYMENT GROUP LTD,3597079,403.80,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Arboriculture,Temporary Staff,2019-11-04,TRAVAIL EMPLOYMENT GROUP LTD,3595127,632.62,Redacted - Personal Data
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2019-11-27,A A FOSTER,3596182,615.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-11-06,ALLSTAR BUSINESS SOLUTIONS LTD,3595227,16.67,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-11-04,ALLSTAR BUSINESS SOLUTIONS LTD,3594333,18.34,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-11-27,ALLSTAR BUSINESS SOLUTIONS LTD,3596943,35.09,AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-11-04,C PRESTON MASONRY,3594911,790.00,Knaresborough Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-11-04,C PRESTON MASONRY,3594911,360.00,Knaresborough Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-11-04,C PRESTON MASONRY,3594911,360.00,Knaresborough Cemetery
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,2019-11-06,CLEAR SKIES SOFTWARE LTD,3595705,3050.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-11-11,DISTINCTIVE SHADES,3596090,254.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-11-11,DISTINCTIVE SHADES,3596090,2810.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-11-06,DR CHRISTIAN LACHMANN,3595406,610.50,PQ Dr C Lachmann October 2019
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-11-06,DR R SPENCER,3595396,666.00,Dr R Spencer October 2019 Monthly
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-11-06,DR VIVIENNE JAYNE POSKITT,3595404,1165.50,PQ DR V POSKITT 2019 MONTHLY PAYMENT
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2019-11-27,FACULTATIEVE TECHNOLOGIES LTD,3597476,741.43,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2019-11-06,JAC UITTENBOGAARD & ZONEN b.v.,3593734,135.00,Hort Materials - Direct Purchase
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2019-11-06,JAC UITTENBOGAARD & ZONEN b.v.,3593734,135.00,Hort Materials - Direct Purchase
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2019-11-06,JAC UITTENBOGAARD & ZONEN b.v.,3593734,525.00,Hort Materials - Direct Purchase
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2019-11-06,JAC UITTENBOGAARD & ZONEN b.v.,3593734,135.00,Hort Materials - Direct Purchase
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Burial/Mortuary Fees,2019-11-11,NEIL & SONYA MILSTED INDEPENDENT FUNERAL DIRECTORS LTD,3596138,1340.00,
