Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2017-03-01,ALLSTAR BUSINESS SOLUTIONS LTD,4670585,17.5,Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2017-03-20,BERENDSEN UK LTD,4671733,240.68,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2017-03-08,DASH INFORMATION SYSTEMS LTD,4669826,866.73,Touch Screen Monitor Replacement
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-03-06,DR CHRISTIAN LACHMANN,4670993,925,Dr C Lachmann February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-03-06,DR R SPENCER,4670991,832.5,Dr R Spencer February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2017-03-06,DR VIVIENNE JAYNE POSKITT,4670992,869.5,Dr V Poskitt February 2017 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-03-27,FALON NAMEPLATES LTD,4670978,586.2,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-03-27,FALON NAMEPLATES LTD,4670978,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2017-03-08,G4S SECURE SOLUTIONS (UK) LIMITED,4671215,260,Contract Number 9249
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2017-03-08,G4S SECURE SOLUTIONS (UK) LIMITED,4671216,260,Contract Number 9249
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2017-03-08,G4S SECURE SOLUTIONS (UK) LIMITED,4671217,260,Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2017-03-15,HILTON CABINET CO LTD,4670745,264.33,
