Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,276015/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,276016/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,276018/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,276019/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,276020/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,275328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,275330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,275331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700467,98.16,275332/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Staff Advertising,2018-03-19,HIRING WIZARD LTD,4694275,239,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-05,HSS HIRE SERVICE GROUP PLC,4693417,299.01,IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,MASTERDOR LIMITED,1700478,693.38,263902/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,MASTERDOR LIMITED,1700185,710.42,268621/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,MASTERDOR LIMITED,1700188,711.49,273612/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,MASTERDOR LIMITED,1700186,739.18,273856/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,MASTERDOR LIMITED,1700187,739.18,274408/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,272567/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,273743/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,272998/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,273622/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,270885/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MATTHEW FLETCHER,1696711,30,271447/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,275025/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,276122/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,274259/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,276120/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,274214/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,274616/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,274127/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,270675/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-28,MATTHEW FLETCHER,1697972,30,274569/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-14,McNAIR UTILITIES LIMITED,1699881,500,270887/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,METRO ROD LTD,1700485,230,275438/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,METRO ROD LTD,1700481,235,277811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,METRO ROD LTD,1697986,275,270801/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-14,METRO ROD LTD,1699883,475,276317/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,METRO ROD LTD,1700486,550,278502/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697998,211.18,268493/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699887,241.15,268550/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1698000,268.63,268495/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1698002,336.74,268497/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697993,417.07,276636/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697994,417.07,276637/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697995,417.07,276638/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1698005,435.4,268500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1698003,448.2,268498/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699885,544.62,268548/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699886,575.41,268549/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699888,992.38,276639/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699889,992.38,276640/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699890,992.38,276642/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697990,288.54,276573/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697991,379.98,276574/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-14,MITIE PROPERTY SERVICES (UK) LTD,1699884,396.24,274625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,MITIE PROPERTY SERVICES (UK) LTD,1697992,777.24,276632/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,MITIE PROPERTY SERVICES (UK) LTD,1700189,8348.92,278657/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,NIPS LTD,4693868,297.94,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-14,NORTH EAST LOCK & KEY CO,4692933,293.55,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Tyres/Tubes,2018-03-14,NORTHGATE VEHICLE HIRE LTD,4693685,892.37,P014UNV
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693697,212,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693717,212,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693718,212,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693724,212,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693689,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693690,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693691,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693695,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693696,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693698,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693699,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693700,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693701,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693702,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693703,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693708,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693714,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693715,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693716,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693719,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693721,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693722,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693723,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693725,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693726,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693729,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693731,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693869,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693873,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693874,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693875,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693877,240,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693694,245,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693704,247.68,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693713,400,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-28,NORTHGATE VEHICLE HIRE LTD,4693688,446.31,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-19,NORTHGATE VEHICLE HIRE LTD,4694225,627,Vehicle Monitoring
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,NORTON INTERIORS LTD,1700198,2458,277565/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,NORTON INTERIORS LTD,1700494,3199,278407/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,NORTON INTERIORS LTD,1698017,3235,277566/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,NORTON INTERIORS LTD,1700205,3239,277875/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,NORTON INTERIORS LTD,1700493,3239,278406/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,NORTON INTERIORS LTD,1700204,3365,277876/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,NORTON INTERIORS LTD,1700487,4194,277046/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Non Qualification Training,2018-03-07,PRIORY PAT CONSULTANTS,4694032,229,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-21,ROBINSONS FACILITIES SERVICES,1700207,384.5,278441/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-07,ROBINSONS FACILITIES SERVICES,1698020,389.59,273011/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-07,ROBINSONS FACILITIES SERVICES,1698022,653.66,277120/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,ROBINSONS FACILITIES SERVICES,1699892,838.79,276436/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,ROBINSONS FACILITIES SERVICES,1699893,978.34,275733/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-21,ROBINSONS FACILITIES SERVICES,1700209,1620.81,274962/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-21,ROBINSONS FACILITIES SERVICES,1700210,3748.34,275524/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Struct Engineering Consultants,2018-03-26,SCANLANS CONSULTANT SURVEYORS LLP,4695034,450,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700214,226,274667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700215,301,274913/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700213,352,274500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700218,430,275217/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700233,542,277057/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,WALTER HARTLEY LTD,1699913,563,277923/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-14,WALTER HARTLEY LTD,1699914,615.5,277056/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-03-21,WALTER HARTLEY LTD,1700229,917,277922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-14,WALTER HARTLEY LTD,1699901,225,275428/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,WALTER HARTLEY LTD,1698024,517.5,269439/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,WALTER HARTLEY LTD,1698023,635,275255/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,WALTER HARTLEY LTD,1700219,332.5,275536/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,2018-03-05,WETHERBY SKIP HIRE SERVICES,4693475,1791.67,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-26,WOLSELEY UK LTD,4694668,340.7,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-12,WOLSELEY UK LTD,4694124,415.21,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-12,WOLSELEY UK LTD,4694162,463.96,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-19,WOLSELEY UK LTD,4694342,580.86,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-26,WOLSELEY UK LTD,4694667,796.04,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-19,WOLSELEY UK LTD,4694347,808.55,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,WOLSELEY UK LTD,4694161,810.46,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,WOLSELEY UK LTD,4694159,994.66,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-12,WOLSELEY UK LTD,4694126,1030.43,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-19,WOLSELEY UK LTD,4694289,1039.65,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-19,WOLSELEY UK LTD,4694290,1158.3,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-12,WOLSELEY UK LTD,4694121,1204.92,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Strategic Development,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4692046,9.38,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Miscellaneous Expenditure,2018-03-07,EMAP PUBLISHING LTD,4693307,600,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-21,EUCLID LTD,4693540,717.6,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-21,EUCLID LTD,4693540,70,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-21,EUCLID LTD,4693540,1050,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-28,EUCLID LTD,4694612,20026.04,Full service for TWO LICENCES
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-28,GRACE DISTRIBUTION LTD,4694742,300,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-14,PLATINUM PRINT LTD,4692925,1178,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-14,PLATINUM PRINT LTD,4692923,6062,
Harrogate Borough Council,Transport,R,Community,Strategic Development,Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,136,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Strategic Development,Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,133.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2018-03-14,TIG,4692978,440,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-07,ARCO LTD,4692137,251.83,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,ARCO LTD,4693509,341.12,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,ARCO LTD,4693830,355.25,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-14,BERENDSEN UK LTD,4693528,773.08,HARROGATE BC COMMUNITY SERVICES
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-28,BOB COWELL,4695014,48,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,HAGS-SMP LTD,4693740,234,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,HAGS-SMP LTD,4693740,50,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,HAGS-SMP LTD,4693739,50,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,HAGS-SMP LTD,4693739,1155,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-21,LANDSCAPE SUPPLY COMPANY,4692943,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-21,LANDSCAPE SUPPLY COMPANY,4692943,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-21,LANDSCAPE SUPPLY COMPANY,4692943,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,LANDSCAPE SUPPLY COMPANY,4693615,25.17,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,LANDSCAPE SUPPLY COMPANY,4693615,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,LANDSCAPE SUPPLY COMPANY,4693615,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,LANDSCAPE SUPPLY COMPANY,4693615,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-03-28,LANDSCAPE SUPPLY COMPANY,4693615,50.34,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,PROLUDIC LTD,4693290,1779.16,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-03-07,PUBLIC SECTOR SOFTWARE LTD,4693333,2329,
Harrogate Borough Council,Transport,R,Community,Technical,Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,32.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Technical,Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,36.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693380,268.67,GAS - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693382,496.96,GAS - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693428,550.1,GAS - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693425,567.54,GAS - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693434,940.61,"GAS - MAPLE CREEK, MASHAM (COMMUNAL)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693389,1300.68,GAS -BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2018-03-28,JLA LTD,4693643,293.5,Labour Callout
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2018-03-28,NPOWER LTD,4694488,227.38,ELEC - COLLINS COURT
