Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-14,HELP-LINK UK LTD,1696721,98.16,270343/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-14,HELP-LINK UK LTD,1696721,98.16,270344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,HELP-LINK UK LTD,1694748,178,274790/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,HELP-LINK UK LTD,1694766,3587.00,275011/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,HELP-LINK UK LTD,1694766,2469.25,275011/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,59.83,276087/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,59.83,276088/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,59.83,276090/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,21,276091/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,21,276092/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,59.83,276085/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,JACKSON LIFT SERVICES LIMITED,1694767,59.83,276089/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,59.83,277348/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,59.83,277344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,21,277347/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,59.83,277342/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,21,277346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,59.83,277345/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697675,59.83,277343/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,21,277341/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,59.83,277337/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,21,277340/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,59.83,277335/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,59.83,277339/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,59.83,277338/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,JACKSON LIFT SERVICES LIMITED,1697674,59.83,277336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,MASTERDOR LIMITED,1694768,710.42,268878/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,MASTERDOR LIMITED,1697676,720.01,270888/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,MASTERDOR LIMITED,1694769,793.5,270807/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-28,MASTERDOR LTD,4693026,258,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,METRO ROD LTD,1694774,270,275599/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,METRO ROD LTD,1697677,300,276164/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,METRO ROD LTD,1694772,305,274068/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,METRO ROD LTD,1697681,1100.00,274974/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,METRO ROD LTD,1694777,1155.00,275167/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694807,208.71,268429/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696741,225.04,268537/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696743,229.1,268541/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696742,229.11,268540/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694789,231.47,268444/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-21,MITIE PROPERTY SERVICES (UK) LTD,1697219,240.2,268557/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694815,242.39,268564/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697688,246.22,268485/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696736,252.52,268601/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697685,267.3,268482/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-21,MITIE PROPERTY SERVICES (UK) LTD,1697217,267.43,268555/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696740,269.74,268536/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694788,272.15,268442/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694813,276.8,268562/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-21,MITIE PROPERTY SERVICES (UK) LTD,1697216,291.59,268554/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696753,304.5,268597/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694810,349.79,268603/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694778,354.22,266804/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696754,372.67,268598/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696731,374.81,268610/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696735,376.37,268602/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694814,379.03,268563/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694816,383.43,268565/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696733,405.28,268559/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696749,406.91,268592/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697683,411.7,268596/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694780,473.91,265934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697684,522.85,268599/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,MITIE PROPERTY SERVICES (UK) LTD,1696730,535.33,268443/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-21,MITIE PROPERTY SERVICES (UK) LTD,1697210,581.89,268445/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694779,774.17,268566/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-21,MITIE PROPERTY SERVICES (UK) LTD,1697215,795.95,266805/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697692,274.32,276572/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,MITIE PROPERTY SERVICES (UK) LTD,1697690,656,276571/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694795,914.4,274619/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,MITIE PROPERTY SERVICES (UK) LTD,1694794,3291.84,273822/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,N&C BUILDING PRODUCTS LTD,4690805,428.1,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,N&C BUILDING PRODUCTS LTD,4690964,428.1,N and C PHLEXICARE RADAR LOCKSET PAA RH
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,NORTHGATE VEHICLE HIRE LTD,4691848,1287.61,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692281,243.8,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692294,243.8,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692299,243.8,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692307,243.8,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-19,NORTHGATE VEHICLE HIRE LTD,4692769,252,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692220,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692221,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692222,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692223,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692224,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692228,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692229,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692278,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692279,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692280,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692282,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692283,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692284,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692285,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692287,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692289,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692292,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692293,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692295,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692297,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692298,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692302,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692303,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692309,276,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692230,284.83,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692219,319.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-14,NORTHGATE VEHICLE HIRE LTD,4691262,430.3,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-26,NORTHGATE VEHICLE HIRE LTD,4692306,460,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-19,NORTHGATE VEHICLE HIRE LTD,4692421,639.54,Vehicle Monitoring
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,NORTON INTERIORS LTD,1696784,2647.00,276464/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,NORTON INTERIORS LTD,1696778,4300.00,275263/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,External Printing/Typesetting,2018-02-14,PLATINUM PRINT LTD,4690873,240,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,ROBINSONS FACILITIES SERVICES,1694843,343.5,273969/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-21,ROBINSONS FACILITIES SERVICES,1697229,606.06,273678/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274689/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274690/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274691/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274692/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274693/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274694/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274695/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274696/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274697/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274701/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274704/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274707/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-07,SWIFT PORTABLE APPLIANCE TESTING LTD,1694848,45,274709/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,THE TEX SERVICES GROUP,1694849,246,274947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,THE TEX SERVICES GROUP,1697704,402,274746/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,TUNSTON CONSTRUCTION LTD,1696795,641.4,269324/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,TUNSTON CONSTRUCTION LTD,1696798,1897.70,259157/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-21,TUNSTON CONSTRUCTION LTD,1697231,3680.00,275170/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,TUNSTON CONSTRUCTION LTD,1694850,387.31,269568/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,1696801,4607.14,267645/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,1696802,4607.14,267642/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,WALTER HARTLEY LTD,1696816,224,267612/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,WALTER HARTLEY LTD,1696810,390,269527/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,WHARFEDALE DECORATIONS LTD,1694851,656,275604/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-05,WOLSELEY UK LTD,4691221,216.96,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-26,WOLSELEY UK LTD,4691753,546.82,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-12,WOLSELEY UK LTD,4691957,583.02,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-26,WOLSELEY UK LTD,4691751,689.15,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-05,WOLSELEY UK LTD,4690727,1868.15,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Other Supplies & Services,2018-02-07,STREETMASTER (SOUTH WALES) LTD,4690210,660,Arlington 1800 streettough
Harrogate Borough Council,Transport,R,Community,Technical,Hire of Vehicles/Plant,2018-02-14,ADDYMANS RECYCLING LIMITED,4691907,80,
Harrogate Borough Council,Transport,R,Community,Technical,Hire of Vehicles/Plant,2018-02-14,ADDYMANS RECYCLING LIMITED,4691907,200,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-07,ARCO LTD,4691109,244.3,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,ARCO LTD,4691209,247.51,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-07,ATLANTIC BEARINGS LTD,4691112,412.8,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-07,ATLANTIC BEARINGS LTD,4691112,198.4,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-21,BERENDSEN UK LTD,4691675,966.35,HARROGATE BC COMMUNITY SERVICES
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-26,GB SPORT & LEISURE UK LTD,4693180,2857.10,Tango rail fence panels  finished in green RAL 6005
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-14,ICE WATCH LTD,4692550,5980.00,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-28,ICE WATCH LTD,4692548,12859.00,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2018-02-14,ICE WATCH LTD,4692549,17031.00,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-21,LANDSCAPE SUPPLY COMPANY,4691506,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-21,LANDSCAPE SUPPLY COMPANY,4691506,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-21,LANDSCAPE SUPPLY COMPANY,4691506,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-21,LANDSCAPE SUPPLY COMPANY,4691506,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,100.68,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,50.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2018-02-14,LANDSCAPE SUPPLY COMPANY,4691298,50.34,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2018-02-14,TRAINING & TESTING SERVICES,4691024,425,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-02-05,CORONA ENERGY RETAIL 4 LTD,4690951,529.49,"Gas - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-02-14,CORONA ENERGY RETAIL 4 LTD,4690962,244.36,Gas - Blossomgate
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-02-14,CORONA ENERGY RETAIL 4 LTD,4691073,483.29,Gas - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2018-02-14,CORONA ENERGY RETAIL 4 LTD,4690960,503.14,"Gas - Maple Creek, Masham (Communal)"
