Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2015-11-11,LANDMARK TRADING (STAMFORD) LTD,4640055,1620.10,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2015-11-11,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,45.61,Fuel Oct
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2015-11-11,BERENDSEN UK LTD,4640676,235.10,WORKWEAR 2211261215  CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-11-16,DR K M COATS,4641622,1424.50,October 2015 payment Medical Referee
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-11-16,DR R SPENCER,4641623,296.00,Dr R Spencer October 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2015-11-16,DR VIVIENNE JAYNE POSKITT,4641624,573.50,Dr V Poskitt October 2015 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2015-11-25,DTMS LTD,4641605,590.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-11-23,FALON NAMEPLATES LTD,4640674,258.45,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2015-11-23,FALON NAMEPLATES LTD,4640674,17.50,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2015-11-25,JAPS ENGINEERING,4642060,690.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,172.71,VARIOUS SKIPS
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2015-11-04,PROFESSIONAL PAPER SUPPLIES LTD,4639542,1316.05,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-11-11,EDEN FARM LTD,4639963,459.74,Valley Gardens Games Hut
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Grants to Vol Organisations,2015-11-18,FERRENSBY FIREWORKS LTD,4641468,3000.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Waste Disposal Charges,2015-11-25,NORTH YORKSHIRE COUNTY COUNCIL,4642303,40213.04,COMMERCIAL WASTE aug 15
Harrogate Borough Council,Premises,R,Community,Business Development,Bldg Mgmt Recharged Works,2015-11-09,NORTHERN POWERGRID (NORTHEAST) LTD,4640543,1772.56,MOVE ELECTRICITY SUPPLY CABLE
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2015-11-04,PAUL WHITAKER,4639784,456.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-11-04,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,312.30,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-11-04,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,205.68,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2015-11-04,PELICAN ROUGE COFFEE SOLUTIONS LTD,4639672,205.68,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-11-04,UK CONTAINER MAINTENANCE LTD,4639953,1900.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-11-04,UK CONTAINER MAINTENANCE LTD,4639953,30.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2015-11-18,UK CONTAINER MAINTENANCE LTD,4640653,2375.00,
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.35,VARIOUS SKIPS
Harrogate Borough Council,Premises,R,Community,Business Development,Refuse Collection/Removal,2015-11-30,WETHERBY SKIP HIRE SERVICES,4641222,86.36,VARIOUS SKIPS
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-11-11,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,55.47,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-11-11,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,52.14,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-11-11,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,55.47,Fuel Oct
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2015-11-11,ALLSTAR BUSINESS SOLUTIONS LTD,4640137,52.14,Fuel Oct
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2015-11-04,BEMROSE BOOTH PARAGON LTD,4639420,244.00,
Harrogate Borough Council,Employees,R,Community,Car Parking,Non Qualification Training,2015-11-11,BEV ASHBY ASSOCIATES LTD,4640295,550.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,2015-11-02,DESIGNA UK LTD,4634011,157.02,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,2015-11-02,DESIGNA UK LTD,4634011,4.25,
Harrogate Borough Council,Premises,R,Community,Car Parking,Pay & Display Parking Machines,2015-11-02,DESIGNA UK LTD,4634011,157.02,
