Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2016-09-12,ALLSTAR BUSINESS SOLUTIONS LTD,4659552,18.00,Aug fuel
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2016-09-12,ALLSTAR BUSINESS SOLUTIONS LTD,4659552,23.74,Aug fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-09-12,ALLSTAR BUSINESS SOLUTIONS LTD,4659552,24.08,Aug fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2016-09-14,BERENDSEN UK LTD,4660243,224.13,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-09-07,DR CARL GRAY,4660402,314.50,Dr C Gray August 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-09-07,DR CHRISTIAN LACHMANN,4660398,314.50,Dr C Lachmann August 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-09-07,DR R SPENCER,4660400,333.00,Dr R Spencer August 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-09-07,DR VIVIENNE JAYNE POSKITT,4660401,980.50,Dr V Poskitt August 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-09-14,FALON NAMEPLATES LTD,4659505,279.15,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-09-14,FALON NAMEPLATES LTD,4659505,18.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2016-09-28,G4S SECURE SOLUTIONS (UK) LIMITED,4660374,260.00,REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-09-14,RIX PETROLEUM (HULL) LIMITED,4659592,434.10,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2016-09-14,STEPHENSONS MEMORIAL WORKS,4660083,252.00,Quote e243
