Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Other Supplies & Services,2017-11-13,CAMPAIGNMASTER,4686725,270,Product CM Advantage
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-29,CORDANT PEOPLE LIMITED,4687682,338.83,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-15,CORDANT PEOPLE LIMITED,4686660,409.04,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-22,CORDANT PEOPLE LIMITED,4687140,451.77,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-13,CORDANT PEOPLE LIMITED,4686553,689.87,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-06,DAISY RECRUITMENT LTD,4685944,283.8,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2017-11-13,DAISY RECRUITMENT LTD,4686530,396.68,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Equipment,2017-11-01,THE ROCOM GROUP,4684463,374.91,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2017-11-06,BRISTOW & SUTOR ENFORCEMENT AGENTS,4685897,233.9,Fees paid direct
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2017-11-06,BRISTOW & SUTOR ENFORCEMENT AGENTS,4685900,323.13,Fees paid direct
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2017-11-15,ELECTORAL REFORM SERVICES,4686718,2131.13,Electoral Registration Officer
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2017-11-20,ELECTORAL REFORM SERVICES,4686719,2521.70,Crescent Gardens
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,2017-11-20,ELECTORAL REFORM SERVICES,4687318,2797.29,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Electoral Registration Fees,2017-11-20,ELECTORAL REFORM SERVICES,4686721,5206.71,Individual Electoral Registration 2017
Harrogate Borough Council,Premises,R,Corporate Affairs,Elections,Hire of Accommodation,2017-11-20,NORTH YORKSHIRE COUNTY COUNCIL,4686766,450.24,ELECTIONS  4TH MAY 2017
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2017-11-22,ROYAL MAIL GROUP LTD,4686175,258.46,645219015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Advertising,2017-11-15,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,4686089,763,
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687609,216,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686648,295.2,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-01,BROOK STREET (UK) LTD,4685680,320.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-20,BROOK STREET (UK) LTD,4686769,484.87,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687502,484.87,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,2017-11-29,BROOK STREET (UK) LTD,4687603,484.87,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-22,IMPACT MAIL & PRINT (UK) LTD,4686635,145,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-22,IMPACT MAIL & PRINT (UK) LTD,4686635,80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-29,LYRECO,4686294,231.62,SCOTTSDALE HOUSE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-01,MOROAK T/A BLAKE ENVELOPES,4684916,270,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-15,MOROAK T/A BLAKE ENVELOPES,4685773,326,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-08,MOROAK T/A BLAKE ENVELOPES,4684821,535.5,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Equipment,2017-11-08,PITNEY BOWES FINANCE LIMITED,4686499,3490.42,10209923
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,ROYAL MAIL GROUP LTD,4684807,226.45,358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-22,ROYAL MAIL GROUP LTD,4686931,958.35,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-22,ROYAL MAIL GROUP LTD,4686931,36.73,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-22,ROYAL MAIL GROUP LTD,4686931,35.81,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-29,ROYAL MAIL GROUP LTD,4685871,1100.64,158754000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,ROYAL MAIL GROUP LTD,4684806,1123.29,158754000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,ROYAL MAIL GROUP LTD,4684845,1423.88,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,ROYAL MAIL GROUP LTD,4684845,19.21,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,ROYAL MAIL GROUP LTD,4684845,62.92,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2017-11-22,TOTAL ID LTD,4685764,1304.95,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-29,WHISTL UK LIMITED,4686010,827.7,POSTAGE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-01,WHISTL UK LIMITED,4684338,883.64,POSTAGE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-22,WHISTL UK LIMITED,4686123,950.88,POSTAGE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-15,WHISTL UK LIMITED,4685198,1767.08,POSTAGE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2017-11-08,WHISTL UK LIMITED,4684752,1977.70,POSTAGE
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,2017-11-13,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4686493,1557.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,2017-11-29,PULLMAN INSTRUMENTS (UK) LTD,4686525,329.21,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Staff Advertising,2017-11-20,GUARDIAN NEWS AND MEDIA LTD,4686771,750,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Staff Advertising,2017-11-29,HAYMARKET MEDIA GROUP LIMITED,4686492,845,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Non Qualification Training,2017-11-20,PPMA,4686105,300,
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,17.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,32.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-08,EC4 HOTEL LIMITED T/A CEDAR COURT HOTEL,4684818,258.75,Equipment Hire
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-06,EVANS INTERNATIONAL LTD,4686235,595,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-29,FARRELL & CLARK LLP,4685839,1807.50,Partial credit against 3681
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-29,FARRELL & CLARK LLP,4682176,4657.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Equipment,2017-11-01,FLEXIFORM BUSINESS FURNITURE LTD,4684409,36906.84,M2 MONITOR ARM
Harrogate Borough Council,Premises,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Payments to Ext Contractors,2017-11-30,HARRY FAIRCLOUGH CONSTRUCTION LTD,4688044,258192.25,payment cert 25
Harrogate Borough Council,Premises,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Payments to Ext Contractors,2017-11-30,HARRY FAIRCLOUGH CONSTRUCTION LTD,4688044,97492.57,payment cert 25
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Employee Expenses,2017-11-20,INLAND REVENUE ACCOUNTS OFFICE,4687126,9203.00,585PP001 22686 National Insurance Contributions Mth 07 2017
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-13,JOHNSONS OF WHIXLEY LTD,4685196,12136.55,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-13,JOHNSONS OF WHIXLEY LTD,4685196,50,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-13,JOHNSONS OF WHIXLEY LTD,4685196,50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-08,KUDOS CATERING (UK) LTD,4686531,1499.20,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-08,LAMBERT SMITH HAMPTON,4685224,6167.00,Crescent Gardens Harrogate
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-22,LANDSCAPE SUPPLY COMPANY,4686281,3123.75,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-11-20,LEARNING POOL LTD,4687042,1300.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-11-15,LEARNING POOL LTD,4686968,12500.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-27,NORTON INTERIORS LTD,4687362,4650.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-27,NORTON INTERIORS LTD,4687362,1975.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-27,NORTON INTERIORS LTD,4687362,1975.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2017-11-15,QA LIMITED,4686558,1846.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,2017-11-29,RAMBOLL UK LTD,4687769,3380.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-01,RED ELEPHANT PROMOTIONS LTD,4685790,851.5,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-06,SKINNY DESIGN LTD,4684805,279,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,2017-11-20,THIRD EYE RESOLUTIONS T/A APPRAISALS 360,4687123,1222.20,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Internal Audit,ICT Rechargeables,2017-11-20,MORGAN KAI LIMITED,4687315,5561.81,
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-27,BROOK STREET (UK) LTD,4687501,603.5,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4686626,637.5,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4687006,637.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-15,BROOK STREET (UK) LTD,4687012,637.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Supplies & Services,2017-11-01,CAPITA BUSINESS SERVICES LTD,4685335,7315.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-22,CCS MEDIA LTD,4686183,718.74,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-22,CCS MEDIA LTD,4686183,10,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than ú5k,2017-11-15,DELL CORPORATION LTD,4685859,16363.60,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-01,DELL CORPORATION LTD,4684984,532.61,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-27,DELL CORPORATION LTD,4686967,325.25,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-27,DELL CORPORATION LTD,4686967,13869.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2017-11-15,FIRMSTEP LTD,4685220,41600.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-22,GALTEC SOLUTIONS,4686959,8386.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-22,GALTEC SOLUTIONS,4686959,4.95,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2017-11-01,INSIGHT DIRECT (UK) LIMITED,4684385,310,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2017-11-01,MIDLAND SOFTWARE LIMITED,4685249,2413.60,Business Objects BOE Pro Bundle NU x 8
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2017-11-20,MORGAN KAI LIMITED,4687315,2000.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-15,NOVATECH LTD,4685376,453.4,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-15,NOVATECH LTD,4685376,94.34,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-15,NOVATECH LTD,4685376,4.5,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than ú5k,2017-11-08,PROBRAND LIMITED,4685880,35248.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-15,PROBRAND LIMITED,4685881,553.98,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than ú5k,2017-11-15,PROBRAND LIMITED,4685881,2,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Non Qualification Training,2017-11-06,QA LIMITED,4685882,5000.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2017-11-22,SAFECONTROL LTD,4685749,267,Knapping Mount
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2017-11-06,SITEMORSE (UK SALES) LTD,4686016,7500.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-22,STHREE PARTNERSHIP LLP,4685877,1050.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Temporary Staff,2017-11-22,STHREE PARTNERSHIP LLP,4686394,1750.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Supplies & Services,2017-11-08,STHREE PARTNERSHIP LLP,4685125,1423.34,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Supplies & Services,2017-11-06,STHREE PARTNERSHIP LLP,4684638,1796.67,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2017-11-29,THE NETWORKING STORE LTD,4687387,626.4,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2017-11-15,THE NETWORKING STORE LTD,4686102,1866.27,
