Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2022-08-24,NEC SOFTWARE SOLUTIONS UK LTD,3653418,2400.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2022-08-17,NEC SOFTWARE SOLUTIONS UK LTD,3652997,3020.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2022-08-17,NEC SOFTWARE SOLUTIONS UK LTD,3652996,4160.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Electoral Registration Fees,2022-08-17,CIVICA ELECTION SERVICES LIMITED,3654231,1590.08,Electoral Registration Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,2022-08-24,BANNER GROUP LTD,3653914,193.65,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,2022-08-24,BANNER GROUP LTD,3653914,216.18,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2022-08-24,BANNER GROUP LTD,3653914,364.46,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2022-08-15,MOROAK T/A BLAKE ENVELOPES,3654113,298,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2022-08-24,MOROAK T/A BLAKE ENVELOPES,3653931,324.5,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2022-08-24,MOROAK T/A BLAKE ENVELOPES,3653931,649,
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Occupational Health,2022-08-22,NORTH YORKSHIRE COUNTY COUNCIL,3654537,620,
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Occupational Health,2022-08-24,NORTH YORKSHIRE COUNTY COUNCIL,3654577,1952.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Computer Consumables,2022-08-10,PICK PROTECTION LTD,3652763,1800.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Equipment,2022-08-24,PITNEY BOWES FINANCE LIMITED,3654640,800.5,
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Occupational Health,2022-08-17,PULLMAN INSTRUMENTS (UK) LTD,3652903,231.45,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-24,ROYAL MAIL GROUP LTD,3653950,217,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-10,ROYAL MAIL GROUP LTD,3653032,105.28,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-10,ROYAL MAIL GROUP LTD,3653032,417.29,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2022-08-03,TOTAL ID LTD,3652018,469.95,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-31,WHISTL UK LIMITED,3653878,324.35,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-01,WHISTL UK LIMITED,3652745,957.09,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-15,WHISTL UK LIMITED,3653217,1034.56,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-31,WHISTL UK LIMITED,3653881,1510.14,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-22,WHISTL UK LIMITED,3653868,2510.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2022-08-08,WHISTL UK LIMITED,3652749,3368.33,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-08-03,COMPUTERSHARE VOUCHER SERVICES,3653468,27.75,Service and Voucher Funding
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-08-03,COMPUTERSHARE VOUCHER SERVICES,3653468,1849.77,Service and Voucher Funding
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,2022-08-08,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3651911,42.65,Travel Invoice for Month 20226
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Human Resources,Other Consultants Fees,2022-08-10,LOGJEC RECRUITMENT C/O 3R FINANCE LTD,3652935,1680.00,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-08-22,NORTH YORKSHIRE COUNTY COUNCIL,3654366,492,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-08-31,PARK RETAIL LTD,3654617,902.4,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Human Resources,Subscriptions,2022-08-24,YORKSHIRE & HUMBER EMPLOYERS´ ASSOCIATION,3654064,1113.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2022-08-22,AZURE CONSULTING LTD,3653039,695,
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,2022-08-17,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3653765,72.47,Travel Invoice for Month 20227
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2022-08-31,4 PLANNING DELIVERY LIMITED,3654045,1800.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2022-08-10,4 PLANNING DELIVERY LIMITED,3652887,2100.00,Intangible Assets
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-10,BARTEC MUNICIPAL TECHNOLOGIES  LTD,3653789,33190.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-10,BTI COMPUTER SYSTEMS (UK) LTD,3652632,595,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-31,CARETOWER LTD,3654079,1613.80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Computer Investment spending from Reserves,2022-08-31,CERTES IT SERVICE SOLUTIONS LTD,3653525,8400.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.05,01423815182 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.1,01423567352 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.13,01423504341 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.35,01423538382 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.37,01423509773 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,0.75,01423508593 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,1.99,01765690654 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,3.55,01765607983 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,3.95,01423869164 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,7.53,01765692029 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,8.4,01423869815 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,12.81,01423712950 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,16.81,01423883614 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,17.74,01423509823 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,37.48,01423869104 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423504341 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423506138 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423506583 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423507360 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423508593 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423509773 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423509823 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423522936 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423524328 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423538382 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423705403 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423714954 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423714957 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423815182 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423869104 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423869164 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423869815 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423883794 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01423887710 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765607407 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765607983 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765692029 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765692855 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765692972 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,50.14,01765698750 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,52.06,SMS30482 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,58.26,01423567352 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,59.68,01765690654 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423500534 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423507822 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423529432 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423529486 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423564425 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.58,01423883619 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,61.59,01765609138 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,71.57,01423883614 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,76.19,01765607407 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,134.1,01423858820 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,148.84,01423712950 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,194.16,01423531577 Rental 01/05/2022 to 31/07/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2022-08-01,DAISY COMMUNICATIONS LTD,5303767,236.26,01423799000 Calls 01/04/2022 to 30/06/2022
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-31,INSIGHT DIRECT (UK) LIMITED,3654078,2563.03,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-31,INSIGHT DIRECT (UK) LIMITED,3654078,16110.95,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-31,INSIGHT DIRECT (UK) LIMITED,3654078,16110.95,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2022-08-31,INSIGHT DIRECT (UK) LIMITED,3654078,16110.95,Terminals-Wiring/Installation
