Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2016-10-26,ALLSTAR BUSINESS SOLUTIONS LTD,4661927,10.24,Sept Fuel
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2016-10-19,BARCHAM TREES PLC,4661518,1785.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-10-12,ALLSTAR BUSINESS SOLUTIONS LTD,4662435,64.96,Aug Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-10-17,ALLSTAR BUSINESS SOLUTIONS LTD,4662436,24.06,Sept Fuel
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2016-10-26,ALLSTAR BUSINESS SOLUTIONS LTD,4661927,32.98,Sept Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2016-10-19,BERENDSEN UK LTD,4662002,224.13,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-10-10,DR R SPENCER,4662081,832.5,Dr R Spencer September 2016 monthly payment
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2016-10-31,G4S SECURE SOLUTIONS (UK) LIMITED,4663074,260,Contract Number 9249
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2016-10-19,DASH INFORMATION SYSTEMS LTD,4661859,1112.04,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-10-10,DR VIVIENNE JAYNE POSKITT,4662080,610.5,Dr V Poskitt September 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2016-10-10,DR CHRISTIAN LACHMANN,4662079,869.5,Dr C Lachmann September 2016 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2016-10-19,PROFESSIONAL PAPER SUPPLIES LTD,4661307,1396.75,Claro Road
Harrogate Borough Council,Transport,R,Community,Business Development,Fuel/Oil,2016-10-17,ALLSTAR BUSINESS SOLUTIONS LTD,4662436,45,Sept Fuel
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2016-10-26,ATS EUROMASTER LTD,4662120,109.15,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Equipment,2016-10-05,UK CONTAINER MAINTENANCE LTD,4660567,2729.00,
